"Status","Year","Organisation","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Bristol, City of","HEO","25","25","31880","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Bristol, City of","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","EO","30","30","24770","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","HEO","35","35","31940","30990"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Central Hampshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Devon CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Dorset","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Dudley","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Glasgow City","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Glasgow City","EO","30","30","24690","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Glasgow City","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Glasgow City","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Glasgow City","HEO","45","40","32180","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Glasgow City","SEO","15","15","41990","40710"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Greater Manchester North West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heart of Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Kent Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leeds","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leeds","EO","20","20","24560","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leeds","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leeds","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leeds","HEO","30","30","32280","31140"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leeds","SEO","10","10","40820","39920"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Liverpool","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","EO","55","50","24540","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","HEO","55","50","32730","32990"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Manchester","SEO","15","15","40670","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Medway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Mid Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North Hampshire","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North Hampshire","HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North Hampshire","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Nottingham","AO","15","10","20210","20040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Nottingham","EO","40","40","24440","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Nottingham","HEO","40","35","32060","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Nottingham","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Sefton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Somerset CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Somerset CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk CC","HEO","20","20","32570","34260"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Suffolk CC","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Swansea","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Thurrock","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tyneside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tyneside","EO","60","55","24610","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tyneside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tyneside","HEO","60","55","32040","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Tyneside","SEO","10","10","40680","39840"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wandsworth","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wandsworth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wandsworth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wandsworth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wandsworth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Warwickshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","AO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","EO","30","30","28400","28420"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","G7","20","20","58820","58560"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","HEO","65","60","37640","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","SCS level","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Westminster","SEO","45","45","46610","47610"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","AO","40","40","21360","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","AO","45","40","21240","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","EO","15","15","25270","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","HEO","10","10","30340","30400"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","EO","20","20","24930","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","HEO","10","10","29860","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","EO","10","10","25200","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","SEO","10","10","39620","36970"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","City of Edinburgh","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","EO","15","15","25230","25190"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","HEO","10","10","30250","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","SEO","15","15","40260","37910"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","AO","100","95","21320","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","EO","50","45","25530","25090"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","G7","10","10","50820","47550"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","HEO","15","15","29760","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","SEO","25","25","40600","37530"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","AO","100","95","21430","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","EO","30","30","25260","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","HEO","10","10","29830","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","SEO","15","10","42250","37580"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","EO","25","25","26990","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","EO","10","10","24690","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire CC","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire CC","EO","25","20","25200","25100"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire CC","HEO","15","15","29930","29550"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire CC","SEO","15","15","39670","37480"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","AO","30","25","21330","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","EO","15","15","26050","25770"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","SEO","15","10","37950","36970"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","EO","20","20","25980","25230"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","HEO","10","10","30450","29790"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire CC","SEO","[c]","[c]","[c]","[c]"
