"Status","Year","Age","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Female","Heterosexual / straight","1080","[c]","43610","40470"
"Leaver Dept.","2022","30-39","London","Female","LGBO","80","[c]","44070","40120"
"Leaver Dept.","2022","30-39","London","Female","Undeclared","215","[c]","43800","40220"
"Leaver Dept.","2022","30-39","London","Female","Unknown","360","[c]","45970","41330"
"Leaver Dept.","2022","30-39","London","Male","Heterosexual / straight","700","[c]","45860","41340"
"Leaver Dept.","2022","30-39","London","Male","LGBO","110","[c]","44470","41400"
"Leaver Dept.","2022","30-39","London","Male","Undeclared","170","[c]","44850","41970"
"Leaver Dept.","2022","30-39","London","Male","Unknown","325","[c]","45040","41170"
"Leaver Dept.","2022","30-39","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","Female","Heterosexual / straight","1290","[c]","32540","28590"
"Leaver Dept.","2022","30-39","Outside London","Female","LGBO","85","[c]","34110","30570"
"Leaver Dept.","2022","30-39","Outside London","Female","Undeclared","145","[c]","35680","32310"
"Leaver Dept.","2022","30-39","Outside London","Female","Unknown","425","[c]","30790","27570"
"Leaver Dept.","2022","30-39","Outside London","Male","Heterosexual / straight","940","[c]","31920","28320"
"Leaver Dept.","2022","30-39","Outside London","Male","LGBO","105","[c]","32420","28970"
"Leaver Dept.","2022","30-39","Outside London","Male","Undeclared","135","[c]","33320","30070"
"Leaver Dept.","2022","30-39","Outside London","Male","Unknown","385","[c]","32330","30200"
"Leaver Dept.","2022","30-39","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Female","Heterosexual / straight","60","[c]","38170","32000"
"Leaver Dept.","2022","30-39","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Male","Heterosexual / straight","45","[c]","40500","34220"
"Leaver Dept.","2022","30-39","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Female","Heterosexual / straight","725","[c]","50280","47140"
"Leaver Dept.","2022","40-49","London","Female","LGBO","30","[c]","51940","52870"
"Leaver Dept.","2022","40-49","London","Female","Undeclared","155","[c]","49510","51300"
"Leaver Dept.","2022","40-49","London","Female","Unknown","270","[c]","51260","52270"
"Leaver Dept.","2022","40-49","London","Male","Heterosexual / straight","420","[c]","53920","52610"
"Leaver Dept.","2022","40-49","London","Male","LGBO","60","[c]","52600","52610"
"Leaver Dept.","2022","40-49","London","Male","Undeclared","115","[c]","53370","50080"
"Leaver Dept.","2022","40-49","London","Male","Unknown","185","[c]","55750","54150"
"Leaver Dept.","2022","40-49","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Outside London","Female","Heterosexual / straight","1240","[c]","36670","31920"
"Leaver Dept.","2022","40-49","Outside London","Female","LGBO","50","[c]","40870","37120"
"Leaver Dept.","2022","40-49","Outside London","Female","Undeclared","175","[c]","38780","34530"
"Leaver Dept.","2022","40-49","Outside London","Female","Unknown","415","[c]","37880","35400"
"Leaver Dept.","2022","40-49","Outside London","Male","Heterosexual / straight","730","[c]","39150","33690"
"Leaver Dept.","2022","40-49","Outside London","Male","LGBO","55","[c]","37640","30460"
"Leaver Dept.","2022","40-49","Outside London","Male","Undeclared","115","[c]","37060","32380"
"Leaver Dept.","2022","40-49","Outside London","Male","Unknown","295","[c]","41040","38400"
"Leaver Dept.","2022","40-49","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Female","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Female","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Female","Heterosexual / straight","450","[c]","48930","40590"
"Leaver Dept.","2022","50-59","London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Female","Undeclared","115","[c]","52520","45560"
"Leaver Dept.","2022","50-59","London","Female","Unknown","190","[c]","53410","46000"
"Leaver Dept.","2022","50-59","London","Male","Heterosexual / straight","275","[c]","55960","53760"
"Leaver Dept.","2022","50-59","London","Male","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Male","Undeclared","85","[c]","49540","48860"
"Leaver Dept.","2022","50-59","London","Male","Unknown","130","[c]","58030","54110"
"Leaver Dept.","2022","50-59","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Outside London","Female","Heterosexual / straight","920","[c]","37860","31990"
"Leaver Dept.","2022","50-59","Outside London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Outside London","Female","Undeclared","150","[c]","40900","34800"
"Leaver Dept.","2022","50-59","Outside London","Female","Unknown","290","[c]","42460","34530"
"Leaver Dept.","2022","50-59","Outside London","Male","Heterosexual / straight","525","[c]","42710","35610"
"Leaver Dept.","2022","50-59","Outside London","Male","LGBO","35","[c]","45920","36240"
"Leaver Dept.","2022","50-59","Outside London","Male","Undeclared","115","[c]","46000","40090"
"Leaver Dept.","2022","50-59","Outside London","Male","Unknown","200","[c]","48080","42380"
"Leaver Dept.","2022","50-59","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Female","Heterosexual / straight","85","[c]","49460","38010"
"Leaver Dept.","2022","60-64","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Female","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Male","Heterosexual / straight","40","[c]","61580","57160"
"Leaver Dept.","2022","60-64","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","Female","Heterosexual / straight","140","[c]","36130","30800"
"Leaver Dept.","2022","60-64","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","Female","Unknown","60","[c]","52920","44390"
"Leaver Dept.","2022","60-64","Outside London","Male","Heterosexual / straight","105","[c]","50990","41030"
"Leaver Dept.","2022","60-64","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","Male","Unknown","40","[c]","66650","57540"
"Leaver Dept.","2022","60-64","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Female","Heterosexual / straight","50","[c]","34910","28590"
"Leaver Dept.","2022","65+","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Male","Heterosexual / straight","35","[c]","46050","40560"
"Leaver Dept.","2022","65+","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Female","Heterosexual / straight","40","[c]","24970","25110"
"New entrant CS","2022","16-19","London","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Female","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Male","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Female","Heterosexual / straight","220","[c]","21750","21260"
"New entrant CS","2022","16-19","Outside London","Female","LGBO","35","[c]","23140","21840"
"New entrant CS","2022","16-19","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Female","Unknown","160","[c]","21480","21250"
"New entrant CS","2022","16-19","Outside London","Male","Heterosexual / straight","205","[c]","21670","21260"
"New entrant CS","2022","16-19","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Male","Unknown","210","[c]","20380","21050"
"New entrant CS","2022","16-19","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","London","Female","Heterosexual / straight","2180","[c]","31670","31060"
"New entrant CS","2022","20-29","London","Female","LGBO","310","[c]","31680","30680"
"New entrant CS","2022","20-29","London","Female","Undeclared","315","[c]","31150","30980"
"New entrant CS","2022","20-29","London","Female","Unknown","1360","[c]","30700","28650"
"New entrant CS","2022","20-29","London","Male","Heterosexual / straight","1400","[c]","32120","31060"
"New entrant CS","2022","20-29","London","Male","LGBO","235","[c]","34110","33210"
"New entrant CS","2022","20-29","London","Male","Undeclared","210","[c]","32690","31800"
"New entrant CS","2022","20-29","London","Male","Unknown","985","[c]","31870","29580"
"New entrant CS","2022","20-29","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Outside London","Female","Heterosexual / straight","6510","[c]","25090","23170"
"New entrant CS","2022","20-29","Outside London","Female","LGBO","1095","[c]","24750","23170"
"New entrant CS","2022","20-29","Outside London","Female","Undeclared","485","[c]","25330","23690"
"New entrant CS","2022","20-29","Outside London","Female","Unknown","3845","[c]","24290","23140"
"New entrant CS","2022","20-29","Outside London","Male","Heterosexual / straight","4640","[c]","25410","24250"
"New entrant CS","2022","20-29","Outside London","Male","LGBO","680","[c]","25650","24400"
"New entrant CS","2022","20-29","Outside London","Male","Undeclared","365","[c]","26270","25020"
"New entrant CS","2022","20-29","Outside London","Male","Unknown","3000","[c]","24690","23140"
"New entrant CS","2022","20-29","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Female","Heterosexual / straight","50","[c]","27650","27850"
"New entrant CS","2022","20-29","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Female","Unknown","105","[c]","24590","28000"
"New entrant CS","2022","20-29","Unknown","Male","Heterosexual / straight","30","[c]","29180","27530"
"New entrant CS","2022","20-29","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Male","Unknown","120","[c]","23800","23500"
"New entrant CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","London","Female","Heterosexual / straight","1020","[c]","39160","35050"
"New entrant CS","2022","30-39","London","Female","LGBO","105","[c]","38160","34610"
"New entrant CS","2022","30-39","London","Female","Undeclared","165","[c]","41350","40050"
"New entrant CS","2022","30-39","London","Female","Unknown","495","[c]","39820","34710"
"New entrant CS","2022","30-39","London","Male","Heterosexual / straight","720","[c]","40060","35310"
"New entrant CS","2022","30-39","London","Male","LGBO","105","[c]","41790","38090"
"New entrant CS","2022","30-39","London","Male","Undeclared","115","[c]","39990","37800"
"New entrant CS","2022","30-39","London","Male","Unknown","395","[c]","40500","35000"
"New entrant CS","2022","30-39","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
