"Status","Year","Age","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Female","Heterosexual / straight","120","120","34260","32560"
"In post","2022","20-29","Overseas","Female","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Overseas","Female","Unknown","35","35","37570","38300"
"In post","2022","20-29","Overseas","Male","Heterosexual / straight","90","90","34350","33230"
"In post","2022","20-29","Overseas","Male","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Overseas","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Overseas","Male","Unknown","35","35","39950","38300"
"In post","2022","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Female","Heterosexual / straight","90","90","30690","28140"
"In post","2022","20-29","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Female","Unknown","185","180","28580","29250"
"In post","2022","20-29","Unknown","Male","Heterosexual / straight","65","65","29430","27890"
"In post","2022","20-29","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Male","Unknown","420","420","29270","28980"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","London","Female","Heterosexual / straight","9435","8965","45530","41970"
"In post","2022","30-39","London","Female","LGBO","710","700","46070","42440"
"In post","2022","30-39","London","Female","Undeclared","1010","965","46910","45000"
"In post","2022","30-39","London","Female","Unknown","2415","2315","45420","41950"
"In post","2022","30-39","London","Male","Heterosexual / straight","7495","7440","46680","43360"
"In post","2022","30-39","London","Male","LGBO","895","895","49320","51730"
"In post","2022","30-39","London","Male","Undeclared","1025","1015","47010","44500"
"In post","2022","30-39","London","Male","Unknown","2215","2200","46460","41970"
"In post","2022","30-39","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Outside London","Female","Heterosexual / straight","31375","28500","31390","27570"
"In post","2022","30-39","Outside London","Female","LGBO","2570","2495","31290","27940"
"In post","2022","30-39","Outside London","Female","Undeclared","2535","2325","31820","28920"
"In post","2022","30-39","Outside London","Female","Unknown","9120","8185","29720","27080"
"In post","2022","30-39","Outside London","Male","Heterosexual / straight","25560","25310","32530","29430"
"In post","2022","30-39","Outside London","Male","LGBO","2235","2210","32500","28550"
"In post","2022","30-39","Outside London","Male","Undeclared","2595","2565","33050","30820"
"In post","2022","30-39","Outside London","Male","Unknown","8630","8525","31640","27570"
"In post","2022","30-39","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","Female","Heterosexual / straight","275","270","46130","49370"
"In post","2022","30-39","Overseas","Female","LGBO","30","30","48000","52400"
"In post","2022","30-39","Overseas","Female","Undeclared","35","35","[c]","[c]"
"In post","2022","30-39","Overseas","Female","Unknown","110","110","50190","51500"
"In post","2022","30-39","Overseas","Male","Heterosexual / straight","395","390","45790","42450"
"In post","2022","30-39","Overseas","Male","LGBO","45","45","47680","52430"
"In post","2022","30-39","Overseas","Male","Undeclared","50","50","45760","45190"
"In post","2022","30-39","Overseas","Male","Unknown","100","100","48540","52160"
"In post","2022","30-39","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Heterosexual / straight","85","80","34790","31060"
"In post","2022","30-39","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Female","Unknown","90","85","37640","32970"
"In post","2022","30-39","Unknown","Male","Heterosexual / straight","65","65","33700","28650"
"In post","2022","30-39","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Male","Unknown","390","390","37240","34460"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","London","Female","Heterosexual / straight","8880","8190","47920","42550"
"In post","2022","40-49","London","Female","LGBO","385","370","51740","49640"
"In post","2022","40-49","London","Female","Undeclared","1070","985","46450","41750"
"In post","2022","40-49","London","Female","Unknown","2245","2035","46800","41290"
"In post","2022","40-49","London","Male","Heterosexual / straight","6795","6735","50210","44910"
"In post","2022","40-49","London","Male","LGBO","625","620","53380","53420"
"In post","2022","40-49","London","Male","Undeclared","985","975","50030","45670"
"In post","2022","40-49","London","Male","Unknown","1785","1760","50880","45140"
"In post","2022","40-49","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Outside London","Female","Heterosexual / straight","36595","32950","33490","28430"
"In post","2022","40-49","Outside London","Female","LGBO","1575","1505","34090","30220"
"In post","2022","40-49","Outside London","Female","Undeclared","3955","3535","32380","27570"
"In post","2022","40-49","Outside London","Female","Unknown","9875","8585","31550","27570"
"In post","2022","40-49","Outside London","Male","Heterosexual / straight","26665","26340","35860","31990"
"In post","2022","40-49","Outside London","Male","LGBO","1635","1610","35080","29360"
"In post","2022","40-49","Outside London","Male","Undeclared","3750","3685","35160","31990"
"In post","2022","40-49","Outside London","Male","Unknown","7855","7705","34740","30840"
"In post","2022","40-49","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","Female","Heterosexual / straight","350","345","53780","56100"
"In post","2022","40-49","Overseas","Female","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Overseas","Female","Undeclared","35","35","45580","40580"
"In post","2022","40-49","Overseas","Female","Unknown","115","115","52170","46600"
"In post","2022","40-49","Overseas","Male","Heterosexual / straight","450","445","52050","53470"
"In post","2022","40-49","Overseas","Male","LGBO","35","35","60630","63100"
"In post","2022","40-49","Overseas","Male","Undeclared","50","50","44870","35050"
"In post","2022","40-49","Overseas","Male","Unknown","115","115","53540","53750"
"In post","2022","40-49","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Heterosexual / straight","110","105","35400","31060"
"In post","2022","40-49","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Female","Unknown","80","80","37700","31660"
"In post","2022","40-49","Unknown","Male","Heterosexual / straight","90","90","39070","33340"
"In post","2022","40-49","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Male","Unknown","335","335","41630","35710"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","London","Female","Heterosexual / straight","8815","8365","43020","36650"
"In post","2022","50-59","London","Female","LGBO","255","240","47370","41060"
"In post","2022","50-59","London","Female","Undeclared","1445","1370","41320","35220"
"In post","2022","50-59","London","Female","Unknown","2280","2130","42560","35050"
"In post","2022","50-59","London","Male","Heterosexual / straight","7435","7345","47950","41750"
"In post","2022","50-59","London","Male","LGBO","525","520","50070","44340"
"In post","2022","50-59","London","Male","Undeclared","1350","1330","47800","42170"
"In post","2022","50-59","London","Male","Unknown","2040","2005","47580","39940"
"In post","2022","50-59","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Outside London","Female","Heterosexual / straight","45155","41140","31920","27570"
"In post","2022","50-59","Outside London","Female","LGBO","1225","1155","32520","27570"
"In post","2022","50-59","Outside London","Female","Undeclared","6455","5795","31090","27570"
"In post","2022","50-59","Outside London","Female","Unknown","11540","10085","30200","27130"
"In post","2022","50-59","Outside London","Male","Heterosexual / straight","35045","34160","36010","31990"
"In post","2022","50-59","Outside London","Male","LGBO","1550","1500","33800","29030"
"In post","2022","50-59","Outside London","Male","Undeclared","6000","5810","35080","31650"
"In post","2022","50-59","Outside London","Male","Unknown","10090","9665","34710","31650"
"In post","2022","50-59","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Overseas","Female","Heterosexual / straight","215","215","52610","53000"
"In post","2022","50-59","Overseas","Female","LGBO","5","5","[c]","[c]"
"In post","2022","50-59","Overseas","Female","Undeclared","45","45","48860","49110"
"In post","2022","50-59","Overseas","Female","Unknown","60","60","52050","46600"
"In post","2022","50-59","Overseas","Male","Heterosexual / straight","460","455","52400","50580"
"In post","2022","50-59","Overseas","Male","LGBO","20","20","[c]","[c]"
"In post","2022","50-59","Overseas","Male","Undeclared","90","90","49960","43920"
"In post","2022","50-59","Overseas","Male","Unknown","75","75","54280","54440"
"In post","2022","50-59","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Female","Heterosexual / straight","135","125","31320","30130"
"In post","2022","50-59","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","50-59","Unknown","Female","Unknown","60","60","36930","32700"
"In post","2022","50-59","Unknown","Male","Heterosexual / straight","115","115","37460","32000"
"In post","2022","50-59","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","50-59","Unknown","Male","Unknown","500","500","42880","38010"
"In post","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","London","Female","Heterosexual / straight","2155","1915","37970","31880"
"In post","2022","60-64","London","Female","LGBO","50","45","38330","31880"
"In post","2022","60-64","London","Female","Undeclared","400","350","36120","31060"
"In post","2022","60-64","London","Female","Unknown","590","510","38050","31880"
"In post","2022","60-64","London","Male","Heterosexual / straight","1985","1815","44450","37930"
"In post","2022","60-64","London","Male","LGBO","105","95","43750","37820"
"In post","2022","60-64","London","Male","Undeclared","355","320","45030","37890"
"In post","2022","60-64","London","Male","Unknown","530","480","45180","38600"
"In post","2022","60-64","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Outside London","Female","Heterosexual / straight","12520","9925","28410","26670"
"In post","2022","60-64","Outside London","Female","LGBO","235","190","30520","27570"
"In post","2022","60-64","Outside London","Female","Undeclared","2100","1620","28060","26470"
"In post","2022","60-64","Outside London","Female","Unknown","3450","2620","27340","24800"
"In post","2022","60-64","Outside London","Male","Heterosexual / straight","10445","9020","33150","28920"
"In post","2022","60-64","Outside London","Male","LGBO","350","300","31400","27570"
"In post","2022","60-64","Outside London","Male","Undeclared","1820","1530","33480","29470"
"In post","2022","60-64","Outside London","Male","Unknown","3070","2510","33120","28920"
"In post","2022","60-64","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","Female","Heterosexual / straight","35","35","64020","64610"
"In post","2022","60-64","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","Male","Heterosexual / straight","95","95","53930","50510"
"In post","2022","60-64","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Overseas","Male","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Female","Heterosexual / straight","50","40","33690","29300"
"In post","2022","60-64","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Female","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Male","Heterosexual / straight","35","35","38650","34610"
"In post","2022","60-64","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Male","Unknown","120","120","40120","37300"
"In post","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","London","Female","Heterosexual / straight","750","620","33640","29030"
"In post","2022","65+","London","Female","LGBO","20","20","[c]","[c]"
"In post","2022","65+","London","Female","Undeclared","160","125","34060","29750"
"In post","2022","65+","London","Female","Unknown","250","200","37510","30330"
"In post","2022","65+","London","Male","Heterosexual / straight","785","670","40730","33730"
"In post","2022","65+","London","Male","LGBO","30","25","41700","37510"
"In post","2022","65+","London","Male","Undeclared","180","145","42450","36960"
"In post","2022","65+","London","Male","Unknown","250","205","39870","33390"
"In post","2022","65+","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Outside London","Female","Heterosexual / straight","3165","2335","27040","24370"
"In post","2022","65+","Outside London","Female","LGBO","55","40","26790","25120"
"In post","2022","65+","Outside London","Female","Undeclared","555","390","27030","22960"
"In post","2022","65+","Outside London","Female","Unknown","920","645","27080","24200"
"In post","2022","65+","Outside London","Male","Heterosexual / straight","3575","2840","31600","27570"
"In post","2022","65+","Outside London","Male","LGBO","95","80","28090","27570"
"In post","2022","65+","Outside London","Male","Undeclared","610","480","32570","27810"
"In post","2022","65+","Outside London","Male","Unknown","1090","800","32260","27570"
"In post","2022","65+","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","65+","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Male","Unknown","25","25","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Female","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Female","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Male","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Female","Heterosexual / straight","885","[c]","31260","31060"
"Leaver CS","2022","20-29","London","Female","LGBO","145","[c]","30870","30270"
"Leaver CS","2022","20-29","London","Female","Undeclared","180","[c]","31010","31060"
"Leaver CS","2022","20-29","London","Female","Unknown","600","[c]","29030","28460"
"Leaver CS","2022","20-29","London","Male","Heterosexual / straight","620","[c]","32050","31060"
"Leaver CS","2022","20-29","London","Male","LGBO","80","[c]","35050","31060"
"Leaver CS","2022","20-29","London","Male","Undeclared","130","[c]","31950","31060"
"Leaver CS","2022","20-29","London","Male","Unknown","440","[c]","30980","28970"
"Leaver CS","2022","20-29","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","Female","Heterosexual / straight","1930","[c]","24520","22600"
"Leaver CS","2022","20-29","Outside London","Female","LGBO","310","[c]","24540","22520"
"Leaver CS","2022","20-29","Outside London","Female","Undeclared","180","[c]","24460","22360"
"Leaver CS","2022","20-29","Outside London","Female","Unknown","1370","[c]","23080","21260"
"Leaver CS","2022","20-29","Outside London","Male","Heterosexual / straight","1815","[c]","25130","22630"
"Leaver CS","2022","20-29","Outside London","Male","LGBO","200","[c]","24500","21820"
"Leaver CS","2022","20-29","Outside London","Male","Undeclared","140","[c]","26650","24910"
"Leaver CS","2022","20-29","Outside London","Male","Unknown","1360","[c]","24760","22600"
"Leaver CS","2022","20-29","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
