"Status","Year","Disability","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions","Heterosexual / straight","45","40","34590","27630"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Food Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","Heterosexual / straight","35","30","35380","33370"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","Undeclared","35","30","38280","33370"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs","Unknown","10","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","Heterosexual / straight","75","75","32230","27680"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","Undeclared","65","60","30790","26670"
"In post","2022","Undeclared","Human Resources","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","Heterosexual / straight","70","70","40960","41100"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","Undeclared","40","35","40210","35190"
"In post","2022","Undeclared","Human Resources","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Treasury","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Treasury","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Defence","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Heterosexual / straight","70","65","51890","51940"
"In post","2022","Undeclared","Legal","Attorney General's Departments","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Undeclared","45","45","55040","63730"
"In post","2022","Undeclared","Legal","Attorney General's Departments","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Work and Pensions","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
