"Status","Year","Ethnicity","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","G7","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","HEO","105","[c]","35490","35050"
"Leaver Dept.","2022","Unknown","Unknown","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","SEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","London","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","AO","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","EO","140","[c]","26050","24880"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","HEO","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","HEO","70","[c]","33660","33710"
"Leaver Dept.","2022","White","Analysis","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Outside London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Outside London","HEO","40","[c]","31460","30610"
"Leaver Dept.","2022","White","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Outside London","SEO","35","[c]","39890","39480"
"Leaver Dept.","2022","White","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Outside London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Outside London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Outside London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Outside London","SEO","45","[c]","39380","39360"
"Leaver Dept.","2022","White","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Commercial","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","HEO","55","[c]","34570","34550"
"Leaver Dept.","2022","White","Communications","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","London","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Outside London","EO","40","[c]","27350","27570"
"Leaver Dept.","2022","White","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Debt","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Debt","Outside London","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Debt","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Debt","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","London","SEO","35","[c]","42020","40600"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","EO","35","[c]","26630","26670"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","G7","60","[c]","53490","52890"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","HEO","75","[c]","32920","32870"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","SEO","70","[c]","38190","37710"
"Leaver Dept.","2022","White","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Outside London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Outside London","EO","40","[c]","25150","25000"
"Leaver Dept.","2022","White","Finance","Outside London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Outside London","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Outside London","HEO","35","[c]","31700","31990"
"Leaver Dept.","2022","White","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Outside London","SEO","60","[c]","38320","37070"
"Leaver Dept.","2022","White","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Finance","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Grants Management","Outside London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Grants Management","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Grants Management","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","London","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","London","HEO","60","[c]","33060","32860"
"Leaver Dept.","2022","White","Human Resources","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Outside London","AO","35","[c]","21490","21170"
"Leaver Dept.","2022","White","Human Resources","Outside London","EO","80","[c]","26850","27570"
"Leaver Dept.","2022","White","Human Resources","Outside London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Outside London","G7","35","[c]","52160","50790"
"Leaver Dept.","2022","White","Human Resources","Outside London","HEO","55","[c]","30920","31990"
"Leaver Dept.","2022","White","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Outside London","SEO","45","[c]","38810","37570"
"Leaver Dept.","2022","White","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Human Resources","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","London","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","London","AO","110","[c]","23420","23780"
"Leaver Dept.","2022","White","No function","London","EO","410","[c]","28130","27500"
"Leaver Dept.","2022","White","No function","London","G6","315","[c]","68160","65950"
"Leaver Dept.","2022","White","No function","London","G7","790","[c]","54200","53860"
"Leaver Dept.","2022","White","No function","London","HEO","785","[c]","33310","33250"
"Leaver Dept.","2022","White","No function","London","SCS level","225","[c]","96750","92610"
"Leaver Dept.","2022","White","No function","London","SEO","640","[c]","40490","40070"
"Leaver Dept.","2022","White","No function","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Outside London","AA","105","[c]","19180","19100"
"Leaver Dept.","2022","White","No function","Outside London","AO","995","[c]","21070","21260"
"Leaver Dept.","2022","White","No function","Outside London","EO","1485","[c]","26560","27570"
"Leaver Dept.","2022","White","No function","Outside London","G6","215","[c]","70830","67810"
"Leaver Dept.","2022","White","No function","Outside London","G7","575","[c]","51880","50730"
"Leaver Dept.","2022","White","No function","Outside London","HEO","940","[c]","31390","30810"
"Leaver Dept.","2022","White","No function","Outside London","SCS level","155","[c]","106650","106770"
"Leaver Dept.","2022","White","No function","Outside London","SEO","745","[c]","39250","38730"
"Leaver Dept.","2022","White","No function","Outside London","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Unknown","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Unknown","AO","35","[c]","21770","21840"
"Leaver Dept.","2022","White","No function","Unknown","EO","35","[c]","27180","27570"
"Leaver Dept.","2022","White","No function","Unknown","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Unknown","G7","30","[c]","54300","54700"
"Leaver Dept.","2022","White","No function","Unknown","HEO","30","[c]","33280","33250"
"Leaver Dept.","2022","White","No function","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Outside London","EO","85","[c]","23860","24730"
"Leaver Dept.","2022","White","Project Delivery","Outside London","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Outside London","G7","50","[c]","52060","51420"
"Leaver Dept.","2022","White","Project Delivery","Outside London","HEO","125","[c]","30670","30940"
"Leaver Dept.","2022","White","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Outside London","SEO","100","[c]","39890","40580"
"Leaver Dept.","2022","White","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","Unknown","EO","[c]","[c]","[c]","[c]"
