"Status","Year","Disability","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Heterosexual / straight","55","55","37150","34060"
"In post","2022","Declared disabled","Analysis","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Delivery","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Heterosexual / straight","40","35","41600","39810"
"In post","2022","Declared disabled","Analysis","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","LGBO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Science and Engineering","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Heterosexual / straight","75","65","41300","39200"
"In post","2022","Declared disabled","Analysis","Social Research","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Heterosexual / straight","150","145","43420","39090"
"In post","2022","Declared disabled","Analysis","Statistics","LGBO","40","40","38520","36930"
"In post","2022","Declared disabled","Analysis","Statistics","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Statistics","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","Heterosexual / straight","270","260","39060","38240"
"In post","2022","Declared disabled","Commercial","Commercial","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Commercial","Undeclared","35","35","36940","36950"
"In post","2022","Declared disabled","Commercial","Commercial","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Heterosexual / straight","185","180","39430","36610"
"In post","2022","Declared disabled","Communications","Communications","LGBO","40","35","37170","35170"
"In post","2022","Declared disabled","Communications","Communications","Undeclared","35","30","39010","33290"
"In post","2022","Declared disabled","Communications","Communications","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","Heterosexual / straight","100","90","28830","26820"
"In post","2022","Declared disabled","Communications","Operational Delivery","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Tax","Heterosexual / straight","115","110","30790","26820"
"In post","2022","Declared disabled","Communications","Tax","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Tax","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","Heterosexual / straight","695","620","28500","27570"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","LGBO","65","60","28670","27570"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","Undeclared","120","105","27190","27570"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","Unknown","90","75","28830","27570"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","Heterosexual / straight","170","160","33550","33080"
"In post","2022","Declared disabled","Counter Fraud","Legal","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","Heterosexual / straight","345","315","30660","27570"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","LGBO","35","35","28220","27570"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","Undeclared","45","40","27160","26820"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","Unknown","45","40","27660","26820"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","Heterosexual / straight","30","25","38360","35980"
"In post","2022","Declared disabled","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","Heterosexual / straight","120","105","42700","40180"
"In post","2022","Declared disabled","Counter Fraud","Tax","LGBO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","Heterosexual / straight","250","215","24510","22080"
"In post","2022","Declared disabled","Debt","Operational Delivery","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","Undeclared","30","25","25250","22080"
"In post","2022","Declared disabled","Debt","Operational Delivery","Unknown","45","40","23770","22080"
"In post","2022","Declared disabled","Debt","Other","Heterosexual / straight","295","245","22680","21260"
"In post","2022","Declared disabled","Debt","Other","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Debt","Other","Undeclared","45","40","21910","21260"
"In post","2022","Declared disabled","Debt","Other","Unknown","30","25","21780","21260"
"In post","2022","Declared disabled","Debt","Tax","Heterosexual / straight","40","40","22480","21250"
"In post","2022","Declared disabled","Debt","Tax","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
