"Status","Year","Disability","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Attorney General's Departments","Merseyside","50","45","38070","31490"
"In post","2022","Declared disabled","Attorney General's Departments","North Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","30","30","35650","28430"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - South","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Tees Valley and Durham","15","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Midlands","50","45","43020","48080"
"In post","2022","Declared disabled","Attorney General's Departments","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Yorkshire","60","55","40410","34480"
"In post","2022","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Anglia","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester","35","35","43110","40000"
"In post","2022","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Inner London - East","120","115","51220","54700"
"In post","2022","Declared disabled","Cabinet Office","Inner London - West","400","390","48390","42270"
"In post","2022","Declared disabled","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Merseyside","35","35","38170","32000"
"In post","2022","Declared disabled","Cabinet Office","North Yorkshire","75","75","31580","32000"
"In post","2022","Declared disabled","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","65","60","28870","24100"
"In post","2022","Declared disabled","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","South Yorkshire","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","West Central Scotland","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","West Midlands","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","West Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Inner London - West","25","25","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Inner London - West","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Merseyside","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Inner London - East","45","45","54170","52190"
"In post","2022","Declared disabled","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","30","30","30670","29320"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Devon","120","115","35370","36160"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","East Anglia","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","East Wales","200","185","33600","30360"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Greater Manchester","60","55","33170","30970"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Inner London - East","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Inner London - West","530","520","47750","43630"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Kent","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Merseyside","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","40","35","34160","30950"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Outer London - South","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","West Central Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","West Midlands","85","80","34220","30950"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","West Yorkshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Greater Manchester","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Inner London - West","150","145","47480","40510"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Derbyshire and Nottinghamshire","35","35","37280","36780"
"In post","2022","Declared disabled","Department for Education","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Greater Manchester","120","115","38330","36500"
"In post","2022","Declared disabled","Department for Education","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Inner London - West","215","205","48750","44890"
"In post","2022","Declared disabled","Department for Education","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Outer London - South","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","South Yorkshire","155","145","38190","36500"
"In post","2022","Declared disabled","Department for Education","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Tees Valley and Durham","80","75","36720","36500"
"In post","2022","Declared disabled","Department for Education","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","West Midlands","110","105","39180","36500"
"In post","2022","Declared disabled","Department for Education","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","40","35","34280","30980"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Cheshire","50","45","38040","36210"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Cumbria","115","105","26050","21300"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","30","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Devon","75","70","29950","25190"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Dorset and Somerset","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Anglia","75","75","31500","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Eastern Scotland","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Essex","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","140","135","38540","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","55","55","33990","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Highlands and Islands","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Inner London - West","300","290","43420","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Kent","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Lancashire","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Lincolnshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North Yorkshire","110","105","33780","29690"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","60","55","31180","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Southern Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","120","115","34360","30110"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","30","30","28780","25100"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Yorkshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Inner London - West","205","200","45650","39110"
"In post","2022","Declared disabled","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Cheshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Devon","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","East Anglia","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","55","50","28160","24830"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Greater Manchester","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Inner London - West","240","235","44310","39600"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Outer London - West and North West","[c]","[c]","[c]","[c]"
