"Status","Year","Function_of_post","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Scotland","Outside London","Unknown","10","10","37610","32710"
"In post","2022","Commercial","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Outside London","AO","35","30","23390","23250"
"In post","2022","Commercial","South East (England)","Outside London","EO","105","100","26540","26350"
"In post","2022","Commercial","South East (England)","Outside London","G6","40","40","75940","71690"
"In post","2022","Commercial","South East (England)","Outside London","G7","70","65","59210","56610"
"In post","2022","Commercial","South East (England)","Outside London","HEO","110","105","33480","33460"
"In post","2022","Commercial","South East (England)","Outside London","SCS level","10","10","100830","103730"
"In post","2022","Commercial","South East (England)","Outside London","SEO","150","145","41310","41500"
"In post","2022","Commercial","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Outside London","AO","35","35","21220","21170"
"In post","2022","Commercial","South West (England)","Outside London","EO","160","155","25890","26350"
"In post","2022","Commercial","South West (England)","Outside London","G6","120","115","67950","66850"
"In post","2022","Commercial","South West (England)","Outside London","G7","260","255","51890","51000"
"In post","2022","Commercial","South West (England)","Outside London","HEO","285","275","32640","33290"
"In post","2022","Commercial","South West (England)","Outside London","SCS level","40","40","108950","102570"
"In post","2022","Commercial","South West (England)","Outside London","SEO","400","385","40350","40580"
"In post","2022","Commercial","South West (England)","Outside London","Unknown","135","135","40550","37450"
"In post","2022","Commercial","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","G7","25","25","56160","54700"
"In post","2022","Commercial","Unknown","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SEO","10","10","40570","40600"
"In post","2022","Commercial","Wales","Outside London","AA","10","10","18310","18310"
"In post","2022","Commercial","Wales","Outside London","AO","30","30","21640","21840"
"In post","2022","Commercial","Wales","Outside London","EO","75","70","26800","26210"
"In post","2022","Commercial","Wales","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Wales","Outside London","G7","45","45","54540","52240"
"In post","2022","Commercial","Wales","Outside London","HEO","105","100","31610","31040"
"In post","2022","Commercial","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Outside London","SEO","85","80","39970","39360"
"In post","2022","Commercial","West Midlands (England)","Outside London","AO","30","30","21060","20970"
"In post","2022","Commercial","West Midlands (England)","Outside London","EO","75","70","26150","26130"
"In post","2022","Commercial","West Midlands (England)","Outside London","G6","25","25","77080","74800"
"In post","2022","Commercial","West Midlands (England)","Outside London","G7","60","60","59140","57540"
"In post","2022","Commercial","West Midlands (England)","Outside London","HEO","45","45","32530","33000"
"In post","2022","Commercial","West Midlands (England)","Outside London","SCS level","10","10","134260","127500"
"In post","2022","Commercial","West Midlands (England)","Outside London","SEO","75","75","39530","40000"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","EO","45","45","25360","25120"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","G6","45","45","67160","64500"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","G7","150","150","56780","51560"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","HEO","75","75","30530","30350"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","SCS level","20","20","99050","91920"
"In post","2022","Commercial","Yorkshire and The Humber","Outside London","SEO","155","150","37820","36820"
"In post","2022","Communications","East Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Outside London","AO","40","40","21190","21250"
"In post","2022","Communications","East Midlands (England)","Outside London","EO","385","375","26700","26590"
"In post","2022","Communications","East Midlands (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Outside London","G7","20","20","52250","55150"
"In post","2022","Communications","East Midlands (England)","Outside London","HEO","150","145","33100","33370"
"In post","2022","Communications","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Outside London","SEO","55","55","40160","40520"
"In post","2022","Communications","East of England","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Outside London","AO","10","10","21340","21170"
"In post","2022","Communications","East of England","Outside London","EO","10","10","27270","26670"
"In post","2022","Communications","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Communications","East of England","Outside London","HEO","30","30","32880","33290"
"In post","2022","Communications","East of England","Outside London","SEO","10","10","40370","41210"
"In post","2022","Communications","London","London","AA","5","5","[c]","[c]"
"In post","2022","Communications","London","London","AO","65","65","24210","24470"
"In post","2022","Communications","London","London","EO","305","300","28810","27850"
"In post","2022","Communications","London","London","G6","260","255","68530","66270"
"In post","2022","Communications","London","London","G7","545","525","56200","54700"
"In post","2022","Communications","London","London","HEO","540","535","35740","35010"
"In post","2022","Communications","London","London","SCS level","115","115","93640","87500"
"In post","2022","Communications","London","London","SEO","580","570","43290","42670"
"In post","2022","Communications","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Outside London","AA","10","10","21250","21250"
"In post","2022","Communications","North East (England)","Outside London","AO","150","125","21690","21690"
"In post","2022","Communications","North East (England)","Outside London","EO","795","760","26660","26820"
"In post","2022","Communications","North East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","Outside London","G7","40","40","52200","55210"
"In post","2022","Communications","North East (England)","Outside London","HEO","395","385","33040","33370"
"In post","2022","Communications","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Outside London","SEO","125","120","39400","40520"
"In post","2022","Communications","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Outside London","AO","15","15","21330","21250"
"In post","2022","Communications","North West (England)","Outside London","EO","420","415","26730","26820"
"In post","2022","Communications","North West (England)","Outside London","G6","20","20","63960","65420"
"In post","2022","Communications","North West (England)","Outside London","G7","35","35","50710","52350"
"In post","2022","Communications","North West (England)","Outside London","HEO","215","210","32900","33370"
"In post","2022","Communications","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Outside London","SEO","95","90","38880","40000"
"In post","2022","Communications","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","SEO","15","15","39000","37910"
"In post","2022","Communications","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Outside London","EO","15","15","27050","27230"
"In post","2022","Communications","Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Communications","Scotland","Outside London","HEO","35","35","34840","34540"
"In post","2022","Communications","Scotland","Outside London","SEO","20","20","41590","40580"
"In post","2022","Communications","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Outside London","AO","30","30","21620","21750"
"In post","2022","Communications","South East (England)","Outside London","EO","70","70","27290","26670"
"In post","2022","Communications","South East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Communications","South East (England)","Outside London","G7","20","20","53800","53500"
"In post","2022","Communications","South East (England)","Outside London","HEO","90","85","33460","33300"
"In post","2022","Communications","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Outside London","SEO","65","60","40830","40580"
"In post","2022","Communications","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Outside London","AO","20","20","21350","21240"
"In post","2022","Communications","South West (England)","Outside London","EO","55","50","26860","26670"
"In post","2022","Communications","South West (England)","Outside London","G6","15","15","66120","65260"
"In post","2022","Communications","South West (England)","Outside London","G7","35","30","51280","51040"
"In post","2022","Communications","South West (England)","Outside London","HEO","90","85","32170","32740"
"In post","2022","Communications","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","Outside London","SEO","80","75","38930","38310"
"In post","2022","Communications","South West (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Outside London","AO","45","35","21750","21840"
"In post","2022","Communications","Wales","Outside London","EO","515","495","26780","26820"
"In post","2022","Communications","Wales","Outside London","G6","15","15","67030","67910"
"In post","2022","Communications","Wales","Outside London","G7","45","45","52440","54160"
"In post","2022","Communications","Wales","Outside London","HEO","205","200","32550","33370"
"In post","2022","Communications","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","Outside London","SEO","110","105","39110","40180"
"In post","2022","Communications","West Midlands (England)","Outside London","AO","75","75","21260","21250"
"In post","2022","Communications","West Midlands (England)","Outside London","EO","265","260","26750","26590"
"In post","2022","Communications","West Midlands (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Outside London","G7","25","20","51600","50470"
"In post","2022","Communications","West Midlands (England)","Outside London","HEO","190","185","33090","33080"
"In post","2022","Communications","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Outside London","SEO","60","60","39640","40180"
"In post","2022","Communications","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","EO","385","375","26770","26820"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","G6","30","25","62590","62400"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","G7","45","45","52130","50030"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","HEO","195","190","33240","33370"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","SEO","90","85","40580","40520"
"In post","2022","Communications","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","AO","95","75","21500","21260"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","EO","365","330","27370","27570"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","G6","25","25","68450","67910"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","G7","60","60","55060","55210"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","HEO","260","245","33310","33370"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","Outside London","SEO","115","110","40270","40520"
"In post","2022","Counter Fraud","East of England","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Outside London","AO","170","145","22040","21550"
"In post","2022","Counter Fraud","East of England","Outside London","EO","345","315","28560","28240"
"In post","2022","Counter Fraud","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","Outside London","G7","15","15","53980","54690"
"In post","2022","Counter Fraud","East of England","Outside London","HEO","145","135","34160","33370"
"In post","2022","Counter Fraud","East of England","Outside London","SEO","45","40","40380","40520"
"In post","2022","Counter Fraud","London","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","London","AO","585","510","24880","25110"
"In post","2022","Counter Fraud","London","London","EO","1205","1135","31240","31020"
"In post","2022","Counter Fraud","London","London","G6","110","105","72240","73430"
"In post","2022","Counter Fraud","London","London","G7","315","305","60340","62120"
"In post","2022","Counter Fraud","London","London","HEO","900","870","37630","37930"
"In post","2022","Counter Fraud","London","London","SCS level","30","30","86900","79980"
"In post","2022","Counter Fraud","London","London","SEO","450","440","43580","43810"
"In post","2022","Counter Fraud","North East (England)","Outside London","AO","150","125","21080","21260"
"In post","2022","Counter Fraud","North East (England)","Outside London","EO","545","505","27230","27570"
"In post","2022","Counter Fraud","North East (England)","Outside London","G6","10","10","66260","67910"
"In post","2022","Counter Fraud","North East (England)","Outside London","G7","60","60","54580","55210"
"In post","2022","Counter Fraud","North East (England)","Outside London","HEO","270","255","33190","33370"
"In post","2022","Counter Fraud","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North East (England)","Outside London","SEO","105","100","40040","40520"
"In post","2022","Counter Fraud","North West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Outside London","AO","235","205","21420","21260"
"In post","2022","Counter Fraud","North West (England)","Outside London","EO","1115","1030","27270","26820"
"In post","2022","Counter Fraud","North West (England)","Outside London","G6","65","60","67370","67910"
"In post","2022","Counter Fraud","North West (England)","Outside London","G7","190","180","54540","55210"
"In post","2022","Counter Fraud","North West (England)","Outside London","HEO","680","645","33340","33370"
"In post","2022","Counter Fraud","North West (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Counter Fraud","North West (England)","Outside London","SEO","290","275","40330","40520"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","AO","45","40","21500","21250"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","EO","170","165","27090","26820"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","G6","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","G7","30","30","54430","55210"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","HEO","135","135","33360","33370"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","SEO","60","55","40620","40520"
"In post","2022","Counter Fraud","Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","AO","465","415","21190","21260"
"In post","2022","Counter Fraud","Scotland","Outside London","EO","805","720","27420","27570"
"In post","2022","Counter Fraud","Scotland","Outside London","G6","15","10","69230","67910"
"In post","2022","Counter Fraud","Scotland","Outside London","G7","65","60","54690","55210"
"In post","2022","Counter Fraud","Scotland","Outside London","HEO","360","340","33310","33370"
"In post","2022","Counter Fraud","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Scotland","Outside London","SEO","120","115","40140","40520"
"In post","2022","Counter Fraud","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","South East (England)","Outside London","AO","345","300","23000","23230"
"In post","2022","Counter Fraud","South East (England)","Outside London","EO","570","520","28660","27570"
"In post","2022","Counter Fraud","South East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Counter Fraud","South East (England)","Outside London","G7","20","20","55380","55210"
"In post","2022","Counter Fraud","South East (England)","Outside London","HEO","200","185","34820","33620"
"In post","2022","Counter Fraud","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
