"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Department for Education (excl. agencies)","London","570","565","40610","40230"
"In post","2022","20-29","Department for Education (excl. agencies)","North East (England)","100","100","31200","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","North West (England)","260","260","32750","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education (excl. agencies)","South West (England)","55","50","36320","36500"
"In post","2022","20-29","Department for Education (excl. agencies)","West Midlands (England)","130","130","31970","29360"
"In post","2022","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","215","215","33160","29360"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","25","25","32420","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","25","25","30840","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","910","905","36520","32680"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","45","45","31290","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","55","55","30600","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","30","30","35190","30110"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","230","225","31920","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","30","25","29500","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","95","95","31680","29180"
"In post","2022","20-29","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","London","955","955","38190","38160"
"In post","2022","20-29","Department for International Trade","North East (England)","15","15","30930","28070"
"In post","2022","20-29","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Overseas","30","30","42730","38540"
"In post","2022","20-29","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","South East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","745","740","39380","34550"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","15","15","31840","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","45","45","31310","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","30","30","36670","36340"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","80","80","31880","30190"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","25","25","35410","36340"
"In post","2022","20-29","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport (excl. agencies)","London","810","805","40350","35060"
"In post","2022","20-29","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport (excl. agencies)","South East (England)","20","20","26300","26130"
"In post","2022","20-29","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Transport (excl. agencies)","West Midlands (England)","50","50","31480","30730"
"In post","2022","20-29","Department for Transport (excl. agencies)","Yorkshire and The Humber","60","60","32780","30730"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","East Midlands (England)","495","480","24790","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","East of England","450","445","27030","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","London","1775","1755","32410","31060"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","1235","1215","26040","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","2100","2070","25790","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","Scotland","745","725","24180","21260"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","680","665","26500","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","525","505","25070","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","Unknown","85","85","28950","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","Wales","655","640","25050","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","795","775","25780","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","1190","1170","26910","27570"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","London","970","965","39150","32790"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","North West (England)","10","10","31230","32790"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","Unknown","15","15","33570","32790"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","225","225","34720","29550"
"In post","2022","20-29","Disclosure Scotland","Scotland","70","65","23720","21050"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Wales","745","710","22870","21840"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","West Midlands (England)","45","45","23190","21840"
"In post","2022","20-29","Driver and Vehicle Standards Agency","East Midlands (England)","50","50","28810","27930"
"In post","2022","20-29","Driver and Vehicle Standards Agency","East of England","10","10","[c]","[c]"
"In post","2022","20-29","Driver and Vehicle Standards Agency","London","10","10","31590","30300"
"In post","2022","20-29","Driver and Vehicle Standards Agency","North East (England)","25","25","23540","21840"
"In post","2022","20-29","Driver and Vehicle Standards Agency","North West (England)","15","15","25090","26130"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Driver and Vehicle Standards Agency","South East (England)","20","20","25820","26130"
"In post","2022","20-29","Driver and Vehicle Standards Agency","South West (England)","35","35","26650","26130"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Wales","80","80","26080","26130"
"In post","2022","20-29","Driver and Vehicle Standards Agency","West Midlands (England)","25","25","25120","26130"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Yorkshire and The Humber","30","30","22690","21840"
"In post","2022","20-29","Education and Skills Funding Agency","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Education and Skills Funding Agency","London","40","40","39400","37280"
"In post","2022","20-29","Education and Skills Funding Agency","North East (England)","25","25","29980","29360"
"In post","2022","20-29","Education and Skills Funding Agency","North West (England)","50","50","32280","29730"
"In post","2022","20-29","Education and Skills Funding Agency","South West (England)","30","30","30210","29360"
"In post","2022","20-29","Education and Skills Funding Agency","West Midlands (England)","110","110","33050","29730"
"In post","2022","20-29","Education and Skills Funding Agency","Yorkshire and The Humber","70","70","32270","29360"
"In post","2022","20-29","Education Scotland","Scotland","15","15","27580","27230"
"In post","2022","20-29","Estyn","Wales","5","5","[c]","[c]"
"In post","2022","20-29","FCDO Services","London","15","15","31540","30860"
"In post","2022","20-29","FCDO Services","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","FCDO Services","South East (England)","130","130","26960","26100"
"In post","2022","20-29","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","London","40","40","35350","32350"
"In post","2022","20-29","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Northern Ireland","10","10","28070","30350"
"In post","2022","20-29","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","South East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","South West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Food Standards Agency","Wales","10","10","30850","30350"
"In post","2022","20-29","Food Standards Agency","West Midlands (England)","15","15","29330","30350"
"In post","2022","20-29","Food Standards Agency","Yorkshire and The Humber","20","20","31870","30350"
"In post","2022","20-29","Food Standards Scotland","Scotland","45","45","30140","31540"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","735","730","36930","35700"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","200","200","35310","33230"
