"Status","Year","Ethnicity","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Project Delivery","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Cabinet Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","Property","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Black","Property","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Black","Property","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department of Health and Social Care","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","Property","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Black","Property","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Revenue and Customs","Heterosexual / straight","50","50","35930","31670"
"In post","2022","Black","Property","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Revenue and Customs","Undeclared","10","10","[c]","[c]"
"In post","2022","Black","Property","HM Revenue and Customs","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Property","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Defence","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Black","Property","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Justice","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Black","Property","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
