"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Northern Ireland Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland Office","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6","10","[c]","85550","85550"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G7","50","[c]","74640","75500"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO","55","[c]","49600","51360"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","AO","10","[c]","21340","21410"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Other","AO","15","[c]","19580","19630"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Other","EO","30","[c]","25050","24250"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Other","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Other","G7","20","[c]","56210","54380"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Other","HEO","20","[c]","34250","34000"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Other","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Other","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Gas and Electricity Markets","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Qualifications and Examinations Regulation","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of Rail and Road","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","Operational Delivery","AO","45","[c]","20470","20970"
"Leaver CS","2022","No function","Office of the Public Guardian","Operational Delivery","EO","10","[c]","23950","23700"
"Leaver CS","2022","No function","Office of the Public Guardian","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Public Guardian","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Office of the Secretary of State for Wales","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectorate","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Knowledge and Information Management","AO","30","[c]","21380","20480"
"Leaver CS","2022","No function","Public Health England","Knowledge and Information Management","EO","105","[c]","25450","25080"
"Leaver CS","2022","No function","Public Health England","Knowledge and Information Management","G6","10","[c]","65590","64910"
"Leaver CS","2022","No function","Public Health England","Knowledge and Information Management","G7","45","[c]","52280","51200"
"Leaver CS","2022","No function","Public Health England","Knowledge and Information Management","HEO","65","[c]","31220","31150"
"Leaver CS","2022","No function","Public Health England","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Knowledge and Information Management","SEO","70","[c]","38810","38110"
"Leaver CS","2022","No function","Public Health England","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Medicine","SCS level","85","[c]","103160","101430"
"Leaver CS","2022","No function","Public Health England","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","AA","20","[c]","19450","19100"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","AO","80","[c]","20770","19880"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","EO","115","[c]","25320","25010"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","G6","55","[c]","69970","65660"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","G7","180","[c]","53530","53220"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","HEO","95","[c]","31360","31400"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","SCS level","15","[c]","98330","93740"
"Leaver CS","2022","No function","Public Health England","Operational Delivery","SEO","155","[c]","39610","40060"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","AA","15","[c]","19310","19100"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","AO","20","[c]","21130","20010"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","EO","25","[c]","25130","24100"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","G6","25","[c]","80810","78190"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","G7","70","[c]","52040","51570"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","HEO","45","[c]","32910","32310"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Science and Engineering","SEO","115","[c]","40650","40060"
"Leaver CS","2022","No function","Public Health England","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Public Health England","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Registers of Scotland","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Registers of Scotland","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Registers of Scotland","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Registers of Scotland","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Registers of Scotland","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","AA","40","[c]","20950","20950"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","AO","55","[c]","23370","23780"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","EO","25","[c]","30300","30450"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Courts and Tribunals Service","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Operational Delivery","AO","90","[c]","24530","26160"
"Leaver CS","2022","No function","Scottish Prison Service","Operational Delivery","EO","120","[c]","34320","35000"
"Leaver CS","2022","No function","Scottish Prison Service","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Operational Delivery","HEO","20","[c]","40290","40290"
"Leaver CS","2022","No function","Scottish Prison Service","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Other","AA","10","[c]","21640","21640"
"Leaver CS","2022","No function","Scottish Prison Service","Other","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Other","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Other","SEO","10","[c]","45520","46020"
"Leaver CS","2022","No function","Scottish Prison Service","Psychology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scottish Prison Service","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Serious Fraud Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Serious Fraud Office","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Serious Fraud Office","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Standards and Testing Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Standards and Testing Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Teaching Regulation Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Teaching Regulation Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","AO","35","[c]","21230","21130"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","HEO","20","[c]","29670","26000"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The Insolvency Service","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Operational Delivery","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Operational Delivery","AO","15","[c]","20890","20340"
"Leaver CS","2022","No function","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Other","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","The National Archives","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Medicine","SCS level","10","[c]","111340","108080"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","AO","80","[c]","21400","21820"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","EO","80","[c]","25530","25560"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","G6","30","[c]","67270","66230"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","G7","90","[c]","52160","52610"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","HEO","105","[c]","31560","32330"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","SCS level","30","[c]","92660","81600"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","SEO","95","[c]","39090","40070"
"Leaver CS","2022","No function","UK Health Security Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","AO","15","[c]","20920","19880"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","EO","20","[c]","24730","23500"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","G7","25","[c]","52670","52610"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","HEO","60","[c]","31160","30760"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Health Security Agency","Science and Engineering","SEO","50","[c]","39570","40060"
"Leaver CS","2022","No function","UK Hydrographic Office","Geography","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","Geography","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","Geography","HEO","10","[c]","33820","33290"
"Leaver CS","2022","No function","UK Hydrographic Office","Geography","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Hydrographic Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","AA","75","[c]","19420","19050"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","AO","130","[c]","20070","19860"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","EO","30","[c]","23920","23630"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","HEO","25","[c]","30580","30210"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Operational Delivery","SEO","20","[c]","36960","36840"
"Leaver CS","2022","No function","UK Statistics Authority","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","UK Statistics Authority","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Vehicle Certification Agency","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Water Services Regulation Authority","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Welsh Revenue Authority","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Animal and Plant Health Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Cabinet Office (excl. agencies)","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","G7","10","[c]","57580","56360"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","HEO","15","[c]","35200","34870"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Commercial","HEO","10","[c]","29350","29550"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","Commercial","SCS level","[c]","[c]","[c]","[c]"
