"Status","Year","Age","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","60-64","Ministry of Defence","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Ministry of Justice","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","National Crime Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","UK Statistics Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Welsh Government","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Cabinet Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Cabinet Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Cabinet Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Digital, Culture, Media and Sport","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Environment, Food and Rural Affairs","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Levelling Up, Housing and Communities","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Work and Pensions","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department for Work and Pensions","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","EO","10","[c]","28300","27920"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","G7","15","[c]","55970","55130"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","SCS level","20","[c]","120930","114000"
"Leaver Dept.","2022","65+","Department of Health and Social Care","London","SEO","15","[c]","40560","40070"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","AO","15","[c]","21160","21670"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","EO","15","[c]","27350","27900"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","G6","10","[c]","69580","69400"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","G7","15","[c]","51830","51590"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","HEO","15","[c]","30770","30210"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","SEO","15","[c]","40090","40040"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Department of Health and Social Care","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Foreign, Commonwealth and Development Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Foreign, Commonwealth and Development Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","HM Revenue and Customs","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","HM Revenue and Customs","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Defence","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Justice","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Ministry of Justice","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Attorney General's Departments","London","AO","10","[c]","22160","23320"
"New entrant CS","2022","16-19","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Attorney General's Departments","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Attorney General's Departments","Outside London","AO","20","[c]","20720","20370"
"New entrant CS","2022","16-19","Attorney General's Departments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cabinet Office","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cabinet Office","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cabinet Office","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Business, Energy and Industrial Strategy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Education","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Education","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs","Outside London","AO","25","[c]","20920","21300"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Environment, Food and Rural Affairs","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Levelling Up, Housing and Communities","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport","Outside London","AA","50","[c]","18310","18310"
"New entrant CS","2022","16-19","Department for Transport","Outside London","AO","20","[c]","20970","21840"
"New entrant CS","2022","16-19","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport","Unknown","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Transport","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Work and Pensions","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Work and Pensions","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department for Work and Pensions","Outside London","AO","115","[c]","21400","21260"
"New entrant CS","2022","16-19","Department for Work and Pensions","Outside London","EO","25","[c]","27640","27570"
"New entrant CS","2022","16-19","Department for Work and Pensions","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department of Health and Social Care","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department of Health and Social Care","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department of Health and Social Care","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Department of Health and Social Care","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Land Registry","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Land Registry","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Revenue and Customs","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Revenue and Customs","Outside London","AO","115","[c]","21250","21250"
"New entrant CS","2022","16-19","HM Revenue and Customs","Outside London","EO","15","[c]","25710","26590"
"New entrant CS","2022","16-19","HM Treasury","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Home Office","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Home Office","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Home Office","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Home Office","Outside London","AO","15","[c]","21940","21680"
"New entrant CS","2022","16-19","Home Office","Outside London","EO","10","[c]","24880","24880"
"New entrant CS","2022","16-19","Ministry of Defence","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Defence","Outside London","AA","15","[c]","17370","17540"
"New entrant CS","2022","16-19","Ministry of Defence","Outside London","AO","15","[c]","21810","22230"
"New entrant CS","2022","16-19","Ministry of Defence","Outside London","EO","70","[c]","18210","17140"
"New entrant CS","2022","16-19","Ministry of Defence","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Defence","Unknown","Unknown","20","[c]","16250","16190"
"New entrant CS","2022","16-19","Ministry of Justice","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Justice","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Justice","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Justice","Outside London","AA","60","[c]","20670","20890"
"New entrant CS","2022","16-19","Ministry of Justice","Outside London","AO","130","[c]","23780","23140"
"New entrant CS","2022","16-19","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Qualifications and Examinations Regulation","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Government","Outside London","AA","40","[c]","21070","21050"
"New entrant CS","2022","16-19","Scottish Government","Outside London","AO","25","[c]","21760","21340"
"New entrant CS","2022","16-19","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","The National Archives","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Statistics Authority","Outside London","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Statistics Authority","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","UK Statistics Authority","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Welsh Government","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Attorney General's Departments","London","AO","65","[c]","22160","21250"
"New entrant CS","2022","20-29","Attorney General's Departments","London","EO","130","[c]","27310","26950"
"New entrant CS","2022","20-29","Attorney General's Departments","London","G7","10","[c]","52450","53050"
"New entrant CS","2022","20-29","Attorney General's Departments","London","HEO","40","[c]","40680","43920"
"New entrant CS","2022","20-29","Attorney General's Departments","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Attorney General's Departments","Outside London","AO","160","[c]","21280","22200"
"New entrant CS","2022","20-29","Attorney General's Departments","Outside London","EO","60","[c]","25810","25480"
"New entrant CS","2022","20-29","Attorney General's Departments","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Attorney General's Departments","Outside London","HEO","30","[c]","37210","38000"
"New entrant CS","2022","20-29","Cabinet Office","London","AO","55","[c]","20320","18450"
"New entrant CS","2022","20-29","Cabinet Office","London","EO","90","[c]","26840","27500"
"New entrant CS","2022","20-29","Cabinet Office","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office","London","G7","30","[c]","55810","54700"
"New entrant CS","2022","20-29","Cabinet Office","London","HEO","435","[c]","28950","28000"
"New entrant CS","2022","20-29","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office","London","SEO","25","[c]","39860","40600"
"New entrant CS","2022","20-29","Cabinet Office","Outside London","AO","50","[c]","20620","21050"
"New entrant CS","2022","20-29","Cabinet Office","Outside London","EO","65","[c]","24600","24100"
"New entrant CS","2022","20-29","Cabinet Office","Outside London","G7","10","[c]","54240","49700"
"New entrant CS","2022","20-29","Cabinet Office","Outside London","HEO","170","[c]","29120","28000"
"New entrant CS","2022","20-29","Cabinet Office","Outside London","SEO","25","[c]","38400","37300"
"New entrant CS","2022","20-29","Cabinet Office","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office","Unknown","EO","15","[c]","26110","27500"
"New entrant CS","2022","20-29","Cabinet Office","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Cabinet Office","Unknown","HEO","75","[c]","29190","28000"
"New entrant CS","2022","20-29","Cabinet Office","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Chancellor's other departments","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Charity Commission","Outside London","AO","15","[c]","17350","17140"
"New entrant CS","2022","20-29","Charity Commission","Outside London","EO","10","[c]","24440","24440"
"New entrant CS","2022","20-29","Charity Commission","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","London","AO","20","[c]","22620","22520"
"New entrant CS","2022","20-29","Competition and Markets Authority","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","London","HEO","25","[c]","33270","33120"
"New entrant CS","2022","20-29","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","AO","20","[c]","24250","24900"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","EO","95","[c]","27820","27680"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","G7","10","[c]","55950","56560"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","HEO","165","[c]","34330","33570"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","London","SEO","50","[c]","41260","40050"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","AA","45","[c]","17700","17900"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","AO","125","[c]","20930","20910"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","EO","110","[c]","25310","24500"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","HEO","65","[c]","31210","30360"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Outside London","SEO","25","[c]","40460","36740"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","EO","75","[c]","26230","26180"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","G7","15","[c]","53630","51730"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","London","HEO","135","[c]","34810","34020"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","EO","10","[c]","24960","23830"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Digital, Culture, Media and Sport","Outside London","HEO","25","[c]","33550","34020"
"New entrant CS","2022","20-29","Department for Education","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Education","London","EO","50","[c]","27760","28500"
"New entrant CS","2022","20-29","Department for Education","London","G7","15","[c]","53790","53420"
"New entrant CS","2022","20-29","Department for Education","London","HEO","40","[c]","34290","32940"
"New entrant CS","2022","20-29","Department for Education","London","SEO","15","[c]","41380","40230"
"New entrant CS","2022","20-29","Department for Education","Outside London","AO","20","[c]","21250","21250"
"New entrant CS","2022","20-29","Department for Education","Outside London","EO","185","[c]","25100","25000"
"New entrant CS","2022","20-29","Department for Education","Outside London","G7","10","[c]","50500","49860"
"New entrant CS","2022","20-29","Department for Education","Outside London","HEO","105","[c]","29920","29360"
"New entrant CS","2022","20-29","Department for Education","Outside London","SEO","45","[c]","36910","36500"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","AO","20","[c]","22790","24370"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","EO","80","[c]","27230","27960"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","G7","55","[c]","52710","52290"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","HEO","290","[c]","32600","32560"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","SEO","55","[c]","39390","38750"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","AO","335","[c]","21660","21300"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","EO","185","[c]","25140","24920"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","G7","20","[c]","48230","47550"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","HEO","175","[c]","29810","29180"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Outside London","SEO","80","[c]","37350","35900"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for International Trade","London","EO","130","[c]","26250","26250"
"New entrant CS","2022","20-29","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for International Trade","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for International Trade","London","HEO","110","[c]","31880","31800"
"New entrant CS","2022","20-29","Department for International Trade","London","SEO","20","[c]","40100","38160"
"New entrant CS","2022","20-29","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for International Trade","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","EO","70","[c]","27790","27850"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","G7","10","[c]","53240","53130"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","HEO","100","[c]","33110","33210"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","SEO","25","[c]","39790","39600"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","AO","25","[c]","21320","21520"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","EO","30","[c]","24980","24830"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","HEO","40","[c]","30310","30190"
"New entrant CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","SEO","10","[c]","36880","36340"
"New entrant CS","2022","20-29","Department for Transport","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Transport","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Department for Transport","London","EO","50","[c]","28490","29970"
