"Status","Year","Function_of_post","Organisation","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Devon CC","10","10","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","10","10","38290","36050"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Wales","Swansea","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Birmingham","10","10","40630","30450"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","West Midlands (England)","Worcestershire CC","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Riding of Yorkshire","10","10","43990","45490"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Leeds","20","20","45470","50430"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Crime Agency","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Crime Agency","London","Lambeth","10","10","47530","46240"
"In post","2022","Property","National Crime Agency","North West (England)","Warrington","5","5","[c]","[c]"
"In post","2022","Property","National Crime Agency","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Crime Agency","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Crime Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Crime Agency","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Crime Agency","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2022","Property","National Crime Agency","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Property","National Savings and Investments","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland Office","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Property","Northern Ireland Office","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","Property","Office for Standards in Education, Children's Services and Skills","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Gas and Electricity Markets","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Gas and Electricity Markets","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Qualifications and Examinations Regulation","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Property","Office of Rail and Road","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Property","Queen Elizabeth II Centre","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Property","Registers of Scotland","Scotland","City of Edinburgh","10","10","32250","30840"
"In post","2022","Property","Registers of Scotland","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Property","Scottish Courts and Tribunals Service","Scotland","City of Edinburgh","15","15","42030","46100"
"In post","2022","Property","Scottish Prison Service","Scotland","Aberdeen City and Aberdeenshire","20","20","32680","29900"
"In post","2022","Property","Scottish Prison Service","Scotland","City of Edinburgh","50","50","37410","35000"
"In post","2022","Property","Scottish Prison Service","Scotland","Clackmannanshire and Fife","25","25","30410","30410"
"In post","2022","Property","Scottish Prison Service","Scotland","Dumfries and Galloway","10","10","30180","30100"
"In post","2022","Property","Scottish Prison Service","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","15","15","30150","29900"
"In post","2022","Property","Scottish Prison Service","Scotland","Falkirk","20","20","29280","29900"
"In post","2022","Property","Scottish Prison Service","Scotland","Glasgow City","25","25","30850","29900"
"In post","2022","Property","Scottish Prison Service","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","30370","30960"
"In post","2022","Property","Scottish Prison Service","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","Property","Scottish Prison Service","Scotland","North Lanarkshire","20","20","29450","29370"
"In post","2022","Property","Scottish Prison Service","Scotland","Perth and Kinross, and Stirling","40","40","30150","29900"
"In post","2022","Property","Serious Fraud Office","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Property","Submarine Delivery Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Submarine Delivery Agency","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","The National Archives","London","Hounslow and Richmond upon Thames","15","10","38280","34480"
"In post","2022","Property","UK Health Security Agency","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","London","Barnet","10","5","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","London","Lambeth","10","10","42740","29800"
"In post","2022","Property","UK Health Security Agency","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Health Security Agency","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Hydrographic Office","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2022","Property","UK Statistics Authority","Wales","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2022","Property","UK Supreme Court","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","Nottingham","150","140","33940","31000"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East of England","Cambridgeshire CC","45","40","36800","32890"
"In post","2022","Property","Valuation Office Agency","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East of England","Essex Haven Gateway","70","70","34090","31000"
"In post","2022","Property","Valuation Office Agency","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","East of England","Norwich and East Norfolk","40","40","34590","31900"
"In post","2022","Property","Valuation Office Agency","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Brent","145","135","36920","30880"
"In post","2022","Property","Valuation Office Agency","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Croydon","200","190","38140","34630"
"In post","2022","Property","Valuation Office Agency","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","London","Tower Hamlets","240","225","43290","38870"
"In post","2022","Property","Valuation Office Agency","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","North East (England)","Durham","380","365","25400","22010"
"In post","2022","Property","Valuation Office Agency","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","North East (England)","Tyneside","155","145","33900","31450"
"In post","2022","Property","Valuation Office Agency","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","North West (England)","Lancaster and Wyre","25","25","35220","33440"
"In post","2022","Property","Valuation Office Agency","North West (England)","Manchester","125","125","36290","32890"
"In post","2022","Property","Valuation Office Agency","North West (England)","Mid Lancashire","50","45","33500","31900"
"In post","2022","Property","Valuation Office Agency","North West (England)","Sefton","125","120","33710","31000"
"In post","2022","Property","Valuation Office Agency","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Scotland","City of Edinburgh","15","15","45160","44610"
"In post","2022","Property","Valuation Office Agency","Scotland","Glasgow City","20","20","46240","46500"
"In post","2022","Property","Valuation Office Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South East (England)","East Kent","35","30","35810","33370"
"In post","2022","Property","Valuation Office Agency","South East (England)","East Sussex CC","40","35","32790","27000"
"In post","2022","Property","Valuation Office Agency","South East (England)","Oxfordshire CC","30","30","42180","44530"
"In post","2022","Property","Valuation Office Agency","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South East (England)","Southampton","90","80","35430","32390"
"In post","2022","Property","Valuation Office Agency","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South West (England)","Bristol, City of","110","100","36360","32390"
"In post","2022","Property","Valuation Office Agency","South West (England)","Cornwall and Isles of Scilly","25","20","35840","33370"
"In post","2022","Property","Valuation Office Agency","South West (England)","Devon CC","65","60","38320","34000"
"In post","2022","Property","Valuation Office Agency","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South West (England)","Plymouth","380","355","25740","22040"
"In post","2022","Property","Valuation Office Agency","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Wales","Cardiff and Vale of Glamorgan","120","110","33950","29210"
"In post","2022","Property","Valuation Office Agency","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Wales","Flintshire and Wrexham","60","55","40290","41730"
"In post","2022","Property","Valuation Office Agency","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Wales","South West Wales","20","15","36240","33680"
"In post","2022","Property","Valuation Office Agency","Wales","Swansea","45","45","38030","33370"
"In post","2022","Property","Valuation Office Agency","West Midlands (England)","Birmingham","170","160","34030","31900"
"In post","2022","Property","Valuation Office Agency","West Midlands (England)","Shropshire","5","5","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","West Midlands (England)","Stoke-on-Trent","65","60","34630","31900"
"In post","2022","Property","Valuation Office Agency","West Midlands (England)","Worcestershire CC","5","5","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Yorkshire and The Humber","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Yorkshire and The Humber","Kingston upon Hull, City of","70","65","32410","27080"
"In post","2022","Property","Valuation Office Agency","Yorkshire and The Humber","Leeds","230","210","33780","31000"
"In post","2022","Property","Valuation Office Agency","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Property","Valuation Office Agency","Yorkshire and The Humber","Sheffield","50","45","38940","36120"
"In post","2022","Property","Vehicle Certification Agency","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Property","Water Services Regulation Authority","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Property","Wilton Park","South East (England)","West Sussex (North East)","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","London","Westminster","205","205","44080","40600"
"In post","2022","Security","Cabinet Office (excl. agencies)","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","North West (England)","Liverpool","15","15","23020","21830"
"In post","2022","Security","Cabinet Office (excl. agencies)","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","North West (England)","West Cumbria","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Scotland","Glasgow City","75","70","35380","32000"
"In post","2022","Security","Cabinet Office (excl. agencies)","South East (England)","Berkshire","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South East (England)","Milton Keynes","85","80","31640","33000"
"In post","2022","Security","Cabinet Office (excl. agencies)","South East (England)","Portsmouth","10","10","33900","33300"
"In post","2022","Security","Cabinet Office (excl. agencies)","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South West (England)","Dorset","10","10","35240","33470"
"In post","2022","Security","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Unknown","Unknown","45","45","32260","33300"
"In post","2022","Security","Cabinet Office (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cabinet Office (excl. agencies)","Yorkshire and The Humber","York","460","435","29930","26670"
"In post","2022","Security","Charity Commission","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Security","Charity Commission","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","Security","Crown Office and Procurator Fiscal Service","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","London","Westminster","20","20","35120","32080"
"In post","2022","Security","Crown Prosecution Service","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","North West (England)","Manchester","10","5","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","34150","33980"
"In post","2022","Security","Defence Science and Technology Laboratory","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","South East (England)","Central Hampshire","10","10","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","South West (England)","Wiltshire","45","45","35590","35180"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Westminster","20","20","43320","38290"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","Security","Department for International Trade","London","Westminster","25","25","44030","43160"
"In post","2022","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","London","Westminster","130","130","45090","43360"
"In post","2022","Security","Department for Transport (excl. agencies)","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Lincolnshire CC","10","10","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
