"Status","Year","Disability","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Mixed","Department for Transport","London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Work and Pensions","London","90","85","33340","31060"
"In post","2022","Declared disabled","Mixed","Department for Work and Pensions","Outside London","280","255","26620","27570"
"In post","2022","Declared disabled","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HM Revenue and Customs","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HM Revenue and Customs","Outside London","100","95","29170","26820"
"In post","2022","Declared disabled","Mixed","HM Treasury","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Home Office","London","45","40","37460","31000"
"In post","2022","Declared disabled","Mixed","Home Office","Outside London","45","40","28720","25040"
"In post","2022","Declared disabled","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Ministry of Defence","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Ministry of Defence","Outside London","55","55","38880","34410"
"In post","2022","Declared disabled","Mixed","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Ministry of Justice","London","105","100","35870","34260"
"In post","2022","Declared disabled","Mixed","Ministry of Justice","Outside London","245","230","30240","28200"
"In post","2022","Declared disabled","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scottish Government","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","UK Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cabinet Office","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
