"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Finance","150","145","43050","38600"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Human Resources","240","230","48700","44230"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Intelligence Analysis","135","130","46350","39770"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Internal Audit","35","35","43360","39630"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Knowledge and Information Management","85","85","43860","38350"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Legal","105","90","56570","57540"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Medicine","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Delivery","380","360","34240","29300"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Research","35","35","59920","61400"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Other","175","170","64960","67370"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Policy","2780","2740","50750","51500"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Project Delivery","245","240","43140","38600"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Property","340","340","42840","40510"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Science and Engineering","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Security","335","325","36900","34080"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Statistics","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","135","135","52880","52700"
"In post","2022","Declared non-disabled","HM Land Registry","Commercial","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","Communications","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","Digital, Data and Technology","420","400","39560","38450"
"In post","2022","Declared non-disabled","HM Land Registry","Finance","55","55","46890","43180"
"In post","2022","Declared non-disabled","HM Land Registry","Human Resources","80","75","40820","38550"
"In post","2022","Declared non-disabled","HM Land Registry","Internal Audit","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","Legal","170","155","49730","56870"
"In post","2022","Declared non-disabled","HM Land Registry","Operational Delivery","3245","2870","30050","27130"
"In post","2022","Declared non-disabled","HM Land Registry","Other","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","HM Land Registry","Project Delivery","110","105","40760","38550"
"In post","2022","Declared non-disabled","HM Land Registry","Property","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Commercial","50","50","41350","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Communications","170","165","47480","43430"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Digital, Data and Technology","1315","1270","42690","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Economics","110","105","49770","43430"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Finance","745","705","43380","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Human Resources","540","505","43790","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Intelligence Analysis","160","155","40090","37610"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Internal Audit","55","50","47270","43560"
"In post","2022","Declared non-disabled","HM Revenue and Customs","International Trade","75","70","36410","33370"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Legal","2270","2175","36040","33370"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Operational Delivery","16780","15115","28300","26590"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Operational Research","105","100","45650","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Other","300","275","48060","43810"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Policy","735","700","55960","55210"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Project Delivery","1860","1790","46410","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Property","1675","1545","37720","33370"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Security","115","110","43700","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Social Research","90","85","48620","43620"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Statistics","245","235","46250","40520"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Tax","11545","10980","36610","33370"
"In post","2022","Declared non-disabled","HM Revenue and Customs","Unknown","2890","2825","36250","33080"
"In post","2022","Declared non-disabled","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Communications","35","35","48840","45700"
"In post","2022","Declared non-disabled","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Counter Fraud","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Economics","160","160","47670","39900"
"In post","2022","Declared non-disabled","HM Treasury","Finance","80","75","48700","48780"
"In post","2022","Declared non-disabled","HM Treasury","Human Resources","65","60","45720","49500"
"In post","2022","Declared non-disabled","HM Treasury","Internal Audit","260","250","50470","48780"
"In post","2022","Declared non-disabled","HM Treasury","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Operational Delivery","125","125","31140","28500"
"In post","2022","Declared non-disabled","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Other","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Policy","1020","995","50500","52500"
"In post","2022","Declared non-disabled","HM Treasury","Project Delivery","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Statistics","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","HM Treasury","Tax","40","40","63220","63000"
"In post","2022","Declared non-disabled","Home Office","Commercial","65","65","40930","41960"
"In post","2022","Declared non-disabled","Home Office","Communications","115","115","51520","47110"
"In post","2022","Declared non-disabled","Home Office","Counter Fraud","155","140","26960","25310"
"In post","2022","Declared non-disabled","Home Office","Digital, Data and Technology","965","945","50620","45550"
"In post","2022","Declared non-disabled","Home Office","Economics","75","75","54220","61260"
"In post","2022","Declared non-disabled","Home Office","Finance","235","225","46750","42170"
"In post","2022","Declared non-disabled","Home Office","Human Resources","445","420","42210","37450"
"In post","2022","Declared non-disabled","Home Office","Intelligence Analysis","1080","1015","29670","27370"
"In post","2022","Declared non-disabled","Home Office","Knowledge and Information Management","65","65","41700","38560"
"In post","2022","Declared non-disabled","Home Office","Operational Delivery","18620","17080","28510","25630"
"In post","2022","Declared non-disabled","Home Office","Operational Research","50","50","51600","46640"
"In post","2022","Declared non-disabled","Home Office","Other","1080","1035","36060","30980"
"In post","2022","Declared non-disabled","Home Office","Policy","1565","1520","52020","57430"
