"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Welsh Government","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Legal","5","5","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Medicine","20","15","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Operational Delivery","85","80","37810","29430"
"In post","2022","Declared disabled","Welsh Government","Other","35","30","36770","38160"
"In post","2022","Declared disabled","Welsh Government","Planning","5","5","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Policy","100","95","41570","38160"
"In post","2022","Declared disabled","Welsh Government","Project Delivery","10","10","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Property","5","5","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Social Research","10","10","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Statistics","5","5","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","Commercial","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","Communications","55","55","43740","39750"
"In post","2022","Declared non-disabled","Attorney General's Departments","Corporate Finance","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","Counter Fraud","165","160","46150","40270"
"In post","2022","Declared non-disabled","Attorney General's Departments","Digital, Data and Technology","120","120","41940","39750"
"In post","2022","Declared non-disabled","Attorney General's Departments","Finance","155","145","31810","27710"
"In post","2022","Declared non-disabled","Attorney General's Departments","Human Resources","160","155","37160","31640"
"In post","2022","Declared non-disabled","Attorney General's Departments","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","Internal Audit","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","Knowledge and Information Management","35","30","39870","29450"
"In post","2022","Declared non-disabled","Attorney General's Departments","Legal","3775","3490","57380","55610"
"In post","2022","Declared non-disabled","Attorney General's Departments","Operational Delivery","1940","1785","27560","26090"
"In post","2022","Declared non-disabled","Attorney General's Departments","Other","355","340","33900","27580"
"In post","2022","Declared non-disabled","Attorney General's Departments","Policy","65","65","48950","51850"
"In post","2022","Declared non-disabled","Attorney General's Departments","Project Delivery","75","70","40370","38180"
"In post","2022","Declared non-disabled","Attorney General's Departments","Property","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Attorney General's Departments","Security","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Commercial","110","105","36070","38330"
"In post","2022","Declared non-disabled","Cabinet Office","Communications","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Digital, Data and Technology","45","45","46130","41000"
"In post","2022","Declared non-disabled","Cabinet Office","Finance","60","60","49760","44000"
"In post","2022","Declared non-disabled","Cabinet Office","Human Resources","40","35","41510","37300"
"In post","2022","Declared non-disabled","Cabinet Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Operational Delivery","75","75","44000","39670"
"In post","2022","Declared non-disabled","Cabinet Office","Other","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Policy","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Project Delivery","40","35","51220","50750"
"In post","2022","Declared non-disabled","Cabinet Office","Property","105","105","52580","54700"
"In post","2022","Declared non-disabled","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Cabinet Office","Unknown","4660","4550","48680","42000"
"In post","2022","Declared non-disabled","Chancellor's other departments","Commercial","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Communications","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Finance","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Human Resources","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Operational Research","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Other","200","190","69150","59900"
"In post","2022","Declared non-disabled","Chancellor's other departments","Project Delivery","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Chancellor's other departments","Security","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Communications","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Human Resources","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Legal","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Operational Delivery","140","135","33680","29160"
"In post","2022","Declared non-disabled","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Project Delivery","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Communications","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Corporate Finance","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Digital, Data and Technology","65","65","57550","58030"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Economics","85","80","63860","57840"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Human Resources","35","30","46210","41670"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Intelligence Analysis","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Legal","130","125","68460","71370"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Policy","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Project Delivery","310","300","60400","56000"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Property","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Security","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Competition and Markets Authority","Statistics","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Commercial","220","210","44390","45150"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Communications","180","175","42890","39910"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","265","255","34760","35600"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","840","820","41150","38710"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Economics","200","195","45860","39570"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Finance","275","260","46280","43940"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Human Resources","315","300","41880","39750"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","40","40","40410","39540"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Legal","95","90","48360","43740"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","2390","2245","33760","28750"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Research","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Other","55","55","44140","39910"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","3340","3255","50070","53380"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","390","375","44620","41550"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Property","35","30","32810","29210"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","1200","1130","41800","39650"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Security","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Social Research","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Statistics","50","50","43950","39570"
"In post","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Commercial","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Communications","55","50","50200","51730"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Economics","65","60","47580","51070"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","60","60","51540","54540"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Human Resources","55","55","44820","35520"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","International Trade","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Research","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Other","75","70","41410","34020"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","925","910","47210","51730"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","175","170","47480","51730"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Property","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Social Research","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Statistics","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Education","Commercial","280","270","42400","36960"
"In post","2022","Declared non-disabled","Department for Education","Communications","225","215","42230","37100"
"In post","2022","Declared non-disabled","Department for Education","Digital, Data and Technology","610","590","40870","37100"
"In post","2022","Declared non-disabled","Department for Education","Finance","580","560","43820","40300"
"In post","2022","Declared non-disabled","Department for Education","Human Resources","100","95","38400","36500"
"In post","2022","Declared non-disabled","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Education","Legal","50","45","56830","61010"
"In post","2022","Declared non-disabled","Department for Education","Operational Delivery","1140","1105","43930","40230"
"In post","2022","Declared non-disabled","Department for Education","Policy","1920","1820","48360","49860"
"In post","2022","Declared non-disabled","Department for Education","Project Delivery","45","45","48300","49860"
"In post","2022","Declared non-disabled","Department for Education","Property","390","380","52990","54400"
"In post","2022","Declared non-disabled","Department for Education","Security","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","110","105","36800","35900"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","170","160","40860","37170"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","625","610","43100","45490"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Economics","35","35","44510","39780"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","325","315","42120","37700"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","220","205","41710","37360"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","45","45","33400","29280"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","3705","3460","26830","24920"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Other","75","75","37980","32560"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Policy","2770","2675","42610","38750"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Project Delivery","175","165","35900","35900"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Property","285","270","39750","36520"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","750","720","33140","29750"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Veterinarian","275","265","43760","39970"
"In post","2022","Declared non-disabled","Department for International Trade","Commercial","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Communications","50","50","45240","40050"
"In post","2022","Declared non-disabled","Department for International Trade","Digital, Data and Technology","80","80","46830","44200"
"In post","2022","Declared non-disabled","Department for International Trade","Economics","80","80","44350","32730"
"In post","2022","Declared non-disabled","Department for International Trade","Finance","55","55","48820","49580"
"In post","2022","Declared non-disabled","Department for International Trade","Human Resources","75","75","45410","48100"
"In post","2022","Declared non-disabled","Department for International Trade","International Trade","770","760","49080","51710"
"In post","2022","Declared non-disabled","Department for International Trade","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Operational Delivery","75","75","35810","32120"
"In post","2022","Declared non-disabled","Department for International Trade","Operational Research","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Other","85","80","47840","39820"
"In post","2022","Declared non-disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Policy","115","115","47440","41370"
"In post","2022","Declared non-disabled","Department for International Trade","Project Delivery","50","45","48300","47130"
"In post","2022","Declared non-disabled","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Security","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Social Research","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for International Trade","Statistics","35","35","45950","51710"
"In post","2022","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Commercial","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Communications","75","70","43450","39600"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","100","100","47420","43830"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Economics","50","50","48840","53130"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Finance","110","105","49670","48200"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Human Resources","80","75","42280","37170"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","35","30","34150","29870"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","525","500","35360","33210"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Other","30","30","38030","32780"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning","105","100","46550","41290"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","270","245","56300","58810"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Policy","1255","1230","48270","48200"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Project Delivery","120","115","46150","48200"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Social Research","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Statistics","105","100","46400","42980"
"In post","2022","Declared non-disabled","Department for Transport","Commercial","280","270","39620","34710"
"In post","2022","Declared non-disabled","Department for Transport","Communications","155","150","37980","32760"
"In post","2022","Declared non-disabled","Department for Transport","Corporate Finance","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Counter Fraud","35","35","32680","30730"
"In post","2022","Declared non-disabled","Department for Transport","Digital, Data and Technology","870","860","40130","38650"
"In post","2022","Declared non-disabled","Department for Transport","Economics","95","95","50270","54110"
"In post","2022","Declared non-disabled","Department for Transport","Finance","355","340","41060","38650"
"In post","2022","Declared non-disabled","Department for Transport","Human Resources","345","330","36920","33350"
"In post","2022","Declared non-disabled","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Internal Audit","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","International Trade","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Knowledge and Information Management","50","45","37440","34470"
"In post","2022","Declared non-disabled","Department for Transport","Legal","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Transport","Medicine","35","30","77760","86520"
"In post","2022","Declared non-disabled","Department for Transport","Operational Delivery","6435","5810","26700","26130"
"In post","2022","Declared non-disabled","Department for Transport","Operational Research","55","50","36950","33350"
"In post","2022","Declared non-disabled","Department for Transport","Other","45","45","52020","54110"
"In post","2022","Declared non-disabled","Department for Transport","Policy","1110","1070","46090","42470"
"In post","2022","Declared non-disabled","Department for Transport","Project Delivery","405","395","48080","44030"
"In post","2022","Declared non-disabled","Department for Transport","Property","130","120","34270","31040"
"In post","2022","Declared non-disabled","Department for Transport","Science and Engineering","130","125","46780","43360"
"In post","2022","Declared non-disabled","Department for Transport","Security","145","145","39040","37120"
"In post","2022","Declared non-disabled","Department for Transport","Social Research","30","30","49770","48210"
"In post","2022","Declared non-disabled","Department for Transport","Statistics","65","65","44430","42470"
"In post","2022","Declared non-disabled","Department for Transport","Unknown","455","440","52850","42470"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Commercial","395","370","35600","32250"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Communications","80","75","43920","41020"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Counter Fraud","4255","3790","27920","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Digital, Data and Technology","3000","2875","42460","37100"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Economics","40","40","40880","37380"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Finance","965","905","38650","35310"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Human Resources","605","565","38970","35310"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Knowledge and Information Management","350","330","35560","31990"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Legal","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Operational Delivery","51390","45825","26940","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Operational Research","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Other","5755","5220","26570","27570"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Policy","845","800","45810","40310"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Project Delivery","1150","1020","35420","33180"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Property","165","155","42160","37660"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Psychology","45","45","35660","34340"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Science and Engineering","400","370","39020","35910"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Security","350","330","39920","35910"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Social Research","35","35","35740","37380"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Statistics","170","160","45780","40610"
"In post","2022","Declared non-disabled","Department for Work and Pensions","Unknown","335","320","34490","27570"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Commercial","150","145","49540","49530"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Communications","155","150","45440","41010"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Digital, Data and Technology","170","165","44920","40450"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Economics","35","35","53480","53360"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Finance","210","205","43400","40650"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Human Resources","240","230","42260","35880"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Knowledge and Information Management","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Medicine","290","255","78500","80540"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Operational Delivery","1925","1750","36530","32310"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Operational Research","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Other","120","115","50700","50040"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Policy","385","365","50560","53320"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Property","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Science and Engineering","1325","1255","39410","36410"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Statistics","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Department of Health and Social Care","Unknown","65","60","53050","53360"
"In post","2022","Declared non-disabled","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Inspector of Education and Training","55","55","75040","75480"
"In post","2022","Declared non-disabled","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Operational Delivery","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Project Delivery","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Commercial","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Communications","30","30","41420","37630"
"In post","2022","Declared non-disabled","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Counter Fraud","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","35","35","47650","51300"
"In post","2022","Declared non-disabled","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Finance","35","30","41140","37910"
"In post","2022","Declared non-disabled","Food Standards Agency","Human Resources","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Internal Audit","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Legal","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Operational Delivery","445","430","32320","28800"
"In post","2022","Declared non-disabled","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Policy","155","150","41590","37910"
"In post","2022","Declared non-disabled","Food Standards Agency","Project Delivery","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Science and Engineering","65","65","43060","40350"
"In post","2022","Declared non-disabled","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Social Research","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Food Standards Agency","Veterinarian","30","30","45310","45170"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Commercial","95","95","46120","43470"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Communications","60","60","51220","50840"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","175","170","45030","42890"
"In post","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Economics","90","90","51680","52430"
