"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","Heterosexual / straight","30","[c]","55190","52930"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Heterosexual / straight","40","[c]","35540","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","40","[c]","57190","56230"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","65","[c]","35200","36500"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","65","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","EO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","Heterosexual / straight","35","[c]","58560","56900"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","G6/G7","Heterosexual / straight","45","[c]","60720","59540"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","SEO/HEO","Heterosexual / straight","50","[c]","40080","42470"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","SEO/HEO","Unknown","35","[c]","37830","35060"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","Heterosexual / straight","105","[c]","24960","25110"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","AA/AO","Unknown","35","[c]","24600","25110"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","EO","Heterosexual / straight","510","[c]","30940","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","EO","LGBO","55","[c]","31060","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","EO","Undeclared","65","[c]","30620","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","EO","Unknown","140","[c]","30370","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
