"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for International Trade","Inner London - West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Inner London - West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Transport","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Inner London - West","35","30","48150","42670"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Merseyside","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","South Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department for Work and Pensions","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","Inner London - West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Department of Health and Social Care","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Estyn","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Food Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Greater Manchester","25","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Inner London - East","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Inner London - West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Merseyside","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Treasury","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Hampshire and Isle of Wight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Inner London - West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Inner London - East","35","35","45100","41750"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Inner London - West","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Inner London - East","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","East Wales","115","110","36220","36840"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Hampshire and Isle of Wight","55","50","40490","38340"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Inner London - West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Welsh Government","West Wales and The Valleys","[c]","[c]","[c]","[c]"
