"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Bedford","AA/AO","AA","40","40","21270","21790"
"In post","2022","Bedford","AA/AO","AO","250","235","27010","28140"
"In post","2022","Bedford","EO","EO","280","255","27630","27570"
"In post","2022","Bedford","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Bedford","G6/G7","G7","25","25","57370","53430"
"In post","2022","Bedford","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Bedford","SEO/HEO","HEO","85","85","33970","33200"
"In post","2022","Bedford","SEO/HEO","SEO","65","65","44550","45100"
"In post","2022","Bedford","Unknown","Unknown","105","95","28480","25480"
"In post","2022","Belfast","AA/AO","AA","50","45","19810","20560"
"In post","2022","Belfast","AA/AO","AO","920","830","21480","21250"
"In post","2022","Belfast","EO","EO","910","860","26850","26820"
"In post","2022","Belfast","G6/G7","G6","50","45","68140","67910"
"In post","2022","Belfast","G6/G7","G7","205","200","54440","55210"
"In post","2022","Belfast","SCS level","SCS level","15","15","79000","75700"
"In post","2022","Belfast","SEO/HEO","HEO","675","655","33530","33370"
"In post","2022","Belfast","SEO/HEO","SEO","315","305","40100","40180"
"In post","2022","Berkshire","AA/AO","AA","90","85","19420","19200"
"In post","2022","Berkshire","AA/AO","AO","890","850","28630","26400"
"In post","2022","Berkshire","EO","EO","765","725","31040","29290"
"In post","2022","Berkshire","G6/G7","G6","60","55","68160","67910"
"In post","2022","Berkshire","G6/G7","G7","205","195","55840","54090"
"In post","2022","Berkshire","SCS level","SCS level","15","15","94800","86610"
"In post","2022","Berkshire","SEO/HEO","HEO","390","370","36330","34320"
"In post","2022","Berkshire","SEO/HEO","SEO","280","265","42300","40580"
"In post","2022","Berkshire","Unknown","Unknown","235","230","29160","25190"
"In post","2022","Bexley and Greenwich","AA/AO","AA","230","215","24050","24080"
"In post","2022","Bexley and Greenwich","AA/AO","AO","670","645","30270","31790"
"In post","2022","Bexley and Greenwich","EO","EO","545","510","32210","31060"
"In post","2022","Bexley and Greenwich","G6/G7","G6","10","10","79370","77390"
"In post","2022","Bexley and Greenwich","G6/G7","G7","20","15","60120","56960"
"In post","2022","Bexley and Greenwich","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","SEO/HEO","HEO","150","145","38390","39000"
"In post","2022","Bexley and Greenwich","SEO/HEO","SEO","65","65","48760","47410"
"In post","2022","Bexley and Greenwich","Unknown","Unknown","105","105","32620","33950"
"In post","2022","Birmingham","AA/AO","AA","275","250","19970","19200"
"In post","2022","Birmingham","AA/AO","AO","3480","3155","21790","21250"
"In post","2022","Birmingham","EO","EO","3700","3465","27160","27500"
"In post","2022","Birmingham","G6/G7","G6","285","275","69150","67910"
"In post","2022","Birmingham","G6/G7","G7","1000","955","54120","54450"
"In post","2022","Birmingham","SCS level","SCS level","105","100","101880","96100"
"In post","2022","Birmingham","SEO/HEO","HEO","2255","2170","33300","33080"
"In post","2022","Birmingham","SEO/HEO","SEO","1270","1220","40990","40520"
"In post","2022","Birmingham","Unknown","Unknown","670","620","29540","28200"
"In post","2022","Blackburn with Darwen","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Blackburn with Darwen","AA/AO","AO","130","110","21500","21260"
"In post","2022","Blackburn with Darwen","EO","EO","200","180","27580","27570"
"In post","2022","Blackburn with Darwen","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","G6/G7","G7","10","10","53800","50090"
"In post","2022","Blackburn with Darwen","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","SEO/HEO","HEO","35","35","32240","31990"
"In post","2022","Blackburn with Darwen","SEO/HEO","SEO","10","10","38610","36830"
"In post","2022","Blackburn with Darwen","Unknown","Unknown","85","80","29250","26310"
"In post","2022","Blackpool","AA/AO","AA","15","10","19690","19200"
"In post","2022","Blackpool","AA/AO","AO","1820","1645","21140","21260"
"In post","2022","Blackpool","EO","EO","1915","1740","27470","27570"
"In post","2022","Blackpool","G6/G7","G6","145","140","66660","64500"
"In post","2022","Blackpool","G6/G7","G7","395","380","52600","49700"
"In post","2022","Blackpool","SCS level","SCS level","15","15","81550","77800"
"In post","2022","Blackpool","SEO/HEO","HEO","600","565","32460","31990"
"In post","2022","Blackpool","SEO/HEO","SEO","550","525","37860","36500"
"In post","2022","Blackpool","Unknown","Unknown","100","100","28890","27260"
"In post","2022","Bournemouth, Christchurch and Poole","AA/AO","AA","45","40","19100","19050"
"In post","2022","Bournemouth, Christchurch and Poole","AA/AO","AO","150","135","21640","21160"
"In post","2022","Bournemouth, Christchurch and Poole","EO","EO","325","290","27130","27570"
"In post","2022","Bournemouth, Christchurch and Poole","G6/G7","G6","10","5","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","G6/G7","G7","20","20","52310","50430"
"In post","2022","Bournemouth, Christchurch and Poole","SEO/HEO","HEO","55","55","32740","31990"
"In post","2022","Bournemouth, Christchurch and Poole","SEO/HEO","SEO","35","30","41890","41170"
"In post","2022","Bournemouth, Christchurch and Poole","Unknown","Unknown","150","135","28920","26810"
"In post","2022","Bradford","AA/AO","AA","50","40","20370","21250"
"In post","2022","Bradford","AA/AO","AO","1320","1125","21320","21250"
"In post","2022","Bradford","EO","EO","840","755","27200","27570"
"In post","2022","Bradford","G6/G7","G6","15","10","68060","67910"
"In post","2022","Bradford","G6/G7","G7","50","50","54910","55210"
"In post","2022","Bradford","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","SEO/HEO","HEO","200","185","32910","33370"
"In post","2022","Bradford","SEO/HEO","SEO","90","85","40090","40520"
"In post","2022","Bradford","Unknown","Unknown","200","190","29850","28200"
"In post","2022","Breckland and South Norfolk","AA/AO","AA","60","55","21060","20890"
"In post","2022","Breckland and South Norfolk","AA/AO","AO","220","205","25200","24430"
"In post","2022","Breckland and South Norfolk","EO","EO","125","115","28640","27570"
"In post","2022","Breckland and South Norfolk","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Breckland and South Norfolk","G6/G7","G7","15","15","60780","59620"
"In post","2022","Breckland and South Norfolk","SEO/HEO","HEO","50","50","33880","33300"
"In post","2022","Breckland and South Norfolk","SEO/HEO","SEO","35","35","47560","46550"
"In post","2022","Breckland and South Norfolk","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Brent","AA/AO","AA","15","15","21350","21650"
"In post","2022","Brent","AA/AO","AO","120","105","24620","24310"
"In post","2022","Brent","EO","EO","275","260","30780","31060"
"In post","2022","Brent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Brent","G6/G7","G7","20","20","60490","63340"
"In post","2022","Brent","SEO/HEO","HEO","70","65","35640","36650"
"In post","2022","Brent","SEO/HEO","SEO","40","35","47720","48610"
"In post","2022","Brent","Unknown","Unknown","75","75","32410","29210"
"In post","2022","Bridgend and Neath Port Talbot","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","AA/AO","AO","270","230","21140","21260"
"In post","2022","Bridgend and Neath Port Talbot","EO","EO","295","260","28210","27570"
"In post","2022","Bridgend and Neath Port Talbot","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","G6/G7","G7","15","15","55510","51340"
"In post","2022","Bridgend and Neath Port Talbot","SEO/HEO","HEO","65","60","35980","34290"
"In post","2022","Bridgend and Neath Port Talbot","SEO/HEO","SEO","35","35","40150","37910"
"In post","2022","Bridgend and Neath Port Talbot","Unknown","Unknown","90","80","30350","28200"
"In post","2022","Brighton and Hove","AA/AO","AA","25","20","19130","19200"
"In post","2022","Brighton and Hove","AA/AO","AO","115","100","22000","21410"
"In post","2022","Brighton and Hove","EO","EO","270","245","27660","27570"
"In post","2022","Brighton and Hove","G6/G7","G6","15","15","72620","70670"
"In post","2022","Brighton and Hove","G6/G7","G7","70","70","59100","59030"
"In post","2022","Brighton and Hove","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Brighton and Hove","SEO/HEO","HEO","45","45","33510","32580"
"In post","2022","Brighton and Hove","SEO/HEO","SEO","40","35","41870","41100"
"In post","2022","Brighton and Hove","Unknown","Unknown","145","125","30700","28200"
"In post","2022","Bristol, City of","AA/AO","AA","120","110","19790","19200"
"In post","2022","Bristol, City of","AA/AO","AO","1235","1125","22130","21300"
"In post","2022","Bristol, City of","EO","EO","1395","1280","26930","27000"
"In post","2022","Bristol, City of","G6/G7","G6","305","290","65530","65710"
"In post","2022","Bristol, City of","G6/G7","G7","940","900","52360","51310"
"In post","2022","Bristol, City of","SCS level","SCS level","90","90","94210","85850"
"In post","2022","Bristol, City of","SEO/HEO","HEO","1350","1280","32310","33080"
"In post","2022","Bristol, City of","SEO/HEO","SEO","1025","975","39820","40080"
"In post","2022","Bristol, City of","Unknown","Unknown","270","245","28680","26810"
"In post","2022","Bromley","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Bromley","AA/AO","AO","115","100","24070","23720"
"In post","2022","Bromley","EO","EO","230","210","31100","31060"
"In post","2022","Bromley","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Bromley","G6/G7","G7","10","10","56770","54790"
"In post","2022","Bromley","SEO/HEO","HEO","45","45","36360","36650"
"In post","2022","Bromley","SEO/HEO","SEO","30","25","45270","44500"
"In post","2022","Bromley","Unknown","Unknown","125","120","33090","30240"
"In post","2022","Buckinghamshire","AA/AO","AA","110","105","21850","21790"
"In post","2022","Buckinghamshire","AA/AO","AO","425","400","26330","24500"
"In post","2022","Buckinghamshire","EO","EO","485","460","28850","28350"
"In post","2022","Buckinghamshire","G6/G7","G6","25","25","75410","71610"
"In post","2022","Buckinghamshire","G6/G7","G7","80","80","58700","56540"
"In post","2022","Buckinghamshire","SCS level","SCS level","10","10","91820","87800"
"In post","2022","Buckinghamshire","SEO/HEO","HEO","295","280","35140","35300"
"In post","2022","Buckinghamshire","SEO/HEO","SEO","190","180","44420","42580"
"In post","2022","Buckinghamshire","Unknown","Unknown","70","65","30670","31980"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AA","15","10","22060","23230"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","AA/AO","AO","65","60","26570","24020"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","EO","EO","80","75","30030","28980"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","HEO","25","25","35340","36150"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Calderdale and Kirklees","AA/AO","AA","10","5","[c]","[c]"
"In post","2022","Calderdale and Kirklees","AA/AO","AO","175","145","21080","21260"
"In post","2022","Calderdale and Kirklees","EO","EO","590","535","27380","27570"
"In post","2022","Calderdale and Kirklees","G6/G7","G6","10","10","66810","63620"
"In post","2022","Calderdale and Kirklees","G6/G7","G7","25","25","57800","54200"
"In post","2022","Calderdale and Kirklees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Calderdale and Kirklees","SEO/HEO","HEO","50","45","32060","31990"
"In post","2022","Calderdale and Kirklees","SEO/HEO","SEO","30","25","41390","38590"
"In post","2022","Calderdale and Kirklees","Unknown","Unknown","180","165","28930","28200"
"In post","2022","Cambridgeshire CC","AA/AO","AA","225","200","21100","20890"
"In post","2022","Cambridgeshire CC","AA/AO","AO","945","895","27130","27260"
"In post","2022","Cambridgeshire CC","EO","EO","740","710","28540","27380"
"In post","2022","Cambridgeshire CC","G6/G7","G6","65","65","69310","64220"
"In post","2022","Cambridgeshire CC","G6/G7","G7","190","185","54970","53500"
"In post","2022","Cambridgeshire CC","SCS level","SCS level","35","35","104410","101430"
"In post","2022","Cambridgeshire CC","SEO/HEO","HEO","690","670","34170","33300"
"In post","2022","Cambridgeshire CC","SEO/HEO","SEO","425","415","42400","40580"
"In post","2022","Cambridgeshire CC","Unknown","Unknown","165","155","29330","28200"
"In post","2022","Camden and City of London","AA/AO","AA","125","115","22330","21650"
"In post","2022","Camden and City of London","AA/AO","AO","580","550","24730","24090"
"In post","2022","Camden and City of London","EO","EO","445","425","29660","28930"
"In post","2022","Camden and City of London","G6/G7","G6","160","150","87780","82000"
"In post","2022","Camden and City of London","G6/G7","G7","235","230","59590","57540"
"In post","2022","Camden and City of London","SCS level","SCS level","25","25","113790","112110"
"In post","2022","Camden and City of London","SEO/HEO","HEO","285","275","36250","35070"
"In post","2022","Camden and City of London","SEO/HEO","SEO","190","185","45460","43920"
"In post","2022","Camden and City of London","Unknown","Unknown","50","45","34020","30200"
"In post","2022","Cardiff and Vale of Glamorgan","AA/AO","AA","180","165","20100","19810"
"In post","2022","Cardiff and Vale of Glamorgan","AA/AO","AO","2850","2570","22220","21260"
"In post","2022","Cardiff and Vale of Glamorgan","EO","EO","2975","2805","27250","26820"
"In post","2022","Cardiff and Vale of Glamorgan","G6/G7","G6","325","320","70150","68840"
"In post","2022","Cardiff and Vale of Glamorgan","G6/G7","G7","1170","1125","56520","55210"
"In post","2022","Cardiff and Vale of Glamorgan","SCS level","SCS level","215","205","87970","81120"
"In post","2022","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","2425","2310","34240","33370"
"In post","2022","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","1460","1405","43050","41980"
"In post","2022","Cardiff and Vale of Glamorgan","Unknown","Unknown","330","315","30170","28200"
"In post","2022","Causeway Coast and Glens","AA/AO","AA","55","55","20440","20560"
"In post","2022","Causeway Coast and Glens","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Causeway Coast and Glens","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","AA/AO","AA","45","45","19650","19810"
"In post","2022","Central Bedfordshire","AA/AO","AO","80","75","21860","21170"
"In post","2022","Central Bedfordshire","EO","EO","130","125","28050","27110"
"In post","2022","Central Bedfordshire","G6/G7","G6","10","10","71110","67380"
"In post","2022","Central Bedfordshire","G6/G7","G7","15","15","58640","56860"
"In post","2022","Central Bedfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","SEO/HEO","HEO","115","110","35050","34300"
"In post","2022","Central Bedfordshire","SEO/HEO","SEO","45","45","43090","41920"
"In post","2022","Central Hampshire","AA/AO","AA","185","175","19720","19200"
"In post","2022","Central Hampshire","AA/AO","AO","575","555","24600","21830"
"In post","2022","Central Hampshire","EO","EO","725","690","27440","26670"
"In post","2022","Central Hampshire","G6/G7","G6","130","125","70000","67770"
"In post","2022","Central Hampshire","G6/G7","G7","855","820","52490","51000"
"In post","2022","Central Hampshire","SCS level","SCS level","30","30","88720","80000"
"In post","2022","Central Hampshire","SEO/HEO","HEO","1020","995","32610","33300"
"In post","2022","Central Hampshire","SEO/HEO","SEO","780","755","40980","40580"
"In post","2022","Central Hampshire","Unknown","Unknown","30","25","34400","34190"
"In post","2022","Central Valleys","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Central Valleys","AA/AO","AO","565","505","21680","21260"
"In post","2022","Central Valleys","EO","EO","1150","1065","27670","27570"
"In post","2022","Central Valleys","G6/G7","G6","45","45","73180","75480"
"In post","2022","Central Valleys","G6/G7","G7","125","120","59090","61440"
"In post","2022","Central Valleys","SCS level","SCS level","25","20","87660","80200"
"In post","2022","Central Valleys","SEO/HEO","HEO","395","375","35830","38160"
"In post","2022","Central Valleys","SEO/HEO","SEO","240","230","45030","47470"
"In post","2022","Central Valleys","Unknown","Unknown","135","130","29630","28200"
"In post","2022","Cheshire East","AA/AO","AA","60","55","20690","20890"
"In post","2022","Cheshire East","AA/AO","AO","435","400","23160","21300"
"In post","2022","Cheshire East","EO","EO","285","265","27380","27570"
"In post","2022","Cheshire East","G6/G7","G6","25","20","66890","64660"
"In post","2022","Cheshire East","G6/G7","G7","65","65","55100","54540"
"In post","2022","Cheshire East","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Cheshire East","SEO/HEO","HEO","150","145","32680","33000"
"In post","2022","Cheshire East","SEO/HEO","SEO","105","100","42840","40580"
"In post","2022","Cheshire East","Unknown","Unknown","95","85","28940","26410"
"In post","2022","Cheshire West and Chester","AA/AO","AA","10","10","19200","19200"
"In post","2022","Cheshire West and Chester","AA/AO","AO","120","110","21270","21260"
"In post","2022","Cheshire West and Chester","EO","EO","180","165","27170","27570"
"In post","2022","Cheshire West and Chester","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Cheshire West and Chester","G6/G7","G7","15","15","55610","52430"
"In post","2022","Cheshire West and Chester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","SEO/HEO","HEO","30","25","33650","31990"
"In post","2022","Cheshire West and Chester","SEO/HEO","SEO","20","20","40470","40020"
"In post","2022","Cheshire West and Chester","Unknown","Unknown","130","120","28880","26310"
"In post","2022","Chorley and West Lancashire","AA/AO","AA","130","120","21110","20890"
"In post","2022","Chorley and West Lancashire","AA/AO","AO","645","595","26440","25700"
"In post","2022","Chorley and West Lancashire","EO","EO","300","275","29820","27570"
"In post","2022","Chorley and West Lancashire","G6/G7","G6","10","10","71450","65450"
"In post","2022","Chorley and West Lancashire","G6/G7","G7","25","25","63710","63880"
"In post","2022","Chorley and West Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","SEO/HEO","HEO","160","150","35010","36480"
"In post","2022","Chorley and West Lancashire","SEO/HEO","SEO","85","80","46460","46360"
"In post","2022","Chorley and West Lancashire","Unknown","Unknown","70","70","31290","32690"
"In post","2022","City of Edinburgh","AA/AO","AA","655","620","22270","23230"
"In post","2022","City of Edinburgh","AA/AO","AO","2360","2245","23310","22080"
"In post","2022","City of Edinburgh","EO","EO","2775","2635","29070","27940"
"In post","2022","City of Edinburgh","G6/G7","G6","885","850","72370","75340"
"In post","2022","City of Edinburgh","G6/G7","G7","1695","1615","57590","57190"
"In post","2022","City of Edinburgh","SCS level","SCS level","235","230","89890","83230"
"In post","2022","City of Edinburgh","SEO/HEO","HEO","2735","2640","34670","33540"
"In post","2022","City of Edinburgh","SEO/HEO","SEO","2360","2255","44440","43660"
"In post","2022","City of Edinburgh","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","AA/AO","AA","90","85","20460","20310"
"In post","2022","Clackmannanshire and Fife","AA/AO","AO","365","340","23620","22000"
"In post","2022","Clackmannanshire and Fife","EO","EO","530","490","30030","27570"
"In post","2022","Clackmannanshire and Fife","G6/G7","G6","15","15","73110","68700"
"In post","2022","Clackmannanshire and Fife","G6/G7","G7","30","25","57280","54540"
"In post","2022","Clackmannanshire and Fife","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","SEO/HEO","HEO","165","150","35030","33300"
"In post","2022","Clackmannanshire and Fife","SEO/HEO","SEO","105","100","42860","41750"
"In post","2022","Clackmannanshire and Fife","Unknown","Unknown","25","25","44630","44410"
"In post","2022","Conwy and Denbighshire","AA/AO","AA","10","10","19240","19500"
"In post","2022","Conwy and Denbighshire","AA/AO","AO","110","95","23050","24630"
"In post","2022","Conwy and Denbighshire","EO","EO","200","185","27820","27570"
"In post","2022","Conwy and Denbighshire","G6/G7","G6","20","20","70290","75480"
"In post","2022","Conwy and Denbighshire","G6/G7","G7","60","60","58530","61440"
"In post","2022","Conwy and Denbighshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","SEO/HEO","HEO","135","130","36830","38160"
"In post","2022","Conwy and Denbighshire","SEO/HEO","SEO","110","105","45880","47470"
"In post","2022","Conwy and Denbighshire","Unknown","Unknown","85","85","28970","26310"
"In post","2022","Cornwall and Isles of Scilly","AA/AO","AA","110","100","19450","19200"
"In post","2022","Cornwall and Isles of Scilly","AA/AO","AO","610","555","21510","21260"
"In post","2022","Cornwall and Isles of Scilly","EO","EO","590","540","27320","27570"
"In post","2022","Cornwall and Isles of Scilly","G6/G7","G6","20","15","70530","66150"
"In post","2022","Cornwall and Isles of Scilly","G6/G7","G7","65","60","55150","51760"
"In post","2022","Cornwall and Isles of Scilly","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","SEO/HEO","HEO","180","170","33040","33000"
"In post","2022","Cornwall and Isles of Scilly","SEO/HEO","SEO","95","90","40390","38260"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Unknown","95","85","29380","26310"
"In post","2022","Coventry","AA/AO","AA","20","15","18590","19200"
"In post","2022","Coventry","AA/AO","AO","260","235","21550","21260"
"In post","2022","Coventry","EO","EO","545","505","27090","27130"
"In post","2022","Coventry","G6/G7","G6","155","150","64270","61960"
