"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AA","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AO","Heterosexual / straight","40","[c]","23270","24490"
"Leaver CS","2022","Unknown","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","AO","Unknown","160","[c]","21930","23380"
"Leaver CS","2022","Unknown","London","EO","Heterosexual / straight","80","[c]","28930","30270"
"Leaver CS","2022","Unknown","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","EO","Unknown","200","[c]","28940","31060"
"Leaver CS","2022","Unknown","London","G6","Heterosexual / straight","50","[c]","68380","66230"
"Leaver CS","2022","Unknown","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G6","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G7","Heterosexual / straight","100","[c]","56600","54760"
"Leaver CS","2022","Unknown","London","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","G7","Unknown","150","[c]","59940","57860"
"Leaver CS","2022","Unknown","London","HEO","Heterosexual / straight","60","[c]","35420","34710"
"Leaver CS","2022","Unknown","London","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","HEO","Unknown","210","[c]","32010","34550"
"Leaver CS","2022","Unknown","London","SCS level","Heterosexual / straight","45","[c]","91420","87670"
"Leaver CS","2022","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SCS level","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO","Heterosexual / straight","65","[c]","42630","42470"
"Leaver CS","2022","Unknown","London","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","SEO","Unknown","105","[c]","42130","42470"
"Leaver CS","2022","Unknown","London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA","Heterosexual / straight","80","[c]","22860","22690"
"Leaver CS","2022","Unknown","Outside London","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AA","Unknown","190","[c]","22360","22140"
"Leaver CS","2022","Unknown","Outside London","AO","Heterosexual / straight","345","[c]","21840","21260"
"Leaver CS","2022","Unknown","Outside London","AO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","AO","Unknown","2785","[c]","22210","21260"
"Leaver CS","2022","Unknown","Outside London","EO","Heterosexual / straight","270","[c]","27900","27570"
"Leaver CS","2022","Unknown","Outside London","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","EO","Unknown","1125","[c]","27910","27570"
"Leaver CS","2022","Unknown","Outside London","G6","Heterosexual / straight","50","[c]","73880","75340"
"Leaver CS","2022","Unknown","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","G6","Unknown","105","[c]","76980","75340"
"Leaver CS","2022","Unknown","Outside London","G7","Heterosexual / straight","45","[c]","58500","59590"
"Leaver CS","2022","Unknown","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","G7","Unknown","205","[c]","58740","57410"
"Leaver CS","2022","Unknown","Outside London","HEO","Heterosexual / straight","120","[c]","34340","34600"
"Leaver CS","2022","Unknown","Outside London","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","HEO","Unknown","560","[c]","33960","33300"
"Leaver CS","2022","Unknown","Outside London","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO","Heterosexual / straight","115","[c]","43030","43000"
"Leaver CS","2022","Unknown","Outside London","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","SEO","Unknown","275","[c]","43460","43400"
"Leaver CS","2022","Unknown","Outside London","Unknown","Heterosexual / straight","140","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
