"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","London","SEO/HEO","15","[c]","35830","35590"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Outside London","AA/AO","10","[c]","20730","21050"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Companies House","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Electronics and Components Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Equipment and Support","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Equipment and Support","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Equipment and Support","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Science and Technology Laboratory","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Science and Technology Laboratory","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Defence Science and Technology Laboratory","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Education (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Transport (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","EO","45","[c]","27500","27570"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","20","[c]","35720","34290"
"Leaver CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","FCDO Services","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","FCDO Services","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Actuary's Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Internal Audit Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Government Legal Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Health and Safety Executive","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Land Registry","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Prison and Probation Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","HM Treasury (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Maritime and Coastguard Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Maritime and Coastguard Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Met Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Met Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","London","SEO/HEO","10","[c]","38470","37780"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Outside London","AA/AO","55","[c]","21210","21170"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Outside London","EO","15","[c]","26310","26670"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","25","[c]","37080","36460"
"Leaver CS","2022","Human Resources","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
