"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","G6/G7","Heterosexual / straight","50","[c]","76400","75500"
"Leaver CS","2022","No function","Inspector of Education and Training","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","45","[c]","49270","51360"
"Leaver CS","2022","No function","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Inspector of Education and Training","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","International Trade","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","EO","Heterosexual / straight","70","[c]","25270","25080"
"Leaver CS","2022","No function","Knowledge and Information Management","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","EO","Unknown","30","[c]","26730","26210"
"Leaver CS","2022","No function","Knowledge and Information Management","G6/G7","Heterosexual / straight","40","[c]","54030","52330"
"Leaver CS","2022","No function","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","100","[c]","34530","35970"
"Leaver CS","2022","No function","Knowledge and Information Management","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Knowledge and Information Management","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","SCS level","Heterosexual / straight","75","[c]","100740","101430"
"Leaver CS","2022","No function","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","AA/AO","Heterosexual / straight","5910","[c]","21240","21260"
"Leaver CS","2022","No function","Operational Delivery","AA/AO","LGBO","525","[c]","21170","21260"
"Leaver CS","2022","No function","Operational Delivery","AA/AO","Undeclared","640","[c]","21010","21180"
"Leaver CS","2022","No function","Operational Delivery","AA/AO","Unknown","2825","[c]","21300","21260"
"Leaver CS","2022","No function","Operational Delivery","EO","Heterosexual / straight","3510","[c]","28110","27570"
"Leaver CS","2022","No function","Operational Delivery","EO","LGBO","320","[c]","27960","27570"
"Leaver CS","2022","No function","Operational Delivery","EO","Undeclared","470","[c]","27920","27570"
"Leaver CS","2022","No function","Operational Delivery","EO","Unknown","945","[c]","28310","27570"
"Leaver CS","2022","No function","Operational Delivery","G6/G7","Heterosexual / straight","420","[c]","58110","55930"
"Leaver CS","2022","No function","Operational Delivery","G6/G7","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","G6/G7","Undeclared","100","[c]","59700","56950"
"Leaver CS","2022","No function","Operational Delivery","G6/G7","Unknown","175","[c]","58390","55490"
"Leaver CS","2022","No function","Operational Delivery","SCS level","Heterosexual / straight","50","[c]","96180","92800"
"Leaver CS","2022","No function","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","SEO/HEO","Heterosexual / straight","1225","[c]","37080","36250"
"Leaver CS","2022","No function","Operational Delivery","SEO/HEO","LGBO","70","[c]","35680","34260"
"Leaver CS","2022","No function","Operational Delivery","SEO/HEO","Undeclared","185","[c]","38610","37480"
"Leaver CS","2022","No function","Operational Delivery","SEO/HEO","Unknown","375","[c]","36520","35260"
"Leaver CS","2022","No function","Operational Delivery","Unknown","Heterosexual / straight","870","[c]","32300","28200"
"Leaver CS","2022","No function","Operational Delivery","Unknown","LGBO","80","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Unknown","Undeclared","75","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Delivery","Unknown","Unknown","460","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","AA/AO","Heterosexual / straight","90","[c]","21620","21260"
"Leaver CS","2022","No function","Other","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","EO","Heterosexual / straight","205","[c]","27870","27570"
"Leaver CS","2022","No function","Other","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","EO","Unknown","80","[c]","23370","24150"
"Leaver CS","2022","No function","Other","G6/G7","Heterosexual / straight","45","[c]","60910","54940"
"Leaver CS","2022","No function","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","G6/G7","Unknown","30","[c]","60400","57790"
"Leaver CS","2022","No function","Other","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","SEO/HEO","Heterosexual / straight","85","[c]","34450","34000"
"Leaver CS","2022","No function","Other","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Other","SEO/HEO","Unknown","40","[c]","37820","38200"
"Leaver CS","2022","No function","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Planning Inspectors","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","AA/AO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","EO","Heterosexual / straight","80","[c]","26860","27270"
"Leaver CS","2022","No function","Policy","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","G6/G7","Heterosexual / straight","240","[c]","57440","54040"
"Leaver CS","2022","No function","Policy","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","G6/G7","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","G6/G7","Unknown","45","[c]","56000","53380"
"Leaver CS","2022","No function","Policy","SCS level","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","SEO/HEO","Heterosexual / straight","295","[c]","36080","34250"
"Leaver CS","2022","No function","Policy","SEO/HEO","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","SEO/HEO","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","SEO/HEO","Unknown","95","[c]","35850","35680"
"Leaver CS","2022","No function","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","AA/AO","Heterosexual / straight","65","[c]","20400","19880"
"Leaver CS","2022","No function","Science and Engineering","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","EO","Heterosexual / straight","75","[c]","25050","24960"
"Leaver CS","2022","No function","Science and Engineering","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","G6/G7","Heterosexual / straight","135","[c]","58270","53830"
"Leaver CS","2022","No function","Science and Engineering","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","G6/G7","Unknown","50","[c]","55210","53220"
"Leaver CS","2022","No function","Science and Engineering","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","SEO/HEO","Heterosexual / straight","340","[c]","36380","37190"
"Leaver CS","2022","No function","Science and Engineering","SEO/HEO","LGBO","15","[c]","[c]","[c]"
