"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","G6/G7","Heterosexual / straight","50","[c]","57200","57300"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","60","[c]","37510","36050"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","SEO/HEO","Unknown","35","[c]","37060","36050"
"New entrant CS","2022","Ministry of Justice","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Economics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Economics","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","SEO/HEO","Heterosexual / straight","50","[c]","33700","31970"
"New entrant CS","2022","Ministry of Justice","Human Resources","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","SEO/HEO","Heterosexual / straight","45","[c]","32730","30450"
"New entrant CS","2022","Ministry of Justice","Legal","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","SEO/HEO","Unknown","60","[c]","32720","34260"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","AA/AO","Heterosexual / straight","4025","[c]","23370","23140"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","AA/AO","LGBO","450","[c]","23260","23140"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","AA/AO","Undeclared","185","[c]","23270","23140"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","AA/AO","Unknown","2810","[c]","23100","23140"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","EO","Heterosexual / straight","220","[c]","26290","25120"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","EO","Unknown","165","[c]","26700","27070"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","SEO/HEO","Heterosexual / straight","210","[c]","35800","34260"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","SEO/HEO","Unknown","130","[c]","34740","34260"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","Unknown","Heterosexual / straight","4855","[c]","28740","26310"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","Unknown","LGBO","415","[c]","28610","24800"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","Unknown","Undeclared","305","[c]","30560","28200"
"New entrant CS","2022","Ministry of Justice","Operational Delivery","Unknown","Unknown","3100","[c]","27960","26310"
"New entrant CS","2022","Ministry of Justice","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","EO","Heterosexual / straight","45","[c]","25240","24620"
"New entrant CS","2022","Ministry of Justice","Psychology","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Psychology","SEO/HEO","Heterosexual / straight","55","[c]","29330","27700"
"New entrant CS","2022","Ministry of Justice","Psychology","SEO/HEO","LGBO","10","[c]","[c]","[c]"
