"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Unknown","SCS level","55","[c]","103840","93320"
"New entrant CS","2022","40-49","Unknown","SEO","255","[c]","40510","40180"
"New entrant CS","2022","40-49","Unknown","Unknown","675","[c]","29970","28200"
"New entrant CS","2022","40-49","White","AA","255","[c]","20980","20890"
"New entrant CS","2022","40-49","White","AO","1520","[c]","22210","21260"
"New entrant CS","2022","40-49","White","EO","1255","[c]","27140","27570"
"New entrant CS","2022","40-49","White","G6","195","[c]","66910","65280"
"New entrant CS","2022","40-49","White","G7","640","[c]","53610","52290"
"New entrant CS","2022","40-49","White","HEO","750","[c]","32470","32320"
"New entrant CS","2022","40-49","White","SCS level","90","[c]","90540","85000"
"New entrant CS","2022","40-49","White","SEO","710","[c]","40700","40000"
"New entrant CS","2022","40-49","White","Unknown","995","[c]","32700","28620"
"New entrant CS","2022","50-59","Asian","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AO","60","[c]","22630","21260"
"New entrant CS","2022","50-59","Asian","EO","95","[c]","28200","27570"
"New entrant CS","2022","50-59","Asian","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","HEO","35","[c]","33090","32560"
"New entrant CS","2022","50-59","Asian","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SEO","35","[c]","41840","40870"
"New entrant CS","2022","50-59","Asian","Unknown","45","[c]","31370","28200"
"New entrant CS","2022","50-59","Black","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AO","65","[c]","22840","21840"
"New entrant CS","2022","50-59","Black","EO","100","[c]","28620","28310"
"New entrant CS","2022","50-59","Black","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","Unknown","145","[c]","31380","30200"
"New entrant CS","2022","50-59","Mixed","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","Unknown","35","[c]","32850","31910"
"New entrant CS","2022","50-59","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","AO","35","[c]","21670","21260"
"New entrant CS","2022","50-59","Undeclared","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Unknown","55","[c]","31010","28760"
"New entrant CS","2022","50-59","Unknown","AA","220","[c]","20930","20950"
"New entrant CS","2022","50-59","Unknown","AO","600","[c]","22050","21260"
"New entrant CS","2022","50-59","Unknown","EO","600","[c]","28200","27230"
"New entrant CS","2022","50-59","Unknown","G6","75","[c]","70550","65990"
"New entrant CS","2022","50-59","Unknown","G7","165","[c]","56900","54110"
"New entrant CS","2022","50-59","Unknown","HEO","170","[c]","32430","32560"
"New entrant CS","2022","50-59","Unknown","SCS level","40","[c]","110380","95500"
"New entrant CS","2022","50-59","Unknown","SEO","170","[c]","40820","40000"
"New entrant CS","2022","50-59","Unknown","Unknown","720","[c]","30310","28200"
"New entrant CS","2022","50-59","White","AA","290","[c]","20710","20890"
"New entrant CS","2022","50-59","White","AO","1310","[c]","21830","21260"
"New entrant CS","2022","50-59","White","EO","1130","[c]","27730","27570"
"New entrant CS","2022","50-59","White","G6","120","[c]","68630","66240"
"New entrant CS","2022","50-59","White","G7","425","[c]","54550","52080"
"New entrant CS","2022","50-59","White","HEO","525","[c]","32850","32830"
"New entrant CS","2022","50-59","White","SCS level","50","[c]","106910","104580"
"New entrant CS","2022","50-59","White","SEO","500","[c]","41160","40060"
"New entrant CS","2022","50-59","White","Unknown","1125","[c]","31210","28200"
"New entrant CS","2022","60-64","Asian","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","Unknown","60","[c]","34460","33700"
"New entrant CS","2022","60-64","Mixed","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA","60","[c]","20140","19840"
"New entrant CS","2022","60-64","Unknown","AO","120","[c]","21610","21260"
"New entrant CS","2022","60-64","Unknown","EO","105","[c]","29430","27570"
"New entrant CS","2022","60-64","Unknown","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","HEO","35","[c]","32490","32410"
"New entrant CS","2022","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","SEO","30","[c]","41260","40300"
"New entrant CS","2022","60-64","Unknown","Unknown","280","[c]","30130","28200"
"New entrant CS","2022","60-64","White","AA","85","[c]","20830","20890"
"New entrant CS","2022","60-64","White","AO","285","[c]","21350","21260"
"New entrant CS","2022","60-64","White","EO","155","[c]","27460","27570"
"New entrant CS","2022","60-64","White","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","60-64","White","G7","55","[c]","54840","53520"
"New entrant CS","2022","60-64","White","HEO","70","[c]","32390","32410"
"New entrant CS","2022","60-64","White","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","White","SEO","65","[c]","40150","40000"
"New entrant CS","2022","60-64","White","Unknown","400","[c]","29370","28200"
"New entrant CS","2022","65+","Asian","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","120","[c]","30450","28330"
"New entrant CS","2022","65+","White","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","White","AO","55","[c]","21470","21260"
"New entrant CS","2022","65+","White","EO","35","[c]","27400","27570"
"New entrant CS","2022","65+","White","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","White","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","White","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","White","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","White","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","White","Unknown","160","[c]","31670","28610"
"New entrant CS","2022","Unknown","Asian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","EO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
