"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","London","G7","40","[c]","52860","51320"
"New entrant CS","2022","Asian","Legal","London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Outside London","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Outside London","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","London","AA","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","London","AO","120","[c]","24840","23780"
"New entrant CS","2022","Asian","Operational Delivery","London","EO","300","[c]","30190","31060"
"New entrant CS","2022","Asian","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","London","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","London","HEO","50","[c]","33970","33000"
"New entrant CS","2022","Asian","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","London","SEO","40","[c]","40630","40150"
"New entrant CS","2022","Asian","Operational Delivery","London","Unknown","65","[c]","33280","28640"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","AA","45","[c]","20000","20890"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","AO","915","[c]","21600","21250"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","EO","680","[c]","27270","27570"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","HEO","80","[c]","31910","32360"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","SEO","40","[c]","39230","38200"
"New entrant CS","2022","Asian","Operational Delivery","Outside London","Unknown","185","[c]","25600","23170"
"New entrant CS","2022","Asian","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","London","EO","60","[c]","26800","26950"
"New entrant CS","2022","Asian","Other","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","AO","65","[c]","21310","21260"
"New entrant CS","2022","Asian","Other","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Overseas","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectors","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectors","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","London","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","London","EO","45","[c]","27030","27760"
"New entrant CS","2022","Asian","Policy","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","London","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","London","HEO","95","[c]","33970","33570"
"New entrant CS","2022","Asian","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","London","SEO","35","[c]","41010","40050"
"New entrant CS","2022","Asian","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Tax","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Tax","London","EO","30","[c]","30750","30750"
