"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","55","55","25280","25010"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Heterosexual / straight","30","30","51420","48560"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Unknown","50","45","52810","49970"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Heterosexual / straight","80","80","33460","33670"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Unknown","140","135","32970","30220"
"In post","2022","Analysis","Companies House","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G6/G7","Heterosexual / straight","65","65","63460","59140"
"In post","2022","Analysis","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SCS level","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6/G7","Heterosexual / straight","40","40","51260","47060"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","G6/G7","Unknown","160","150","50560","47060"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO/HEO","Heterosexual / straight","65","60","34420","38070"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","SEO/HEO","Unknown","205","200","35030","38070"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","55","55","62100","57850"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","105","105","36700","35640"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","60","60","57580","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","45","45","37700","38020"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","55","55","55120","53420"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","80","75","38900","41990"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G6/G7","Heterosexual / straight","80","80","55710","51970"
"In post","2022","Analysis","Department for International Trade","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SEO/HEO","Heterosexual / straight","70","70","33810","31800"
"In post","2022","Analysis","Department for International Trade","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Heterosexual / straight","90","90","57490","53760"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Heterosexual / straight","65","65","34890","33210"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","105","100","57500","54760"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","85","85","38790","40080"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","35","35","22730","21260"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","Heterosexual / straight","155","140","59950","57230"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","250","240","36130","36330"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","35","35","38390","37380"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","165","155","57600","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","75","70","58040","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","55","55","35320","32790"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","40","40","36140","32790"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Undeclared","5","5","[c]","[c]"
