"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department of Health and Social Care (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Ministry of Defence (excl. agencies)","Finance","15","[c]","37250","33000"
"Leaver CS","2022","40-49","Finance","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Public Health England","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Rural Payments Agency","Operational Delivery","20","[c]","25250","25310"
"Leaver CS","2022","40-49","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","10","[c]","30630","27570"
"Leaver CS","2022","40-49","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","10","[c]","29860","21340"
"Leaver CS","2022","40-49","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Office of Gas and Electricity Markets","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","UK Health Security Agency","Human Resources","15","[c]","41380","36330"
"Leaver CS","2022","40-49","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Government Internal Audit Agency","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Companies House","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Crown Office and Procurator Fiscal Service","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Crown Prosecution Service","Legal","40","[c]","54370","55000"
"Leaver CS","2022","40-49","Legal","Crown Prosecution Service","Operational Delivery","10","[c]","24640","22200"
"Leaver CS","2022","40-49","Legal","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Government Legal Department","Legal","30","[c]","63110","64640"
"Leaver CS","2022","40-49","Legal","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","HM Land Registry","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Met Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","UK Health Security Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Animal and Plant Health Agency","Operational Delivery","35","[c]","28460","25100"
"Leaver CS","2022","40-49","No function","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Animal and Plant Health Agency","Veterinarian","10","[c]","39690","38380"
"Leaver CS","2022","40-49","No function","Cabinet Office (excl. agencies)","Unknown","25","[c]","60770","54700"
"Leaver CS","2022","40-49","No function","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Crown Commercial Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Equipment and Support","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Equipment and Support","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Defence Science and Technology Laboratory","Science and Engineering","20","[c]","41280","38600"
"Leaver CS","2022","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","30","[c]","61090","53960"
"Leaver CS","2022","40-49","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Digital, Culture, Media and Sport","Policy","10","[c]","48720","45000"
"Leaver CS","2022","40-49","No function","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Education (excl. agencies)","Policy","15","[c]","52940","47350"
"Leaver CS","2022","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for International Trade","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Transport (excl. agencies)","Unknown","35","[c]","51740","54760"
"Leaver CS","2022","40-49","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","810","[c]","26370","27570"
"Leaver CS","2022","40-49","No function","Department for Work and Pensions (excl. agencies)","Other","30","[c]","30600","27570"
"Leaver CS","2022","40-49","No function","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department of Health and Social Care (excl. agencies)","Policy","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Driver and Vehicle Licensing Agency","Operational Delivery","45","[c]","21900","21840"
"Leaver CS","2022","40-49","No function","Driver and Vehicle Standards Agency","Operational Delivery","60","[c]","26610","26530"
"Leaver CS","2022","40-49","No function","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Health and Safety Executive","Operational Delivery","25","[c]","44810","46320"
"Leaver CS","2022","40-49","No function","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Courts and Tribunals Service","Operational Delivery","230","[c]","26020","21410"
"Leaver CS","2022","40-49","No function","HM Land Registry","Operational Delivery","25","[c]","27490","22600"
"Leaver CS","2022","40-49","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Prison and Probation Service","Operational Delivery","825","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Prison and Probation Service","Psychology","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Prison and Probation Service","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Treasury (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Legal Aid Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Maritime and Coastguard Agency","Operational Delivery","25","[c]","30510","26840"
"Leaver CS","2022","40-49","No function","Maritime and Coastguard Agency","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Medicines and Healthcare Products Regulatory Agency","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Medicines and Healthcare Products Regulatory Agency","Other","10","[c]","53800","49930"
"Leaver CS","2022","40-49","No function","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","10","[c]","53890","53830"
"Leaver CS","2022","40-49","No function","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Ministry of Justice (excl. agencies)","Operational Delivery","75","[c]","48870","46550"
"Leaver CS","2022","40-49","No function","National Crime Agency","Operational Delivery","35","[c]","43690","40190"
"Leaver CS","2022","40-49","No function","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","20","[c]","60520","51360"
"Leaver CS","2022","40-49","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Gas and Electricity Markets","Other","20","[c]","54270","54570"
"Leaver CS","2022","40-49","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Public Health England","Knowledge and Information Management","80","[c]","40880","37460"
"Leaver CS","2022","40-49","No function","Public Health England","Medicine","30","[c]","83170","92500"
"Leaver CS","2022","40-49","No function","Public Health England","Operational Delivery","145","[c]","45360","47130"
"Leaver CS","2022","40-49","No function","Public Health England","Science and Engineering","75","[c]","48420","45840"
"Leaver CS","2022","40-49","No function","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Scottish Courts and Tribunals Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Scottish Prison Service","Operational Delivery","15","[c]","28670","26900"
"Leaver CS","2022","40-49","No function","Scottish Prison Service","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","The Insolvency Service","Operational Delivery","10","[c]","25250","26000"
"Leaver CS","2022","40-49","No function","The National Archives","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","UK Health Security Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","UK Health Security Agency","Operational Delivery","115","[c]","45430","40360"
"Leaver CS","2022","40-49","No function","UK Health Security Agency","Science and Engineering","30","[c]","37130","36510"
"Leaver CS","2022","40-49","No function","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","UK Statistics Authority","Operational Delivery","30","[c]","27410","23630"
"Leaver CS","2022","40-49","No function","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Competition and Markets Authority","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Defence Equipment and Support","Other","15","[c]","28960","28060"
"Leaver CS","2022","40-49","Project Delivery","Defence Equipment and Support","Project Delivery","10","[c]","37390","39430"
"Leaver CS","2022","40-49","Project Delivery","Defence Equipment and Support","Science and Engineering","20","[c]","39870","42710"
"Leaver CS","2022","40-49","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","35","[c]","41770","40580"
"Leaver CS","2022","40-49","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Submarine Delivery Agency","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
