"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","No function","Charity Commission","Operational Delivery","55","50","24910","24440"
"In post","2022","20-29","No function","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Companies House","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Companies House","Operational Delivery","70","70","21450","20100"
"In post","2022","20-29","No function","Companies House","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Companies House","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Criminal Injuries Compensation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Criminal Injuries Compensation Authority","Operational Delivery","35","35","23950","20970"
"In post","2022","20-29","No function","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Crown Commercial Service","Operational Delivery","35","35","28020","25520"
"In post","2022","20-29","No function","Crown Commercial Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","375","360","24140","23230"
"In post","2022","20-29","No function","Crown Office and Procurator Fiscal Service","Policy","5","5","[c]","[c]"
"In post","2022","20-29","No function","Defence Electronics and Components Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Defence Electronics and Components Agency","Science and Engineering","30","30","21110","20000"
"In post","2022","20-29","No function","Defence Equipment and Support","Other","5","5","[c]","[c]"
"In post","2022","20-29","No function","Defence Equipment and Support","Project Delivery","10","10","31080","30420"
"In post","2022","20-29","No function","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Defence Science and Technology Laboratory","Operational Delivery","10","10","26160","27010"
"In post","2022","20-29","No function","Defence Science and Technology Laboratory","Operational Research","55","55","32380","29230"
"In post","2022","20-29","No function","Defence Science and Technology Laboratory","Other","30","30","23580","25050"
"In post","2022","20-29","No function","Defence Science and Technology Laboratory","Project Delivery","5","5","[c]","[c]"
"In post","2022","20-29","No function","Defence Science and Technology Laboratory","Science and Engineering","645","645","29490","29230"
"In post","2022","20-29","No function","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","25","25","54620","57620"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","170","170","39100","36930"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","1520","1515","41510","40050"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","15","15","41010","40050"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","Communications","15","15","40480","36520"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","International Trade","10","10","[c]","[c]"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","10","10","36350","34020"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","Other","25","25","36380","34020"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","Policy","460","460","38510","34020"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","Project Delivery","80","75","37660","34020"
"In post","2022","20-29","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Communications","15","15","34740","32940"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Digital, Data and Technology","15","15","36610","34820"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Finance","25","25","39620","37030"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Operational Delivery","85","85","32800","32940"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Policy","645","635","37830","36500"
"In post","2022","20-29","No function","Department for Education (excl. agencies)","Property","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","25","25","37430","34220"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","20","20","33430","30590"
"In post","2022","20-29","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","1145","1135","35200","32560"
"In post","2022","20-29","No function","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","International Trade","475","475","38450","38160"
"In post","2022","20-29","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","Operational Delivery","50","50","35450","32120"
"In post","2022","20-29","No function","Department for International Trade","Other","25","25","38020","32180"
"In post","2022","20-29","No function","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","Policy","105","105","39150","38160"
"In post","2022","20-29","No function","Department for International Trade","Project Delivery","10","10","[c]","[c]"
"In post","2022","20-29","No function","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","80","80","33700","33210"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","35","35","34320","33210"
"In post","2022","20-29","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","600","600","38400","34550"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Operational Delivery","20","20","34950","34710"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Policy","320","315","40650","35240"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Science and Engineering","10","10","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department for Transport (excl. agencies)","Unknown","165","165","35760","34710"
"In post","2022","20-29","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","40","40","38970","36650"
"In post","2022","20-29","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","7510","7355","25930","27570"
"In post","2022","20-29","No function","Department for Work and Pensions (excl. agencies)","Other","865","855","26350","27570"
"In post","2022","20-29","No function","Department for Work and Pensions (excl. agencies)","Psychology","5","5","[c]","[c]"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Commercial","10","10","43850","40650"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Human Resources","10","10","35590","27270"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","105","105","32410","28970"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Department of Health and Social Care (excl. agencies)","Policy","315","315","38750","32790"
"In post","2022","20-29","No function","Driver and Vehicle Licensing Agency","Operational Delivery","630","595","21290","21840"
"In post","2022","20-29","No function","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","No function","Driver and Vehicle Standards Agency","Operational Delivery","210","205","24790","24240"
