"Status","Year","Ethnicity","Parent_department","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Attorney General's Departments","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","40","40","35470","28430"
"In post","2022","Asian","Attorney General's Departments","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Midlands","Outside London","110","100","37440","34480"
"In post","2022","Asian","Attorney General's Departments","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Attorney General's Departments","West Yorkshire","Outside London","50","45","44750","48080"
"In post","2022","Asian","Cabinet Office","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Greater Manchester","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Inner London - East","London","125","125","50980","54700"
"In post","2022","Asian","Cabinet Office","Inner London - West","London","325","320","46200","40600"
"In post","2022","Asian","Cabinet Office","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Midlands","Outside London","30","30","33540","32000"
"In post","2022","Asian","Cabinet Office","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Cabinet Office","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Inner London - West","London","55","50","47300","45130"
"In post","2022","Asian","Chancellor's other departments","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Chancellor's other departments","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","Asian","Charity Commission","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Inner London - East","London","110","110","48930","42290"
"In post","2022","Asian","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Devon","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","East Wales","Outside London","60","60","31790","30530"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester","Outside London","35","35","35210","30950"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Inner London - East","London","40","35","32430","29320"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Inner London - West","London","595","590","44380","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Outer London - South","London","10","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Midlands","Outside London","120","115","30390","28560"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Inner London - West","London","145","145","44740","39020"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Derbyshire and Nottinghamshire","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Department for Education","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","Greater Manchester","Outside London","120","120","35720","30320"
"In post","2022","Asian","Department for Education","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Inner London - West","London","280","270","44410","40780"
"In post","2022","Asian","Department for Education","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Outer London - South","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","South Yorkshire","Outside London","85","85","36870","32300"
"In post","2022","Asian","Department for Education","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","Tees Valley and Durham","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","West Midlands","Outside London","275","270","37560","36500"
"In post","2022","Asian","Department for Education","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","West Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Outside London","35","30","29390","23110"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Devon","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","Outside London","10","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Inner London - West","London","220","215","39830","34830"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","North Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","Outside London","60","60","34870","32560"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Midlands","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Inner London - West","London","255","250","43900","38540"
"In post","2022","Asian","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Inner London - West","London","215","210","44210","39600"
