"Status","Year","Age","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","Outside London","AA/AO","55","55","21560","21130"
"In post","2022","16-19","Eastern Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Essex","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","40","40","20430","21070"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","95","95","19020","18030"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Outside London","AA/AO","40","40","21300","21250"
"In post","2022","16-19","Greater Manchester","Outside London","EO","15","15","25620","25000"
"In post","2022","16-19","Greater Manchester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","AA/AO","25","25","21880","21170"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","London","AA/AO","15","15","24700","24750"
"In post","2022","16-19","Inner London - East","London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","AA/AO","30","30","23770","23770"
"In post","2022","16-19","Inner London - West","London","EO","60","60","25970","25170"
"In post","2022","16-19","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","Outside London","AA/AO","30","30","23330","21680"
"In post","2022","16-19","Kent","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","AA/AO","20","20","21080","21260"
"In post","2022","16-19","Lancashire","Outside London","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","20","20","21280","20970"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","Outside London","AA/AO","45","45","21190","21250"
"In post","2022","16-19","Merseyside","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","AA/AO","50","50","21110","21250"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","London","AA/AO","10","10","25860","25110"
"In post","2022","16-19","Outer London - East and North East","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","AA/AO","10","5","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","AA/AO","15","15","21210","21840"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","AA/AO","15","15","21500","21260"
"In post","2022","16-19","South Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","AA/AO","15","15","21440","21250"
"In post","2022","16-19","Southern Scotland","Outside London","EO","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","AA/AO","20","20","24080","23140"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","AA/AO","10","10","21550","21260"
"In post","2022","16-19","Tees Valley and Durham","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","West Central Scotland","Outside London","AA/AO","50","45","21220","21050"
"In post","2022","16-19","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","AA/AO","35","30","21190","21260"
"In post","2022","16-19","West Midlands","Outside London","EO","15","15","24610","24830"
"In post","2022","16-19","West Wales and The Valleys","Outside London","AA/AO","80","70","19390","18310"
"In post","2022","16-19","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","Outside London","AA/AO","60","55","21350","21250"
"In post","2022","16-19","West Yorkshire","Outside London","EO","10","10","26080","26590"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","AA/AO","290","290","25910","26890"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","EO","225","220","28220","27570"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","100","100","36290","37000"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Unknown","75","75","25510","24800"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","715","705","25900","25630"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","355","355","28450","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","10","10","55110","53270"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","200","200","34210","33000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","190","190","24780","24090"
"In post","2022","20-29","Cheshire","Outside London","AA/AO","300","295","22830","21960"
"In post","2022","20-29","Cheshire","Outside London","EO","250","250","29610","28840"
"In post","2022","20-29","Cheshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","Outside London","SEO/HEO","80","80","34380","33300"
"In post","2022","20-29","Cheshire","Outside London","Unknown","40","35","24970","24800"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","AA/AO","85","85","21380","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","EO","40","40","27160","27570"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","SEO/HEO","10","10","33680","33000"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","AA/AO","145","140","22080","21300"
"In post","2022","20-29","Cumbria","Outside London","EO","45","45","25680","24920"
"In post","2022","20-29","Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","SEO/HEO","20","20","31250","30320"
"In post","2022","20-29","Cumbria","Outside London","Unknown","35","35","29320","30880"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","AA/AO","860","840","22530","21260"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","EO","690","680","26660","26630"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","G6/G7","45","45","53160","54160"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","SEO/HEO","500","495","33390","33080"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Unknown","120","115","25640","23170"
"In post","2022","20-29","Devon","Outside London","AA/AO","505","495","22250","21750"
"In post","2022","20-29","Devon","Outside London","EO","290","285","26660","27130"
"In post","2022","20-29","Devon","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Devon","Outside London","SEO/HEO","195","195","34180","33370"
"In post","2022","20-29","Devon","Outside London","Unknown","85","80","25110","23860"
"In post","2022","20-29","Dorset and Somerset","Outside London","AA/AO","290","280","22710","21280"
"In post","2022","20-29","Dorset and Somerset","Outside London","EO","155","155","26700","26740"
"In post","2022","20-29","Dorset and Somerset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","Outside London","SEO/HEO","85","85","33680","33290"
"In post","2022","20-29","Dorset and Somerset","Outside London","Unknown","65","60","24520","23170"
"In post","2022","20-29","East Anglia","Outside London","AA/AO","850","830","24100","22600"
"In post","2022","20-29","East Anglia","Outside London","EO","410","405","26500","26350"
"In post","2022","20-29","East Anglia","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","East Anglia","Outside London","SEO/HEO","245","240","32650","31750"
"In post","2022","20-29","East Anglia","Outside London","Unknown","160","155","24290","24270"
"In post","2022","20-29","East Wales","Outside London","AA/AO","1290","1260","21860","21250"
"In post","2022","20-29","East Wales","Outside London","EO","990","975","26360","26590"
"In post","2022","20-29","East Wales","Outside London","G6/G7","95","95","52470","50320"
"In post","2022","20-29","East Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Wales","Outside London","SEO/HEO","1035","1030","33760","33080"
"In post","2022","20-29","East Wales","Outside London","Unknown","115","115","24000","23170"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","490","480","23340","23140"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","EO","130","130","27030","27130"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","SEO/HEO","30","30","30640","29060"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","60","55","23920","23170"
"In post","2022","20-29","Eastern Scotland","Outside London","AA/AO","1445","1405","22490","21640"
"In post","2022","20-29","Eastern Scotland","Outside London","EO","955","940","28290","27230"
"In post","2022","20-29","Eastern Scotland","Outside London","G6/G7","100","100","53070","50140"
"In post","2022","20-29","Eastern Scotland","Outside London","SEO/HEO","855","850","35350","33300"
"In post","2022","20-29","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Essex","Outside London","AA/AO","270","270","24060","24250"
"In post","2022","20-29","Essex","Outside London","EO","225","220","28040","29290"
"In post","2022","20-29","Essex","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Essex","Outside London","SEO/HEO","65","60","34230","33080"
"In post","2022","20-29","Essex","Outside London","Unknown","110","110","24990","24090"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","895","870","21910","21260"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","1640","1625","25130","26030"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6/G7","120","120","51630","49890"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO/HEO","2345","2325","32150","31600"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","530","525","27820","27540"
"In post","2022","20-29","Greater Manchester","Outside London","AA/AO","1105","1080","21680","21250"
"In post","2022","20-29","Greater Manchester","Outside London","EO","1250","1245","26350","26590"
"In post","2022","20-29","Greater Manchester","Outside London","G6/G7","150","150","53160","52150"
"In post","2022","20-29","Greater Manchester","Outside London","SEO/HEO","1195","1190","33780","33080"
"In post","2022","20-29","Greater Manchester","Outside London","Unknown","230","220","25000","23170"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","AA/AO","555","530","22850","21250"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","EO","510","500","25930","26350"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","G6/G7","35","35","51360","50210"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","SEO/HEO","805","800","32820","31000"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Unknown","90","90","24970","24090"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","320","315","23020","23140"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","105","105","26380","27570"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO/HEO","40","40","31780","30450"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","60","60","24550","24090"
"In post","2022","20-29","Highlands and Islands","Outside London","AA/AO","115","115","23040","22810"
"In post","2022","20-29","Highlands and Islands","Outside London","EO","55","55","28470","27570"
"In post","2022","20-29","Highlands and Islands","Outside London","SEO/HEO","20","20","34690","32160"
"In post","2022","20-29","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Inner London - East","London","AA/AO","415","410","26830","25110"
"In post","2022","20-29","Inner London - East","London","EO","1285","1275","30650","31060"
"In post","2022","20-29","Inner London - East","London","G6/G7","330","330","57260","56010"
"In post","2022","20-29","Inner London - East","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Inner London - East","London","SEO/HEO","1165","1160","37280","37610"
"In post","2022","20-29","Inner London - East","London","Unknown","175","175","28490","27060"
"In post","2022","20-29","Inner London - West","London","AA/AO","965","950","25820","24490"
"In post","2022","20-29","Inner London - West","London","EO","2620","2600","28430","27960"
"In post","2022","20-29","Inner London - West","London","G6/G7","3370","3360","55430","54070"
"In post","2022","20-29","Inner London - West","London","SCS level","10","10","[c]","[c]"
"In post","2022","20-29","Inner London - West","London","SEO/HEO","9785","9755","36040","34710"
"In post","2022","20-29","Inner London - West","London","Unknown","50","50","29910","27060"
"In post","2022","20-29","Kent","Outside London","AA/AO","715","705","25480","24250"
"In post","2022","20-29","Kent","Outside London","EO","385","380","27320","25220"
"In post","2022","20-29","Kent","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Kent","Outside London","SEO/HEO","65","65","32660","30820"
"In post","2022","20-29","Kent","Outside London","Unknown","70","65","25950","24270"
"In post","2022","20-29","Lancashire","Outside London","AA/AO","995","975","22110","21260"
"In post","2022","20-29","Lancashire","Outside London","EO","485","475","27430","27570"
"In post","2022","20-29","Lancashire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Lancashire","Outside London","SEO/HEO","125","125","33560","31990"
"In post","2022","20-29","Lancashire","Outside London","Unknown","100","95","24810","23170"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","615","595","22390","21260"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","EO","200","200","27080","27570"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","SEO/HEO","55","55","32650","31990"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","100","95","25110","23170"
"In post","2022","20-29","Lincolnshire","Outside London","AA/AO","165","160","22940","23140"
"In post","2022","20-29","Lincolnshire","Outside London","EO","80","80","27420","27570"
"In post","2022","20-29","Lincolnshire","Outside London","SEO/HEO","30","30","32070","32170"
"In post","2022","20-29","Lincolnshire","Outside London","Unknown","35","35","24230","23170"
"In post","2022","20-29","Merseyside","Outside London","AA/AO","1305","1265","21450","21260"
"In post","2022","20-29","Merseyside","Outside London","EO","1160","1150","25940","26270"
"In post","2022","20-29","Merseyside","Outside London","G6/G7","40","40","53900","54160"
"In post","2022","20-29","Merseyside","Outside London","SEO/HEO","555","555","33330","33080"
"In post","2022","20-29","Merseyside","Outside London","Unknown","130","130","24800","24090"
"In post","2022","20-29","North Eastern Scotland","Outside London","AA/AO","100","95","24630","23230"
"In post","2022","20-29","North Eastern Scotland","Outside London","EO","85","85","28680","27570"
"In post","2022","20-29","North Eastern Scotland","Outside London","SEO/HEO","60","60","35370","31540"
"In post","2022","20-29","North Yorkshire","Outside London","AA/AO","185","180","22260","21300"
"In post","2022","20-29","North Yorkshire","Outside London","EO","190","190","25920","26370"
"In post","2022","20-29","North Yorkshire","Outside London","G6/G7","15","15","50820","49700"
"In post","2022","20-29","North Yorkshire","Outside London","SEO/HEO","170","170","32800","32000"
"In post","2022","20-29","North Yorkshire","Outside London","Unknown","45","40","23350","23170"
"In post","2022","20-29","Northern Ireland","Outside London","AA/AO","270","260","21220","21250"
"In post","2022","20-29","Northern Ireland","Outside London","EO","175","175","26120","26590"
"In post","2022","20-29","Northern Ireland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Outside London","SEO/HEO","105","105","33630","33080"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","AA/AO","1250","1210","21260","21250"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","EO","1045","1030","26660","26820"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","G6/G7","70","70","52660","52640"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","SEO/HEO","745","740","33800","33080"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Unknown","110","105","24650","23170"
"In post","2022","20-29","Outer London - East and North East","London","AA/AO","335","330","27470","25110"
"In post","2022","20-29","Outer London - East and North East","London","EO","305","300","30940","31060"
"In post","2022","20-29","Outer London - East and North East","London","SEO/HEO","25","25","35250","34500"
"In post","2022","20-29","Outer London - East and North East","London","Unknown","80","80","27790","27060"
"In post","2022","20-29","Outer London - South","London","AA/AO","285","275","24520","25330"
"In post","2022","20-29","Outer London - South","London","EO","595","595","29950","30600"
"In post","2022","20-29","Outer London - South","London","G6/G7","95","95","60050","59430"
"In post","2022","20-29","Outer London - South","London","SEO/HEO","580","580","37700","37610"
"In post","2022","20-29","Outer London - South","London","Unknown","45","45","28760","27060"
"In post","2022","20-29","Outer London - West and North West","London","AA/AO","355","345","26500","25110"
"In post","2022","20-29","Outer London - West and North West","London","EO","695","675","29370","28700"
"In post","2022","20-29","Outer London - West and North West","London","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Outer London - West and North West","London","SEO/HEO","290","290","34960","34630"
"In post","2022","20-29","Outer London - West and North West","London","Unknown","80","80","29550","27060"
"In post","2022","20-29","Overseas","Overseas","AA/AO","15","15","21030","21170"
"In post","2022","20-29","Overseas","Overseas","EO","25","25","27210","26540"
"In post","2022","20-29","Overseas","Overseas","G6/G7","35","35","52730","52190"
"In post","2022","20-29","Overseas","Overseas","SEO/HEO","245","245","34820","33230"
"In post","2022","20-29","Overseas","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","AA/AO","670","650","22940","22600"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","EO","290","285","27220","27130"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","SEO/HEO","150","145","34050","33300"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","Unknown","75","75","25980","24090"
"In post","2022","20-29","South Yorkshire","Outside London","AA/AO","545","530","22490","21680"
"In post","2022","20-29","South Yorkshire","Outside London","EO","460","455","26250","25000"
"In post","2022","20-29","South Yorkshire","Outside London","G6/G7","50","50","51970","49860"
"In post","2022","20-29","South Yorkshire","Outside London","SEO/HEO","335","330","33390","31990"
"In post","2022","20-29","South Yorkshire","Outside London","Unknown","95","95","25550","24090"
"In post","2022","20-29","Southern Scotland","Outside London","AA/AO","405","390","22100","21250"
"In post","2022","20-29","Southern Scotland","Outside London","EO","260","255","26540","27230"
"In post","2022","20-29","Southern Scotland","Outside London","G6/G7","15","15","48420","48500"
"In post","2022","20-29","Southern Scotland","Outside London","SEO/HEO","125","125","35170","33930"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","AA/AO","550","540","25710","24370"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","EO","380","380","27600","27570"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","G6/G7","15","10","56730","53270"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","SEO/HEO","130","130","34520","33080"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","Unknown","115","115","26050","24090"
"In post","2022","20-29","Tees Valley and Durham","Outside London","AA/AO","795","770","22740","22010"
"In post","2022","20-29","Tees Valley and Durham","Outside London","EO","295","290","26520","27130"
"In post","2022","20-29","Tees Valley and Durham","Outside London","G6/G7","25","25","51090","49860"
"In post","2022","20-29","Tees Valley and Durham","Outside London","SEO/HEO","165","165","31970","30450"
"In post","2022","20-29","Tees Valley and Durham","Outside London","Unknown","100","100","24930","23170"
"In post","2022","20-29","Unknown","Unknown","AA/AO","35","35","21380","21170"
"In post","2022","20-29","Unknown","Unknown","EO","100","100","27870","27570"
"In post","2022","20-29","Unknown","Unknown","G6/G7","15","15","53970","54700"
"In post","2022","20-29","Unknown","Unknown","SEO/HEO","275","275","31080","29250"
"In post","2022","20-29","Unknown","Unknown","Unknown","380","380","28260","28980"
"In post","2022","20-29","West Central Scotland","Outside London","AA/AO","1375","1330","22230","21260"
"In post","2022","20-29","West Central Scotland","Outside London","EO","840","830","27070","27230"
"In post","2022","20-29","West Central Scotland","Outside London","G6/G7","55","55","52170","49860"
"In post","2022","20-29","West Central Scotland","Outside London","SEO/HEO","685","685","34710","33080"
"In post","2022","20-29","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Midlands","Outside London","AA/AO","1185","1145","21430","21250"
"In post","2022","20-29","West Midlands","Outside London","EO","1140","1125","26710","26820"
"In post","2022","20-29","West Midlands","Outside London","G6/G7","105","105","52520","50430"
"In post","2022","20-29","West Midlands","Outside London","SEO/HEO","770","765","33110","33080"
"In post","2022","20-29","West Midlands","Outside London","Unknown","175","165","24800","23170"
"In post","2022","20-29","West Wales and The Valleys","Outside London","AA/AO","1135","1080","21460","21840"
"In post","2022","20-29","West Wales and The Valleys","Outside London","EO","545","535","27240","27570"
"In post","2022","20-29","West Wales and The Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","West Wales and The Valleys","Outside London","SEO/HEO","165","165","34680","33190"
"In post","2022","20-29","West Wales and The Valleys","Outside London","Unknown","135","135","24030","23170"
"In post","2022","20-29","West Yorkshire","Outside London","AA/AO","1385","1340","22160","21250"
"In post","2022","20-29","West Yorkshire","Outside London","EO","1205","1195","26810","26820"
"In post","2022","20-29","West Yorkshire","Outside London","G6/G7","165","165","53030","50430"
"In post","2022","20-29","West Yorkshire","Outside London","SEO/HEO","920","915","33280","33080"
"In post","2022","20-29","West Yorkshire","Outside London","Unknown","165","165","24770","23550"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","AA/AO","225","210","26490","27180"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","EO","270","260","28950","29290"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","G6/G7","80","75","58000","57140"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","SEO/HEO","235","230","37880","37640"
"In post","2022","30-39","Bedfordshire and Hertfordshire","Outside London","Unknown","95","85","28860","27410"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","685","660","27660","27680"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","440","415","29660","28660"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6/G7","125","125","56860","54540"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","10","5","[c]","[c]"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO/HEO","480","465","37670","37970"
"In post","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","150","140","29720","30210"
"In post","2022","30-39","Cheshire","Outside London","AA/AO","255","235","23110","21300"
"In post","2022","30-39","Cheshire","Outside London","EO","330","320","30810","30640"
"In post","2022","30-39","Cheshire","Outside London","G6/G7","50","50","55070","51370"
"In post","2022","30-39","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Cheshire","Outside London","SEO/HEO","260","255","37820","36740"
"In post","2022","30-39","Cheshire","Outside London","Unknown","75","70","28760","26310"
"In post","2022","30-39","Cornwall and Isles of Scilly","Outside London","AA/AO","115","100","21250","21260"
"In post","2022","30-39","Cornwall and Isles of Scilly","Outside London","EO","85","80","27340","27570"
"In post","2022","30-39","Cornwall and Isles of Scilly","Outside London","G6/G7","10","10","61240","59760"
