"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Cabinet Office","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Cabinet Office","Unknown","35","[c]","79110","74000"
"Leaver CS","2022","40-49","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Environment, Food and Rural Affairs","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Department of Health and Social Care","Commercial","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Ministry of Defence","Commercial","10","[c]","35190","29700"
"Leaver CS","2022","40-49","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Department of Health and Social Care","Communications","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Ministry of Defence","Communications","10","[c]","44130","40320"
"Leaver CS","2022","40-49","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Department for Work and Pensions","Counter Fraud","10","[c]","28460","27570"
"Leaver CS","2022","40-49","Counter Fraud","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Department for Work and Pensions","Other","25","[c]","21750","21260"
"Leaver CS","2022","40-49","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Cabinet Office","Unknown","35","[c]","70180","65480"
"Leaver CS","2022","40-49","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","20","[c]","42840","43350"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Education","Digital, Data and Technology","15","[c]","44300","40300"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Education","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","15","[c]","47100","39280"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","35","[c]","53580","54840"
"Leaver CS","2022","40-49","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","20","[c]","42630","39400"
"Leaver CS","2022","40-49","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","15","[c]","41760","38550"
"Leaver CS","2022","40-49","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","30","[c]","38160","33290"
"Leaver CS","2022","40-49","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","10","[c]","42490","36840"
"Leaver CS","2022","40-49","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Business, Energy and Industrial Strategy","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Department for Education","Commercial","[c]","[c]","[c]","[c]"
