"Status","Year","Ethnicity","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Project Delivery","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Submarine Delivery Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Valuation Office Agency","Outside London","30","[c]","30750","24670"
"Leaver CS","2022","Undeclared","Security","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","Outside London","35","[c]","32650","39070"
"Leaver CS","2022","Undeclared","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Forestry and Land Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","155","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Home Office","London","55","[c]","38240","35050"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Outside London","70","[c]","28800","27370"
"Leaver CS","2022","Undeclared","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Outside London","90","[c]","28850","24970"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office (excl. agencies)","London","60","[c]","81820","71460"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office (excl. agencies)","Outside London","35","[c]","82040","72500"
"Leaver CS","2022","Unknown","Commercial","Cabinet Office (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Education (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Public Health England","London","[c]","[c]","[c]","[c]"
