"Status","Year","Ethnicity","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Counter Fraud","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Department for Work and Pensions (excl. agencies)","Outside London","50","45","22360","21260"
"In post","2022","Black","Debt","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","HM Revenue and Customs (excl. agencies)","London","90","80","28720","26400"
"In post","2022","Black","Debt","HM Revenue and Customs (excl. agencies)","Outside London","70","65","22250","21250"
"In post","2022","Black","Debt","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","65","60","45950","42350"
"In post","2022","Black","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Defence Equipment and Support","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Education (excl. agencies)","London","20","20","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for International Trade","London","5","5","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Transport (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","25","25","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","60","60","37550","32500"
"In post","2022","Black","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Courts and Tribunals Service","London","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","25","25","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","70","65","38060","33370"
"In post","2022","Black","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Intellectual Property Office","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","35","35","45720","41750"
"In post","2022","Black","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","National Crime Agency","London","5","5","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Debt Management Office","London","5","5","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Health Security Agency","London","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Health Security Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Cabinet Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Black","Finance","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Defence Equipment and Support","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Finance","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Black","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2022","Black","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department for Education (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Black","Finance","Department for Education (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Black","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department for International Trade","London","15","15","[c]","[c]"
"In post","2022","Black","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department for Transport (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Black","Finance","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department for Work and Pensions (excl. agencies)","London","35","35","40170","36650"
"In post","2022","Black","Finance","Department for Work and Pensions (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Finance","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Department of Health and Social Care (excl. agencies)","London","15","10","[c]","[c]"
"In post","2022","Black","Finance","Department of Health and Social Care (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Finance","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Education and Skills Funding Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","HM Courts and Tribunals Service","London","5","5","[c]","[c]"
"In post","2022","Black","Finance","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","HM Revenue and Customs (excl. agencies)","London","35","35","44460","38200"
"In post","2022","Black","Finance","HM Revenue and Customs (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Finance","HM Treasury (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","Black","Finance","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Ministry of Defence (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Black","Finance","Ministry of Defence (excl. agencies)","Outside London","30","30","33760","33300"
"In post","2022","Black","Finance","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Ministry of Justice (excl. agencies)","London","40","40","40010","38370"
"In post","2022","Black","Finance","Ministry of Justice (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Finance","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Export Finance","London","10","10","[c]","[c]"
"In post","2022","Black","Finance","UK Health Security Agency","London","5","5","[c]","[c]"
"In post","2022","Black","Finance","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Rural Payments Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Cabinet Office (excl. agencies)","London","30","30","41730","38110"
"In post","2022","Black","Human Resources","Cabinet Office (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
