"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Outside London","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","EO","Undeclared","30","[c]","29520","29970"
"New entrant CS","2022","Undeclared","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","HEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","Unknown","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","AA","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","AO","Heterosexual / straight","70","[c]","21660","21260"
"New entrant CS","2022","Undeclared","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","AO","Undeclared","115","[c]","22220","21260"
"New entrant CS","2022","Undeclared","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","EO","Heterosexual / straight","40","[c]","27410","27570"
"New entrant CS","2022","Undeclared","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","EO","Undeclared","105","[c]","26870","27390"
"New entrant CS","2022","Undeclared","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","G7","Undeclared","45","[c]","53080","50430"
"New entrant CS","2022","Undeclared","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","HEO","Undeclared","65","[c]","31810","31660"
"New entrant CS","2022","Undeclared","Outside London","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","SEO","Undeclared","55","[c]","39060","37500"
"New entrant CS","2022","Undeclared","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Outside London","Unknown","Undeclared","70","[c]","30750","28620"
"New entrant CS","2022","Undeclared","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA","Unknown","155","[c]","22970","22460"
"New entrant CS","2022","Unknown","London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AO","Unknown","575","[c]","26520","25630"
"New entrant CS","2022","Unknown","London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","EO","Undeclared","120","[c]","27480","27270"
"New entrant CS","2022","Unknown","London","EO","Unknown","1045","[c]","28890","28650"
"New entrant CS","2022","Unknown","London","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","G6","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","G6","Unknown","105","[c]","70460","66230"
"New entrant CS","2022","Unknown","London","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","G7","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","G7","Unknown","345","[c]","57420","54700"
"New entrant CS","2022","Unknown","London","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","HEO","Undeclared","105","[c]","32820","32790"
"New entrant CS","2022","Unknown","London","HEO","Unknown","1105","[c]","31930","32560"
"New entrant CS","2022","Unknown","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SCS level","Unknown","60","[c]","102010","85100"
"New entrant CS","2022","Unknown","London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SEO","Undeclared","55","[c]","41240","40650"
"New entrant CS","2022","Unknown","London","SEO","Unknown","365","[c]","41570","41750"
"New entrant CS","2022","Unknown","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Unknown","Unknown","295","[c]","33520","32090"
"New entrant CS","2022","Unknown","Outside London","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA","Unknown","1380","[c]","20590","20890"
"New entrant CS","2022","Unknown","Outside London","AO","Heterosexual / straight","70","[c]","22050","21260"
"New entrant CS","2022","Unknown","Outside London","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AO","Unknown","5760","[c]","21990","21260"
"New entrant CS","2022","Unknown","Outside London","EO","Heterosexual / straight","50","[c]","26700","27230"
"New entrant CS","2022","Unknown","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","EO","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","EO","Unknown","3285","[c]","26350","26590"
"New entrant CS","2022","Unknown","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","G6","Unknown","155","[c]","69420","65280"
"New entrant CS","2022","Unknown","Outside London","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","G7","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","G7","Unknown","495","[c]","54930","52080"
"New entrant CS","2022","Unknown","Outside London","HEO","Heterosexual / straight","40","[c]","30400","30280"
"New entrant CS","2022","Unknown","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","HEO","Undeclared","65","[c]","30350","28970"
"New entrant CS","2022","Unknown","Outside London","HEO","Unknown","1410","[c]","31150","31540"
"New entrant CS","2022","Unknown","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","SCS level","Unknown","50","[c]","103510","90100"
"New entrant CS","2022","Unknown","Outside London","SEO","Heterosexual / straight","30","[c]","39820","38750"
"New entrant CS","2022","Unknown","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","SEO","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","SEO","Unknown","715","[c]","39720","39660"
"New entrant CS","2022","Unknown","Outside London","Unknown","Heterosexual / straight","35","[c]","25990","24540"
"New entrant CS","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Unknown","Unknown","2755","[c]","27500","25480"
"New entrant CS","2022","Unknown","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","Unknown","40","[c]","27040","27500"
"New entrant CS","2022","Unknown","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HEO","Unknown","70","[c]","29180","28000"
"New entrant CS","2022","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
