"Status","Year","Disability","Ethnicity","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Undeclared","South West (England)","Cornwall and Isles of Scilly","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","South West (England)","Devon","55","50","28060","27570"
"In post","2022","Declared disabled","Undeclared","South West (England)","Dorset and Somerset","35","30","28900","27130"
"In post","2022","Declared disabled","Undeclared","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","37460","34310"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Wales","East Wales","50","50","33150","29170"
"In post","2022","Declared disabled","Undeclared","Wales","West Wales and The Valleys","60","55","27020","27130"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Shropshire and Staffordshire","35","30","31500","28730"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","West Midlands","95","85","29410","27570"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","North Yorkshire","25","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","South Yorkshire","45","45","30570","27570"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","West Yorkshire","75","65","30300","27190"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","40","35","31000","27570"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","East Anglia","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","Essex","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","Inner London - East","55","50","37400","34570"
"In post","2022","Declared disabled","Unknown","London","Inner London - West","145","145","43520","39440"
"In post","2022","Declared disabled","Unknown","London","Outer London - East and North East","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","Outer London - South","35","30","37460","33700"
"In post","2022","Declared disabled","Unknown","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North East (England)","Northumberland, and Tyne and Wear","65","50","26850","22080"
"In post","2022","Declared disabled","Unknown","North East (England)","Tees Valley and Durham","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North West (England)","Cheshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North West (England)","Greater Manchester","45","40","33970","28570"
"In post","2022","Declared disabled","Unknown","North West (England)","Lancashire","30","30","28680","27570"
"In post","2022","Declared disabled","Unknown","North West (England)","Merseyside","55","50","26830","22600"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","Eastern Scotland","125","110","32930","34600"
"In post","2022","Declared disabled","Unknown","Scotland","Highlands and Islands","10","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","North Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","Southern Scotland","35","30","29550","26840"
"In post","2022","Declared disabled","Unknown","Scotland","West Central Scotland","90","85","32550","34030"
"In post","2022","Declared disabled","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South East (England)","Hampshire and Isle of Wight","50","45","30560","26670"
"In post","2022","Declared disabled","Unknown","South East (England)","Kent","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South East (England)","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","Devon","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","38140","32790"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","East Wales","35","25","35600","30710"
"In post","2022","Declared disabled","Unknown","Wales","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","West Midlands","55","50","29160","27570"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","North Yorkshire","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","West Yorkshire","30","25","[c]","[c]"
"In post","2022","Declared disabled","White","East Midlands (England)","Derbyshire and Nottinghamshire","1435","1320","30400","27570"
"In post","2022","Declared disabled","White","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","580","530","27770","27380"
"In post","2022","Declared disabled","White","East Midlands (England)","Lincolnshire","385","355","28470","27570"
"In post","2022","Declared disabled","White","East of England","Bedfordshire and Hertfordshire","370","340","32050","29290"
"In post","2022","Declared disabled","White","East of England","East Anglia","1310","1200","29760","27570"
"In post","2022","Declared disabled","White","East of England","Essex","565","510","30310","29290"
"In post","2022","Declared disabled","White","London","Inner London - East","920","875","42640","38000"
"In post","2022","Declared disabled","White","London","Inner London - West","3635","3520","47600","42580"
"In post","2022","Declared disabled","White","London","Outer London - East and North East","255","235","30750","31060"
"In post","2022","Declared disabled","White","London","Outer London - South","645","610","39950","35200"
"In post","2022","Declared disabled","White","London","Outer London - West and North West","405","375","33000","31060"
"In post","2022","Declared disabled","White","North East (England)","Northumberland, and Tyne and Wear","2370","2095","28180","26820"
"In post","2022","Declared disabled","White","North East (England)","Tees Valley and Durham","1135","1010","28250","27570"
"In post","2022","Declared disabled","White","North West (England)","Cheshire","410","375","30320","27570"
"In post","2022","Declared disabled","White","North West (England)","Cumbria","240","215","28890","25860"
"In post","2022","Declared disabled","White","North West (England)","Greater Manchester","1945","1790","31100","27570"
"In post","2022","Declared disabled","White","North West (England)","Lancashire","1815","1625","27910","27570"
"In post","2022","Declared disabled","White","North West (England)","Merseyside","2255","2030","28830","26820"
"In post","2022","Declared disabled","White","Northern Ireland","Northern Ireland","320","300","29240","26820"
"In post","2022","Declared disabled","White","Overseas","Overseas","185","185","48400","51500"
"In post","2022","Declared disabled","White","Scotland","Eastern Scotland","1810","1685","33920","28920"
"In post","2022","Declared disabled","White","Scotland","Highlands and Islands","165","145","28190","27570"
"In post","2022","Declared disabled","White","Scotland","North Eastern Scotland","115","110","33430","27570"
"In post","2022","Declared disabled","White","Scotland","Southern Scotland","475","420","29140","26990"
"In post","2022","Declared disabled","White","Scotland","West Central Scotland","1740","1570","29440","27230"
"In post","2022","Declared disabled","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","830","780","32630","29530"
"In post","2022","Declared disabled","White","South East (England)","Hampshire and Isle of Wight","1475","1340","30590","27570"
"In post","2022","Declared disabled","White","South East (England)","Kent","855","790","29810","29260"
"In post","2022","Declared disabled","White","South East (England)","Surrey, East and West Sussex","885","800","29870","27570"
"In post","2022","Declared disabled","White","South West (England)","Cornwall and Isles of Scilly","230","205","26930","27570"
"In post","2022","Declared disabled","White","South West (England)","Devon","950","850","29340","27570"
