"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Croydon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Croydon","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Croydon","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Darlington","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Darlington","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Devon CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Dorset","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","EO","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Dorset","EO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Dorset","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Dorset","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Dorset","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","SEO/HEO","Female","30","30","32270","30220"
"In post","2022","Analysis","Dorset","SEO/HEO","Male","30","30","33410","30640"
"In post","2022","Analysis","Durham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Ayrshire and North Ayrshire mainland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Ayrshire and North Ayrshire mainland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","East Derbyshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Derbyshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lothian and Midlothian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lothian and Midlothian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Glasgow City","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Glasgow City","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Gwent Valleys","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gwent Valleys","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","SEO/HEO","Female","30","30","39810","37930"
"In post","2022","Analysis","Hackney and Newham","SEO/HEO","Male","70","70","40050","37930"
"In post","2022","Analysis","Haringey and Islington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Haringey and Islington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Harrow and Hillingdon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Harrow and Hillingdon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hartlepool and Stockton-on-Tees","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hartlepool and Stockton-on-Tees","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Heart of Essex","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Heart of Essex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent Thames Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent Thames Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lambeth","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lambeth","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leeds","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Leeds","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Leeds","EO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Leeds","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Leeds","G6/G7","Female","40","35","54600","52080"
"In post","2022","Analysis","Leeds","G6/G7","Male","50","45","54820","52150"
"In post","2022","Analysis","Leeds","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leeds","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leeds","SEO/HEO","Female","55","50","35580","36320"
"In post","2022","Analysis","Leeds","SEO/HEO","Male","50","50","34380","34020"
"In post","2022","Analysis","Leicester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lewisham and Southwark","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lewisham and Southwark","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Liverpool","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Liverpool","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Liverpool","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","SEO/HEO","Female","30","30","35920","33370"
"In post","2022","Analysis","Liverpool","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Luton","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Luton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Manchester","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Manchester","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Manchester","EO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Manchester","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Manchester","G6/G7","Female","30","25","54420","55210"
"In post","2022","Analysis","Manchester","G6/G7","Male","35","35","56840","55210"
"In post","2022","Analysis","Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Manchester","SEO/HEO","Female","80","80","35620","33370"
"In post","2022","Analysis","Manchester","SEO/HEO","Male","110","110","35550","33370"
"In post","2022","Analysis","Medway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
