"Status","Year","Age","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","46180","44780"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Science and Engineering","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Operational Delivery","Devon","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Operational Delivery","Tees Valley and Durham","10","[c]","21630","21420"
"Leaver CS","2022","50-59","Property","Operational Delivery","West Yorkshire","20","[c]","21700","22040"
"Leaver CS","2022","50-59","Property","Other","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Other","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Hampshire and Isle of Wight","10","[c]","40550","40580"
"Leaver CS","2022","50-59","Property","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Intelligence Analysis","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Intelligence Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","33860","39070"
"Leaver CS","2022","50-59","Security","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Devon","10","[c]","32450","33580"
"Leaver CS","2022","50-59","Security","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","East Anglia","15","[c]","48770","39070"
"Leaver CS","2022","50-59","Security","Security","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Essex","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","28370","26670"
"Leaver CS","2022","50-59","Security","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Hampshire and Isle of Wight","15","[c]","28300","25000"
"Leaver CS","2022","50-59","Security","Security","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","North Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Security","West Central Scotland","35","[c]","38660","39070"
"Leaver CS","2022","50-59","Security","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","North Yorkshire","15","[c]","31100","26670"
"Leaver CS","2022","50-59","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data and Technology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data and Technology","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data and Technology","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data and Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Kent","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intelligence Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Knowledge and Information Management","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicine","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","East Wales","15","[c]","36090","34490"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","East Yorkshire and Northern Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Essex","15","[c]","31200","28770"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Greater Manchester","10","[c]","28800","26410"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Hampshire and Isle of Wight","10","[c]","28740","26210"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Inner London - West","10","[c]","53490","41900"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Kent","25","[c]","32510","31590"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Merseyside","55","[c]","25660","24880"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Outer London - South","35","[c]","37810","29370"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Outer London - West and North West","35","[c]","33650","34630"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","South Yorkshire","20","[c]","29330","27370"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Surrey, East and West Sussex","15","[c]","28480","26650"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","West Central Scotland","15","[c]","29200","24880"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Delivery","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Berkshire, Buckinghamshire and Oxfordshire","65","[c]","22120","20970"
"Leaver CS","2022","50-59","Unknown","Other","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Devon","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Dorset and Somerset","10","[c]","26260","21400"
"Leaver CS","2022","50-59","Unknown","Other","East Anglia","20","[c]","24380","21710"
"Leaver CS","2022","50-59","Unknown","Other","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","East Yorkshire and Northern Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Essex","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","32630","30400"
"Leaver CS","2022","50-59","Unknown","Other","Hampshire and Isle of Wight","25","[c]","27750","26350"
"Leaver CS","2022","50-59","Unknown","Other","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Highlands and Islands","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Inner London - West","10","[c]","51390","32560"
"Leaver CS","2022","50-59","Unknown","Other","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Lincolnshire","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","North Yorkshire","10","[c]","21300","21250"
"Leaver CS","2022","50-59","Unknown","Other","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Overseas","15","[c]","43380","46600"
"Leaver CS","2022","50-59","Unknown","Other","Shropshire and Staffordshire","15","[c]","30760","29670"
"Leaver CS","2022","50-59","Unknown","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","Unknown","35","[c]","37100","34160"
"Leaver CS","2022","50-59","Unknown","Other","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Other","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Planning","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Planning Inspectors","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Planning Inspectors","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","Inner London - West","25","[c]","56580","54400"
"Leaver CS","2022","50-59","Unknown","Policy","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
