"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Government","125","[c]","23030","22000"
"New entrant CS","2022","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Attorney General's Departments","515","[c]","35350","29280"
"New entrant CS","2022","Declared non-disabled","White","Cabinet Office","560","[c]","38880","32000"
"New entrant CS","2022","Declared non-disabled","White","Chancellor's other departments","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Charity Commission","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Competition and Markets Authority","80","[c]","49570","41670"
"New entrant CS","2022","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","725","[c]","33250","30930"
"New entrant CS","2022","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","240","[c]","35830","34020"
"New entrant CS","2022","Declared non-disabled","White","Department for Education","140","[c]","37500","36500"
"New entrant CS","2022","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","1450","[c]","33130","29810"
"New entrant CS","2022","Declared non-disabled","White","Department for International Trade","145","[c]","37900","31800"
"New entrant CS","2022","Declared non-disabled","White","Department for Levelling Up, Housing and Communities","320","[c]","37060","33210"
"New entrant CS","2022","Declared non-disabled","White","Department for Transport","855","[c]","31230","26130"
"New entrant CS","2022","Declared non-disabled","White","Department for Work and Pensions","5175","[c]","26140","27570"
"New entrant CS","2022","Declared non-disabled","White","Department of Health and Social Care","1055","[c]","36380","32330"
"New entrant CS","2022","Declared non-disabled","White","Estyn","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Food Standards Agency","70","[c]","34370","30350"
"New entrant CS","2022","Declared non-disabled","White","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","HM Land Registry","140","[c]","26650","22600"
"New entrant CS","2022","Declared non-disabled","White","HM Revenue and Customs","3355","[c]","27370","26590"
"New entrant CS","2022","Declared non-disabled","White","HM Treasury","180","[c]","35510","28500"
"New entrant CS","2022","Declared non-disabled","White","Home Office","30","[c]","30560","24880"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Defence","2240","[c]","30920","27060"
"New entrant CS","2022","Declared non-disabled","White","Ministry of Justice","7380","[c]","26710","23720"
"New entrant CS","2022","Declared non-disabled","White","National Crime Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Northern Ireland Office","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","180","[c]","51520","46360"
"New entrant CS","2022","Declared non-disabled","White","Office of Gas and Electricity Markets","255","[c]","37170","29520"
"New entrant CS","2022","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","35","[c]","38510","38000"
"New entrant CS","2022","Declared non-disabled","White","Office of Rail and Road","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Scottish Government","1850","[c]","30270","27230"
"New entrant CS","2022","Declared non-disabled","White","The National Archives","50","[c]","35960","30000"
"New entrant CS","2022","Declared non-disabled","White","UK Export Finance","60","[c]","44990","43000"
"New entrant CS","2022","Declared non-disabled","White","UK Statistics Authority","470","[c]","30140","30710"
"New entrant CS","2022","Declared non-disabled","White","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Water Services Regulation Authority","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Welsh Government","250","[c]","35490","31210"
"New entrant CS","2022","Undeclared","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Department for Work and Pensions","55","[c]","26470","27570"
"New entrant CS","2022","Undeclared","Asian","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Revenue and Customs","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Ministry of Justice","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department for Work and Pensions","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Ministry of Justice","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department for Work and Pensions","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Environment, Food and Rural Affairs","35","[c]","34900","32560"
"New entrant CS","2022","Undeclared","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Department for Work and Pensions","70","[c]","29000","27570"
"New entrant CS","2022","Undeclared","Undeclared","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Ministry of Justice","90","[c]","33800","29900"
"New entrant CS","2022","Undeclared","Undeclared","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Department for Environment, Food and Rural Affairs","55","[c]","35180","35900"
"New entrant CS","2022","Undeclared","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Department for Transport","80","[c]","30070","26130"
"New entrant CS","2022","Undeclared","White","Department for Work and Pensions","235","[c]","26060","27570"
"New entrant CS","2022","Undeclared","White","Department of Health and Social Care","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Food Standards Agency","40","[c]","31450","30350"
"New entrant CS","2022","Undeclared","White","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","HM Revenue and Customs","135","[c]","27130","26590"
"New entrant CS","2022","Undeclared","White","HM Treasury","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Ministry of Defence","80","[c]","29200","26230"
"New entrant CS","2022","Undeclared","White","Ministry of Justice","315","[c]","27830","25120"
"New entrant CS","2022","Undeclared","White","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Scottish Government","45","[c]","30990","27230"
"New entrant CS","2022","Undeclared","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","UK Statistics Authority","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Attorney General's Departments","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Department for Education","90","[c]","31280","29360"
"New entrant CS","2022","Unknown","Asian","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
