"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Unknown","Kent","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Lancashire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Lincolnshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Merseyside","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","North Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Outer London - East and North East","London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Outer London - South","London","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Outer London - West and North West","London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Shropshire and Staffordshire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","South Yorkshire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Surrey, East and West Sussex","Outside London","35","[c]","32150","29320"
"Leaver CS","2022","No function","Unknown","Tees Valley and Durham","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","Unknown","135","[c]","38980","32000"
"Leaver CS","2022","No function","Unknown","West Midlands","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","West Wales and The Valleys","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","West Yorkshire","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Surrey, East and West Sussex","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","[c]","41470","35700"
"Leaver CS","2022","Project Delivery","Communications","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","[c]","43100","38070"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Devon","Outside London","10","[c]","38650","39650"
"Leaver CS","2022","Project Delivery","Operational Delivery","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","[c]","35770","32650"
"Leaver CS","2022","Project Delivery","Operational Delivery","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Inner London - West","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Kent","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","West Central Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Cumbria","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Devon","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Dorset and Somerset","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","East Anglia","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","55","[c]","28080","26550"
"Leaver CS","2022","Project Delivery","Other","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Hampshire and Isle of Wight","Outside London","15","[c]","23250","22080"
"Leaver CS","2022","Project Delivery","Other","Herefordshire, Worcestershire and Warwickshire","Outside London","20","[c]","23480","21210"
"Leaver CS","2022","Project Delivery","Other","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Southern Scotland","Outside London","20","[c]","25920","25050"
"Leaver CS","2022","Project Delivery","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","West Central Scotland","Outside London","15","[c]","25560","21830"
"Leaver CS","2022","Project Delivery","Other","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Inner London - West","London","45","[c]","63330","63000"
"Leaver CS","2022","Project Delivery","Policy","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Bedfordshire and Hertfordshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","[c]","39740","39700"
"Leaver CS","2022","Project Delivery","Project Delivery","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Cumbria","Outside London","10","[c]","42770","41000"
"Leaver CS","2022","Project Delivery","Project Delivery","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Devon","Outside London","25","[c]","43650","41280"
"Leaver CS","2022","Project Delivery","Project Delivery","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","East Anglia","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","East Wales","Outside London","15","[c]","54200","50210"
"Leaver CS","2022","Project Delivery","Project Delivery","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Eastern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","235","[c]","37310","35720"
"Leaver CS","2022","Project Delivery","Project Delivery","Greater Manchester","Outside London","10","[c]","39720","35560"
"Leaver CS","2022","Project Delivery","Project Delivery","Hampshire and Isle of Wight","Outside London","65","[c]","37200","36460"
"Leaver CS","2022","Project Delivery","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Inner London - East","London","45","[c]","52930","45100"
"Leaver CS","2022","Project Delivery","Project Delivery","Inner London - West","London","60","[c]","49580","42680"
"Leaver CS","2022","Project Delivery","Project Delivery","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Lancashire","Outside London","15","[c]","36960","35930"
"Leaver CS","2022","Project Delivery","Project Delivery","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","North Yorkshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Northumberland, and Tyne and Wear","Outside London","10","[c]","40200","36640"
"Leaver CS","2022","Project Delivery","Project Delivery","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","South Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Unknown","Unknown","15","[c]","36340","33630"
"Leaver CS","2022","Project Delivery","Project Delivery","West Central Scotland","Outside London","10","[c]","46840","41900"
"Leaver CS","2022","Project Delivery","Project Delivery","West Midlands","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","West Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Property","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Property","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Property","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Property","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Cumbria","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Devon","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Dorset and Somerset","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","East Anglia","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","160","[c]","37020","34220"
"Leaver CS","2022","Project Delivery","Science and Engineering","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Hampshire and Isle of Wight","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","Southern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","West Central Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Science and Engineering","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Security","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Statistics","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Inner London - West","London","20","[c]","69160","64500"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Communications","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Finance","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Human Resources","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Devon","Outside London","20","[c]","21520","21880"
"Leaver CS","2022","Property","Operational Delivery","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","East Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Operational Delivery","Tees Valley and Durham","Outside London","40","[c]","21460","21250"
"Leaver CS","2022","Property","Operational Delivery","West Yorkshire","Outside London","60","[c]","21490","22030"
"Leaver CS","2022","Property","Other","Eastern Scotland","Outside London","15","[c]","28650","26900"
"Leaver CS","2022","Property","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","Outer London - West and North West","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Other","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Project Delivery","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Bedfordshire and Hertfordshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","[c]","35920","33330"
"Leaver CS","2022","Property","Property","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Derbyshire and Nottinghamshire","Outside London","15","[c]","31960","26030"
"Leaver CS","2022","Property","Property","Devon","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Dorset and Somerset","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","East Anglia","Outside London","25","[c]","34720","31220"
"Leaver CS","2022","Property","Property","East Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Eastern Scotland","Outside London","15","[c]","38100","34610"
"Leaver CS","2022","Property","Property","Essex","Outside London","10","[c]","24070","20390"
"Leaver CS","2022","Property","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","[c]","32410","33150"
"Leaver CS","2022","Property","Property","Greater Manchester","Outside London","15","[c]","38840","38770"
"Leaver CS","2022","Property","Property","Hampshire and Isle of Wight","Outside London","35","[c]","33980","33150"
"Leaver CS","2022","Property","Property","Herefordshire, Worcestershire and Warwickshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Inner London - East","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Inner London - West","London","20","[c]","51340","44960"
"Leaver CS","2022","Property","Property","Kent","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Lancashire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Leicestershire, Rutland and Northamptonshire","Outside London","20","[c]","22270","19010"
"Leaver CS","2022","Property","Property","Lincolnshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","North Yorkshire","Outside London","20","[c]","32540","33300"
"Leaver CS","2022","Property","Property","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Northumberland, and Tyne and Wear","Outside London","15","[c]","31150","26130"
"Leaver CS","2022","Property","Property","Outer London - South","London","10","[c]","42390","34570"
"Leaver CS","2022","Property","Property","Outer London - West and North West","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Shropshire and Staffordshire","Outside London","10","[c]","39790","37290"
"Leaver CS","2022","Property","Property","South Yorkshire","Outside London","10","[c]","38470","30500"
"Leaver CS","2022","Property","Property","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Tees Valley and Durham","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","West Midlands","Outside London","10","[c]","34120","27520"
"Leaver CS","2022","Property","Property","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Property","West Yorkshire","Outside London","15","[c]","34680","27000"
"Leaver CS","2022","Property","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Intelligence Analysis","East Anglia","Outside London","20","[c]","36020","34550"
