"Status","Year","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Warrington","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Warwickshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","West Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","EO","15","15","28600","29170"
"In post","2022","Attorney General's Departments","West Surrey","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","G7","30","25","59100","61420"
"In post","2022","Attorney General's Departments","West Surrey","HEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Surrey","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (North East)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Sussex (South West)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Westminster","AA","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Westminster","AO","360","335","23430","23770"
"In post","2022","Attorney General's Departments","Westminster","EO","760","725","28500","27710"
"In post","2022","Attorney General's Departments","Westminster","G6","960","880","68350","66290"
"In post","2022","Attorney General's Departments","Westminster","G7","1655","1545","55330","53050"
"In post","2022","Attorney General's Departments","Westminster","HEO","440","425","35610","33640"
"In post","2022","Attorney General's Departments","Westminster","SCS level","255","245","86720","80930"
"In post","2022","Attorney General's Departments","Westminster","SEO","220","215","40760","40000"
"In post","2022","Attorney General's Departments","Wiltshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wirral","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Worcestershire CC","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","York","AO","25","25","22070","22200"
"In post","2022","Attorney General's Departments","York","EO","25","25","26290","25920"
"In post","2022","Attorney General's Departments","York","G6","15","15","71390","70760"
"In post","2022","Attorney General's Departments","York","G7","45","45","55670","55610"
"In post","2022","Attorney General's Departments","York","HEO","25","25","30900","30610"
"In post","2022","Attorney General's Departments","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","York","SEO","30","30","38910","38180"
"In post","2022","Cabinet Office","Ards and North Down","AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Ards and North Down","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","15","15","57600","53500"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","20","20","30080","29250"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Belfast","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","G7","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","HEO","25","25","30150","29250"
"In post","2022","Cabinet Office","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Birmingham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Birmingham","EO","20","20","24730","24100"
"In post","2022","Cabinet Office","Birmingham","G6","25","25","73770","70880"
"In post","2022","Cabinet Office","Birmingham","G7","45","45","57260","54700"
"In post","2022","Cabinet Office","Birmingham","HEO","70","70","31000","31560"
"In post","2022","Cabinet Office","Birmingham","SCS level","15","15","112230","97500"
"In post","2022","Cabinet Office","Birmingham","SEO","30","30","39260","38330"
"In post","2022","Cabinet Office","Blackpool","G6","10","10","69160","64500"
"In post","2022","Cabinet Office","Blackpool","G7","20","20","55690","49700"
"In post","2022","Cabinet Office","Blackpool","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Blackpool","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bradford","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bradford","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Brighton and Hove","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bristol, City of","EO","10","10","24930","24100"
"In post","2022","Cabinet Office","Bristol, City of","G6","15","15","64680","63640"
"In post","2022","Cabinet Office","Bristol, City of","G7","50","50","53300","51190"
"In post","2022","Cabinet Office","Bristol, City of","HEO","30","25","31450","32000"
"In post","2022","Cabinet Office","Bristol, City of","SCS level","15","15","102880","101640"
"In post","2022","Cabinet Office","Bristol, City of","SEO","15","15","38620","37300"
"In post","2022","Cabinet Office","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Buckinghamshire","G7","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Buckinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Calderdale and Kirklees","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cambridgeshire CC","G7","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Cambridgeshire CC","HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Camden and City of London","G6","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Camden and City of London","G7","55","55","56640","54700"
"In post","2022","Cabinet Office","Camden and City of London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Camden and City of London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","G7","20","20","52290","49700"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","HEO","15","15","32160","32000"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cardiff and Vale of Glamorgan","SEO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Central Hampshire","G6","10","10","78130","73670"
"In post","2022","Cabinet Office","Central Hampshire","G7","20","20","63990","65640"
"In post","2022","Cabinet Office","Central Hampshire","HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Central Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","City of Edinburgh","HEO","20","20","30430","32000"
"In post","2022","Cabinet Office","City of Edinburgh","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Coventry","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Coventry","G7","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Croydon","G6","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Croydon","G7","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Croydon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Croydon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Darlington","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Darlington","G7","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Darlington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Darlington","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Dorset","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Dorset","HEO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Dorset","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Ayrshire and North Ayrshire mainland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Riding of Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Falkirk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Glasgow City","AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Glasgow City","EO","35","35","24650","23850"
"In post","2022","Cabinet Office","Glasgow City","G6","25","25","68420","63260"
"In post","2022","Cabinet Office","Glasgow City","G7","50","50","53100","49700"
"In post","2022","Cabinet Office","Glasgow City","HEO","90","90","31540","32000"
"In post","2022","Cabinet Office","Glasgow City","SCS level","15","15","87290","82100"
"In post","2022","Cabinet Office","Glasgow City","SEO","30","30","38030","37300"
