"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","SEO","30","[c]","40770","40250"
"Leaver CS","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","AA","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","AO","380","[c]","21930","21260"
"Leaver CS","2022","Asian","No function","EO","460","[c]","28400","27570"
"Leaver CS","2022","Asian","No function","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","G7","75","[c]","56240","53860"
"Leaver CS","2022","Asian","No function","HEO","135","[c]","32600","32720"
"Leaver CS","2022","Asian","No function","SCS level","35","[c]","98090","95140"
"Leaver CS","2022","Asian","No function","SEO","100","[c]","40550","40070"
"Leaver CS","2022","Asian","No function","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","AO","265","[c]","22830","21680"
"Leaver CS","2022","Asian","Unknown","EO","165","[c]","28280","28650"
"Leaver CS","2022","Asian","Unknown","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","HEO","70","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","AO","265","[c]","22630","22680"
"Leaver CS","2022","Black","No function","EO","360","[c]","29300","30720"
"Leaver CS","2022","Black","No function","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","G7","40","[c]","54950","53380"
"Leaver CS","2022","Black","No function","HEO","95","[c]","32990","32330"
"Leaver CS","2022","Black","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SEO","65","[c]","42040","40450"
"Leaver CS","2022","Black","No function","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AO","75","[c]","23320","22810"
"Leaver CS","2022","Black","Unknown","EO","100","[c]","29100","28720"
"Leaver CS","2022","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","AO","185","[c]","21810","21260"
"Leaver CS","2022","Mixed","No function","EO","185","[c]","28290","27570"
"Leaver CS","2022","Mixed","No function","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","HEO","60","[c]","32580","33030"
"Leaver CS","2022","Mixed","No function","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
