"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","55","[c]","34480","32790"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Outside London","40","[c]","31760","26130"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","45","[c]","31680","30730"
"New entrant CS","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Government Actuary's Department","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","Outside London","20","[c]","40270","35910"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","London","25","[c]","42400","41750"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","Outside London","55","[c]","35960","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","London","20","[c]","34320","37290"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Outside London","70","[c]","30210","27130"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","London","25","[c]","38570","37930"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","285","[c]","35130","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","10","[c]","37100","26590"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","10","[c]","48750","43710"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","Outside London","30","[c]","41910","40200"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Digital, Data and Technology","Outside London","100","[c]","23690","20660"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Science and Engineering","Outside London","50","[c]","25840","22790"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","10","[c]","46180","37000"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","125","[c]","29740","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","20","[c]","24160","21170"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","80","[c]","49220","53560"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","45","[c]","43970","41590"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","London","15","[c]","48420","40170"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","Outside London","25","[c]","35910","36740"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","London","10","[c]","53450","42660"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","London","10","[c]","33710","37730"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Digital, Data and Technology","London","25","[c]","37580","38500"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","London","10","[c]","34110","32330"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Digital, Data and Technology","Outside London","20","[c]","29850","28590"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","Outside London","15","[c]","34590","33290"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","Outside London","120","[c]","34690","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Finance","Outside London","15","[c]","25270","20100"
"New entrant CS","2022","Finance","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","Finance","Outside London","45","[c]","22500","21500"
"New entrant CS","2022","Finance","Defence Equipment and Support","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","Finance","Outside London","45","[c]","31430","29360"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","55","[c]","36160","35900"
"New entrant CS","2022","Finance","Department for International Trade","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","10","[c]","43120","39100"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Finance","London","20","[c]","51410","54110"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Finance","Outside London","10","[c]","36420","38650"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","30","[c]","27470","27570"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","London","15","[c]","41420","36650"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","Outside London","60","[c]","29900","27570"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","Outside London","15","[c]","38230","35310"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","London","10","[c]","35180","32790"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","London","60","[c]","37860","32790"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","Outside London","60","[c]","30470","28970"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","10","[c]","24220","23690"
"New entrant CS","2022","Finance","Driver and Vehicle Licensing Agency","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Standards Agency","Finance","Outside London","15","[c]","34800","33230"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","Finance","Outside London","80","[c]","35460","29360"
"New entrant CS","2022","Finance","Food Standards Agency","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Government Legal Department","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","London","25","[c]","42070","43430"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","Outside London","90","[c]","29730","26590"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","40","[c]","21860","21250"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Tax","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Intellectual Property Office","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Maritime and Coastguard Agency","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","Finance","Outside London","75","[c]","31970","26350"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Finance","Outside London","35","[c]","35600","36050"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","Finance","Outside London","15","[c]","36370","36740"
"New entrant CS","2022","Finance","Northern Ireland Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Public Health England","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Registers of Scotland","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Courts and Tribunals Service","Finance","Outside London","15","[c]","32350","28300"
"New entrant CS","2022","Finance","Scottish Prison Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Submarine Delivery Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","Operational Delivery","London","15","[c]","39480","33350"
"New entrant CS","2022","Finance","UK Health Security Agency","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Health Security Agency","Finance","Outside London","15","[c]","42590","42480"
"New entrant CS","2022","Finance","UK Space Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Space Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Valuation Office Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Valuation Office Agency","Finance","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Wilton Park","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Rural Payments Agency","Operational Delivery","Outside London","520","[c]","21610","21300"
"New entrant CS","2022","Grants Management","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","London","25","[c]","37160","28000"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","Outside London","120","[c]","29250","23850"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Companies House","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Human Resources","London","10","[c]","40670","37400"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","10","[c]","23330","21050"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Defence Equipment and Support","Human Resources","Outside London","15","[c]","33600","21000"
"New entrant CS","2022","Human Resources","Defence Equipment and Support","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Defence Science and Technology Laboratory","Human Resources","Outside London","20","[c]","32630","26030"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","Outside London","25","[c]","27740","25000"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","20","[c]","39890","32560"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","75","[c]","36160","29930"
"New entrant CS","2022","Human Resources","Department for International Trade","Human Resources","London","20","[c]","31000","26250"
"New entrant CS","2022","Human Resources","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","15","[c]","25530","23320"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
