"Status","Year","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","415","390","39240","38450"
"In post","2022","Digital, Data & Technology","HM Land Registry","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Land Registry","Undeclared","70","65","38480","38450"
"In post","2022","Digital, Data & Technology","HM Land Registry","Unknown","205","200","35160","33840"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","Heterosexual / straight","1805","1745","42510","40180"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","LGBO","110","110","38870","33370"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","Undeclared","245","235","41080","36950"
"In post","2022","Digital, Data & Technology","HM Revenue and Customs","Unknown","855","830","41110","37610"
"In post","2022","Digital, Data & Technology","HM Treasury","Heterosexual / straight","30","30","44950","43440"
"In post","2022","Digital, Data & Technology","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","HM Treasury","Unknown","35","35","51220","50000"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","2395","2340","34370","33000"
"In post","2022","Digital, Data & Technology","Ministry of Defence","LGBO","95","95","31660","32000"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Undeclared","460","450","34810","33300"
"In post","2022","Digital, Data & Technology","Ministry of Defence","Unknown","260","255","35900","33300"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Heterosexual / straight","855","840","45750","41750"
"In post","2022","Digital, Data & Technology","Ministry of Justice","LGBO","80","80","49320","47100"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Undeclared","110","110","47290","43310"
"In post","2022","Digital, Data & Technology","Ministry of Justice","Unknown","230","230","47630","46570"
"In post","2022","Digital, Data & Technology","National Crime Agency","Heterosexual / straight","205","200","42830","40170"
"In post","2022","Digital, Data & Technology","National Crime Agency","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","National Crime Agency","Unknown","35","30","45800","41650"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","55","55","47170","39850"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Heterosexual / straight","35","35","53160","42810"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Unknown","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","Heterosexual / straight","120","120","40020","37710"
"In post","2022","Digital, Data & Technology","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Scottish Government","Unknown","100","100","38020","35000"
"In post","2022","Digital, Data & Technology","The National Archives","Heterosexual / straight","70","70","39400","36800"
"In post","2022","Digital, Data & Technology","The National Archives","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","The National Archives","Unknown","40","40","42770","43790"
"In post","2022","Digital, Data & Technology","UK Export Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","Heterosexual / straight","410","400","42770","38400"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","LGBO","30","30","35790","33280"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","Undeclared","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Statistics Authority","Unknown","195","190","41010","36840"
"In post","2022","Digital, Data & Technology","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Welsh Government","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","Heterosexual / straight","120","110","34290","27350"
"In post","2022","Finance","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Attorney General's Departments","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Cabinet Office","Heterosexual / straight","110","110","48750","49700"
"In post","2022","Finance","Cabinet Office","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Chancellor's other departments","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Charity Commission","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","265","250","45980","42210"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Undeclared","30","25","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy","Unknown","45","40","32880","28280"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Heterosexual / straight","60","60","51940","55000"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education","Heterosexual / straight","895","865","40970","36780"
"In post","2022","Finance","Department for Education","LGBO","70","70","37600","36500"
"In post","2022","Finance","Department for Education","Undeclared","95","95","41250","37570"
"In post","2022","Finance","Department for Education","Unknown","215","205","40280","37100"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","Heterosexual / straight","350","340","42270","37590"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","LGBO","15","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","Undeclared","30","30","39360","37550"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","Unknown","60","55","37550","35880"
"In post","2022","Finance","Department for International Trade","Heterosexual / straight","65","65","47280","46010"
"In post","2022","Finance","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","Heterosexual / straight","110","105","50940","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport","Heterosexual / straight","335","325","40590","38650"
"In post","2022","Finance","Department for Transport","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Department for Transport","Undeclared","60","55","39030","38650"
"In post","2022","Finance","Department for Transport","Unknown","55","55","41760","42470"
"In post","2022","Finance","Department for Work and Pensions","Heterosexual / straight","1370","1280","38270","35310"
"In post","2022","Finance","Department for Work and Pensions","LGBO","75","70","37630","34290"
"In post","2022","Finance","Department for Work and Pensions","Undeclared","160","145","37580","35310"
"In post","2022","Finance","Department for Work and Pensions","Unknown","360","335","38150","35310"
"In post","2022","Finance","Department of Health and Social Care","Heterosexual / straight","375","365","41920","40450"
"In post","2022","Finance","Department of Health and Social Care","LGBO","45","45","38500","36820"
"In post","2022","Finance","Department of Health and Social Care","Undeclared","205","200","42710","40650"
"In post","2022","Finance","Department of Health and Social Care","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Heterosexual / straight","40","40","44580","40330"
"In post","2022","Finance","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Heterosexual / straight","220","210","45450","40960"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office","Unknown","80","75","40520","38600"
"In post","2022","Finance","HM Land Registry","Heterosexual / straight","30","30","45750","42100"
"In post","2022","Finance","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs","Heterosexual / straight","1620","1485","36570","33370"
"In post","2022","Finance","HM Revenue and Customs","LGBO","75","70","34570","33080"
"In post","2022","Finance","HM Revenue and Customs","Undeclared","240","210","32180","28500"
"In post","2022","Finance","HM Revenue and Customs","Unknown","830","740","31390","26240"
"In post","2022","Finance","HM Treasury","Heterosexual / straight","95","90","50240","52840"
"In post","2022","Finance","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","HM Treasury","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Ministry of Defence","Heterosexual / straight","1605","1545","38070","33300"
"In post","2022","Finance","Ministry of Defence","LGBO","40","40","36410","29050"
"In post","2022","Finance","Ministry of Defence","Undeclared","240","230","38780","34610"
"In post","2022","Finance","Ministry of Defence","Unknown","185","180","38180","35000"
"In post","2022","Finance","Ministry of Justice","Heterosexual / straight","540","525","41900","41100"
"In post","2022","Finance","Ministry of Justice","LGBO","25","25","[c]","[c]"
"In post","2022","Finance","Ministry of Justice","Undeclared","60","60","45970","41100"
"In post","2022","Finance","Ministry of Justice","Unknown","80","80","41850","40000"
"In post","2022","Finance","National Crime Agency","Heterosexual / straight","40","40","37440","36740"
"In post","2022","Finance","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","Unknown","15","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","Heterosexual / straight","70","65","37630","34800"
"In post","2022","Finance","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Government","Unknown","70","70","33620","30840"
"In post","2022","Finance","The National Archives","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Heterosexual / straight","55","50","45390","37930"
"In post","2022","Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Heterosexual / straight","40","35","36750","30210"
"In post","2022","Finance","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Unknown","10","10","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1035","935","26110","24920"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","LGBO","75","75","25490","24920"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Undeclared","90","80","24990","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","1120","1040","24300","21300"
"In post","2022","Grants Management","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Heterosexual / straight","205","200","40030","33890"
"In post","2022","Human Resources","Attorney General's Departments","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Unknown","30","25","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Heterosexual / straight","920","875","39800","35790"
"In post","2022","Human Resources","Cabinet Office","LGBO","80","80","38620","34550"
"In post","2022","Human Resources","Cabinet Office","Undeclared","60","55","42240","37300"
"In post","2022","Human Resources","Cabinet Office","Unknown","120","120","37650","34550"
"In post","2022","Human Resources","Chancellor's other departments","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Heterosexual / straight","35","35","49050","44120"
"In post","2022","Human Resources","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","315","300","42050","39820"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","LGBO","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Undeclared","20","20","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Heterosexual / straight","60","60","44130","35520"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Heterosexual / straight","125","120","37270","32940"
"In post","2022","Human Resources","Department for Education","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Unknown","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Heterosexual / straight","255","240","42380","38650"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","40","35","35030","29930"
"In post","2022","Human Resources","Department for International Trade","Heterosexual / straight","80","80","47020","51710"
"In post","2022","Human Resources","Department for International Trade","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Heterosexual / straight","85","80","41830","36340"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Heterosexual / straight","360","335","36030","32180"
"In post","2022","Human Resources","Department for Transport","LGBO","20","15","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Undeclared","45","40","32770","32180"
"In post","2022","Human Resources","Department for Transport","Unknown","30","30","32880","30730"
"In post","2022","Human Resources","Department for Work and Pensions","Heterosexual / straight","1225","1150","34950","31880"
"In post","2022","Human Resources","Department for Work and Pensions","LGBO","100","100","34640","31850"
"In post","2022","Human Resources","Department for Work and Pensions","Undeclared","120","110","31710","27570"
"In post","2022","Human Resources","Department for Work and Pensions","Unknown","170","160","33970","31880"
"In post","2022","Human Resources","Department of Health and Social Care","Heterosexual / straight","295","285","42540","36330"
"In post","2022","Human Resources","Department of Health and Social Care","LGBO","20","20","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Undeclared","65","65","34150","31600"
"In post","2022","Human Resources","Department of Health and Social Care","Unknown","80","75","47350","48860"
"In post","2022","Human Resources","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Heterosexual / straight","35","35","40970","37350"
"In post","2022","Human Resources","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Heterosexual / straight","265","260","47000","42200"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","LGBO","20","20","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Unknown","35","30","41830","36290"
"In post","2022","Human Resources","HM Land Registry","Heterosexual / straight","80","75","41200","38550"
"In post","2022","Human Resources","HM Land Registry","LGBO","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Heterosexual / straight","1175","1100","38650","33370"
"In post","2022","Human Resources","HM Revenue and Customs","LGBO","90","85","37600","33370"
"In post","2022","Human Resources","HM Revenue and Customs","Undeclared","100","95","35020","33080"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","405","375","32850","28920"
"In post","2022","Human Resources","HM Treasury","Heterosexual / straight","95","90","42460","42140"
"In post","2022","Human Resources","HM Treasury","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Heterosexual / straight","1700","1595","32640","26930"
"In post","2022","Human Resources","Ministry of Defence","LGBO","80","80","37280","33300"
"In post","2022","Human Resources","Ministry of Defence","Undeclared","205","190","31620","26670"
"In post","2022","Human Resources","Ministry of Defence","Unknown","205","190","31390","26350"
"In post","2022","Human Resources","Ministry of Justice","Heterosexual / straight","905","880","41620","37470"
"In post","2022","Human Resources","Ministry of Justice","LGBO","60","55","42020","36120"
"In post","2022","Human Resources","Ministry of Justice","Undeclared","90","90","41800","37350"
"In post","2022","Human Resources","Ministry of Justice","Unknown","115","110","36600","34260"
"In post","2022","Human Resources","National Crime Agency","Heterosexual / straight","140","130","40620","40070"
"In post","2022","Human Resources","National Crime Agency","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Unknown","20","15","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","40","40","41280","35740"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Unknown","10","10","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Heterosexual / straight","175","165","36960","35000"
"In post","2022","Human Resources","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Unknown","60","60","33960","35000"
"In post","2022","Human Resources","The National Archives","Heterosexual / straight","10","10","[c]","[c]"
