"Status","Year","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Human Resources","HM Treasury","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Heterosexual / straight","135","[c]","28470","21170"
"New entrant CS","2022","Human Resources","Ministry of Defence","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Defence","Unknown","55","[c]","30920","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice","Heterosexual / straight","65","[c]","33500","30600"
"New entrant CS","2022","Human Resources","Ministry of Justice","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Government","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Attorney General's Departments","Heterosexual / straight","775","[c]","35220","29280"
"New entrant CS","2022","Legal","Attorney General's Departments","LGBO","60","[c]","28770","25480"
"New entrant CS","2022","Legal","Attorney General's Departments","Undeclared","55","[c]","31620","26950"
"New entrant CS","2022","Legal","Attorney General's Departments","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Education","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Revenue and Customs","Heterosexual / straight","50","[c]","36660","30750"
"New entrant CS","2022","Legal","HM Revenue and Customs","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Revenue and Customs","Unknown","45","[c]","37410","30750"
"New entrant CS","2022","Legal","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Government","Heterosexual / straight","70","[c]","37800","41750"
"New entrant CS","2022","Legal","Scottish Government","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Government","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Supreme Court","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cabinet Office","Heterosexual / straight","165","[c]","37720","34550"
"New entrant CS","2022","No function","Cabinet Office","LGBO","30","[c]","30880","27500"
"New entrant CS","2022","No function","Cabinet Office","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","No function","Cabinet Office","Unknown","630","[c]","28800","28000"
"New entrant CS","2022","No function","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","Unknown","35","[c]","24410","24440"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","575","[c]","33800","32830"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy","LGBO","80","[c]","32700","32040"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy","Undeclared","40","[c]","38850","33570"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy","Unknown","190","[c]","30180","27380"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","Heterosexual / straight","235","[c]","35880","34020"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","LGBO","35","[c]","34820","34020"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","Undeclared","35","[c]","31870","34020"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Education","Heterosexual / straight","315","[c]","33270","29360"
"New entrant CS","2022","No function","Department for Education","LGBO","35","[c]","31180","29360"
"New entrant CS","2022","No function","Department for Education","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for Education","Unknown","110","[c]","33060","29360"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1070","[c]","33930","32560"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs","LGBO","165","[c]","33640","32560"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs","Undeclared","105","[c]","34160","32560"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs","Unknown","330","[c]","35130","32560"
"New entrant CS","2022","No function","Department for International Trade","Heterosexual / straight","125","[c]","36620","31800"
"New entrant CS","2022","No function","Department for International Trade","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Department for International Trade","Unknown","90","[c]","36710","31800"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Heterosexual / straight","345","[c]","35510","33210"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","LGBO","60","[c]","33050","31480"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Undeclared","35","[c]","31970","33210"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities","Unknown","95","[c]","33190","32780"
"New entrant CS","2022","No function","Department for Transport","Heterosexual / straight","830","[c]","28930","26130"
"New entrant CS","2022","No function","Department for Transport","LGBO","100","[c]","28400","26130"
"New entrant CS","2022","No function","Department for Transport","Undeclared","55","[c]","30680","26130"
"New entrant CS","2022","No function","Department for Transport","Unknown","710","[c]","28120","26130"
"New entrant CS","2022","No function","Department for Work and Pensions","Heterosexual / straight","5735","[c]","25670","27570"
"New entrant CS","2022","No function","Department for Work and Pensions","LGBO","575","[c]","24950","26370"
"New entrant CS","2022","No function","Department for Work and Pensions","Undeclared","335","[c]","25670","27570"
"New entrant CS","2022","No function","Department for Work and Pensions","Unknown","710","[c]","25360","25110"
"New entrant CS","2022","No function","Department of Health and Social Care","Heterosexual / straight","1410","[c]","35640","32310"
"New entrant CS","2022","No function","Department of Health and Social Care","LGBO","155","[c]","33230","28590"
"New entrant CS","2022","No function","Department of Health and Social Care","Undeclared","390","[c]","36300","32330"
"New entrant CS","2022","No function","Department of Health and Social Care","Unknown","440","[c]","44640","36820"
"New entrant CS","2022","No function","Food Standards Agency","Heterosexual / straight","110","[c]","32120","30350"
"New entrant CS","2022","No function","Food Standards Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Food Standards Agency","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Land Registry","Heterosexual / straight","190","[c]","24470","22600"
"New entrant CS","2022","No function","HM Land Registry","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Land Registry","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","HM Land Registry","Unknown","140","[c]","24860","22600"
"New entrant CS","2022","No function","HM Revenue and Customs","Heterosexual / straight","2220","[c]","26190","21260"
"New entrant CS","2022","No function","HM Revenue and Customs","LGBO","245","[c]","26110","26590"
"New entrant CS","2022","No function","HM Revenue and Customs","Undeclared","125","[c]","26850","21250"
"New entrant CS","2022","No function","HM Revenue and Customs","Unknown","1520","[c]","24710","21250"
"New entrant CS","2022","No function","HM Treasury","Heterosexual / straight","185","[c]","32720","28500"
"New entrant CS","2022","No function","HM Treasury","LGBO","30","[c]","31670","28500"
"New entrant CS","2022","No function","HM Treasury","Undeclared","35","[c]","35160","31000"
"New entrant CS","2022","No function","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Defence","Heterosexual / straight","175","[c]","30770","27010"
"New entrant CS","2022","No function","Ministry of Defence","LGBO","30","[c]","27710","26030"
"New entrant CS","2022","No function","Ministry of Defence","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Ministry of Defence","Unknown","305","[c]","28090","26030"
"New entrant CS","2022","No function","Ministry of Justice","Heterosexual / straight","9600","[c]","26740","24210"
"New entrant CS","2022","No function","Ministry of Justice","LGBO","940","[c]","26280","23170"
"New entrant CS","2022","No function","Ministry of Justice","Undeclared","545","[c]","28350","25730"
"New entrant CS","2022","No function","Ministry of Justice","Unknown","6445","[c]","26090","24270"
"New entrant CS","2022","No function","National Crime Agency","Heterosexual / straight","330","[c]","36370","34140"
"New entrant CS","2022","No function","National Crime Agency","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","National Crime Agency","Unknown","40","[c]","35480","32260"
"New entrant CS","2022","No function","Northern Ireland Office","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","180","[c]","51270","46360"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Heterosexual / straight","230","[c]","32950","25750"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","LGBO","40","[c]","27710","23450"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","35","[c]","38420","38000"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Heterosexual / straight","400","[c]","23170","21050"
"New entrant CS","2022","No function","Scottish Government","LGBO","55","[c]","22490","21050"
"New entrant CS","2022","No function","Scottish Government","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","No function","Scottish Government","Unknown","500","[c]","22440","21640"
"New entrant CS","2022","No function","The National Archives","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","The National Archives","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Heterosexual / straight","295","[c]","23950","19860"
"New entrant CS","2022","No function","UK Statistics Authority","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","No function","UK Statistics Authority","Unknown","80","[c]","23040","19860"
"New entrant CS","2022","No function","Water Services Regulation Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Welsh Government","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Charity Commission","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","45","[c]","39850","39910"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Department for International Trade","Unknown","5","[c]","[c]","[c]"
