"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HM Revenue and Customs","Outside London","35","[c]","27020","26590"
"New entrant CS","2022","Declared disabled","Communications","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Outside London","80","[c]","24720","24210"
"New entrant CS","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Outside London","30","[c]","28620","26590"
"New entrant CS","2022","Declared disabled","Counter Fraud","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Department for Work and Pensions","Outside London","35","[c]","21600","21260"
"New entrant CS","2022","Declared disabled","Debt","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","HM Revenue and Customs","Outside London","35","[c]","21390","21250"
"New entrant CS","2022","Declared disabled","Debt","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","Outside London","20","[c]","[c]","[c]"
