"Status","Year","Disability","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Attorney General's Departments","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Tees Valley and Durham","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Tees Valley and Durham","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Midlands","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Midlands","EO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Midlands","G6/G7","30","25","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Midlands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Yorkshire","EO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Yorkshire","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Departments","West Yorkshire","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Anglia","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Greater Manchester","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Inner London - East","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Inner London - East","G6/G7","65","60","57670","56340"
"In post","2022","Declared disabled","Cabinet Office","Inner London - East","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Inner London - East","SEO/HEO","35","35","37470","38000"
"In post","2022","Declared disabled","Cabinet Office","Inner London - West","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Inner London - West","EO","65","65","27930","27500"
"In post","2022","Declared disabled","Cabinet Office","Inner London - West","G6/G7","155","155","59510","56340"
"In post","2022","Declared disabled","Cabinet Office","Inner London - West","SCS level","35","35","88470","75740"
"In post","2022","Declared disabled","Cabinet Office","Inner London - West","SEO/HEO","125","125","37400","35800"
"In post","2022","Declared disabled","Cabinet Office","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Merseyside","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Merseyside","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Merseyside","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Yorkshire","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Yorkshire","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Yorkshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","North Yorkshire","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","AA/AO","30","25","21050","21050"
"In post","2022","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","EO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Northumberland, and Tyne and Wear","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
