"Status","Year","Function_of_post","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Female","Heterosexual / straight","85","80","44050","42220"
"In post","2022","Analysis","Department for Education","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Education","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Male","Heterosexual / straight","65","65","45630","45540"
"In post","2022","Analysis","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","90","80","32480","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Female","Unknown","125","115","30980","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","105","100","34950","30440"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Male","Unknown","155","150","36650","30440"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Female","Heterosexual / straight","60","60","42260","32920"
"In post","2022","Analysis","Department for International Trade","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Male","Heterosexual / straight","110","110","46860","51710"
"In post","2022","Analysis","Department for International Trade","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Male","Unknown","30","30","40170","32120"
"In post","2022","Analysis","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","70","65","47730","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","120","120","46990","48200"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Female","Heterosexual / straight","135","125","45700","42890"
"In post","2022","Analysis","Department for Transport","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Male","Heterosexual / straight","130","130","45580","42470"
"In post","2022","Analysis","Department for Transport","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Male","Unknown","45","40","43500","40750"
"In post","2022","Analysis","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Female","Heterosexual / straight","265","240","44120","37380"
"In post","2022","Analysis","Department for Work and Pensions","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Female","Unknown","30","30","39950","37650"
"In post","2022","Analysis","Department for Work and Pensions","Male","Heterosexual / straight","240","240","42380","36650"
"In post","2022","Analysis","Department for Work and Pensions","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Male","Unknown","55","55","44530","40290"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Female","Heterosexual / straight","170","155","51600","53360"
"In post","2022","Analysis","Department of Health and Social Care","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Female","Undeclared","75","75","48880","53360"
"In post","2022","Analysis","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Male","Heterosexual / straight","115","110","51680","53360"
"In post","2022","Analysis","Department of Health and Social Care","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Male","Undeclared","60","55","51160","53360"
"In post","2022","Analysis","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Female","Heterosexual / straight","245","230","46340","40520"
"In post","2022","Analysis","HM Revenue and Customs","Female","LGBO","35","35","43700","37930"
"In post","2022","Analysis","HM Revenue and Customs","Female","Undeclared","30","30","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Female","Unknown","45","45","41540","39410"
"In post","2022","Analysis","HM Revenue and Customs","Male","Heterosexual / straight","310","300","47800","43430"
"In post","2022","Analysis","HM Revenue and Customs","Male","LGBO","35","35","44630","37930"
"In post","2022","Analysis","HM Revenue and Customs","Male","Undeclared","30","30","46270","40520"
"In post","2022","Analysis","HM Revenue and Customs","Male","Unknown","65","60","41150","37930"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Female","Heterosexual / straight","135","130","39420","38070"
"In post","2022","Analysis","Ministry of Defence","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Female","Unknown","115","105","38500","38070"
"In post","2022","Analysis","Ministry of Defence","Male","Heterosexual / straight","205","200","39710","38070"
"In post","2022","Analysis","Ministry of Defence","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Male","Unknown","280","270","42120","42020"
"In post","2022","Analysis","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Female","Heterosexual / straight","190","180","48700","43870"
"In post","2022","Analysis","Ministry of Justice","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Female","Unknown","40","40","42240","34260"
"In post","2022","Analysis","Ministry of Justice","Male","Heterosexual / straight","180","175","46590","42010"
"In post","2022","Analysis","Ministry of Justice","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Male","Undeclared","30","30","48820","41880"
"In post","2022","Analysis","Ministry of Justice","Male","Unknown","60","60","42990","37470"
"In post","2022","Analysis","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","55","50","42080","39460"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","50","50","40720","39460"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","Heterosexual / straight","40","40","41660","33400"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","Heterosexual / straight","70","70","44110","38500"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","Unknown","30","30","49710","39230"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Female","Heterosexual / straight","765","715","38180","36840"
"In post","2022","Analysis","UK Statistics Authority","Female","LGBO","80","80","35730","33350"
"In post","2022","Analysis","UK Statistics Authority","Female","Undeclared","60","55","35180","31320"
"In post","2022","Analysis","UK Statistics Authority","Female","Unknown","205","190","36890","36840"
"In post","2022","Analysis","UK Statistics Authority","Male","Heterosexual / straight","550","540","39010","36840"
"In post","2022","Analysis","UK Statistics Authority","Male","LGBO","55","55","36150","31320"
"In post","2022","Analysis","UK Statistics Authority","Male","Undeclared","35","35","34920","33210"
"In post","2022","Analysis","UK Statistics Authority","Male","Unknown","215","210","39810","36840"
"In post","2022","Analysis","UK Statistics Authority","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
