"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Heterosexual / straight","30","30","37790","35840"
"In post","2022","Asian","Commercial","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Heterosexual / straight","35","35","36620","33820"
"In post","2022","Asian","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Heterosexual / straight","125","120","41470","38750"
"In post","2022","Asian","Communications","London","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Communications","London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Corporate Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","London","Heterosexual / straight","245","225","29830","28660"
"In post","2022","Asian","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","London","Unknown","55","45","27700","25110"
"In post","2022","Asian","Counter Fraud","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North West (England)","Heterosexual / straight","35","35","27920","27570"
"In post","2022","Asian","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","Heterosexual / straight","35","30","27780","27570"
"In post","2022","Asian","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","Heterosexual / straight","70","65","27060","27570"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","Unknown","15","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","35","35","27290","27570"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East of England","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","London","Heterosexual / straight","545","535","47340","42290"
"In post","2022","Asian","Digital, Data and Technology","London","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","London","Undeclared","40","40","46370","43750"
"In post","2022","Asian","Digital, Data and Technology","London","Unknown","60","60","46090","41480"
"In post","2022","Asian","Digital, Data and Technology","North East (England)","Heterosexual / straight","65","65","43130","40640"
"In post","2022","Asian","Digital, Data and Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North West (England)","Heterosexual / straight","135","130","39820","36500"
"In post","2022","Asian","Digital, Data and Technology","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South East (England)","Heterosexual / straight","35","35","38010","33080"
"In post","2022","Asian","Digital, Data and Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South West (England)","Heterosexual / straight","60","60","34400","30050"
"In post","2022","Asian","Digital, Data and Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Wales","Heterosexual / straight","45","45","36230","35570"
"In post","2022","Asian","Digital, Data and Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Wales","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Midlands (England)","Heterosexual / straight","110","105","39640","36050"
"In post","2022","Asian","Digital, Data and Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","West Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Yorkshire and The Humber","Heterosexual / straight","95","95","41140","38000"
"In post","2022","Asian","Digital, Data and Technology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data and Technology","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Economics","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","London","Heterosexual / straight","160","160","45600","40030"
"In post","2022","Asian","Economics","London","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Economics","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Economics","London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Economics","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Economics","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Economics","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
