"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Inner London - West","20","[c]","36530","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","Inner London - West","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","Greater Manchester","15","[c]","31500","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","South Yorkshire","30","[c]","31520","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","Tees Valley and Durham","15","[c]","30500","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Commercial","West Midlands","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Communications","Greater Manchester","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Communications","Inner London - West","35","[c]","34280","32940"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Derbyshire and Nottinghamshire","15","[c]","36580","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","39760","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Greater Manchester","40","[c]","37160","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Inner London - West","35","[c]","39690","36660"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","South Yorkshire","20","[c]","33220","31430"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Tees Valley and Durham","15","[c]","32650","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","West Midlands","25","[c]","35210","30000"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","Greater Manchester","10","[c]","31260","27180"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","South Yorkshire","10","[c]","30990","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Finance","West Midlands","20","[c]","29560","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Human Resources","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Human Resources","South Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Human Resources","Tees Valley and Durham","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Human Resources","West Midlands","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Greater Manchester","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","South Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","Derbyshire and Nottinghamshire","20","[c]","30610","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","34190","32870"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","Greater Manchester","60","[c]","32170","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","Inner London - West","65","[c]","37660","32940"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","South Yorkshire","55","[c]","29200","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","Tees Valley and Durham","30","[c]","30840","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","West Midlands","25","[c]","31580","29360"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Greater Manchester","15","[c]","30410","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Inner London - West","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","South Yorkshire","20","[c]","32150","25000"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","Tees Valley and Durham","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","West Midlands","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","32160","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","Inner London - West","35","[c]","32890","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","45100","43750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Cheshire","25","[c]","40720","37050"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Cumbria","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Devon","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","65","[c]","40540","47550"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Inner London - West","35","[c]","40400","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Lancashire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","North Yorkshire","30","[c]","43640","47550"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Northumberland, and Tyne and Wear","15","[c]","41070","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","West Midlands","20","[c]","37820","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","Inner London - West","15","[c]","39500","36490"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Cheshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Northumberland, and Tyne and Wear","10","[c]","32240","30710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Devon","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","East Anglia","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","36010","33020"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Inner London - West","20","[c]","40080","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
