"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Companies House","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Companies House","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Companies House","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","EO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","EO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","AA/AO","Male","10","5","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","EO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","AA/AO","Female","130","115","22860","23720"
"In post","2022","Asian","Crown Prosecution Service","AA/AO","Male","45","45","22900","23770"
"In post","2022","Asian","Crown Prosecution Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","EO","Female","105","95","27820","27760"
"In post","2022","Asian","Crown Prosecution Service","EO","Male","30","30","27760","27440"
"In post","2022","Asian","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","G6/G7","Female","200","180","56170","53050"
"In post","2022","Asian","Crown Prosecution Service","G6/G7","Male","100","95","55880","54480"
"In post","2022","Asian","Crown Prosecution Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","SEO/HEO","Female","60","60","36650","38000"
"In post","2022","Asian","Crown Prosecution Service","SEO/HEO","Male","30","30","35240","34490"
"In post","2022","Asian","Crown Prosecution Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","EO","Female","35","35","22060","21050"
"In post","2022","Asian","Defence Equipment and Support","EO","Male","70","65","22430","21980"
"In post","2022","Asian","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","SEO/HEO","Female","75","70","32950","32250"
"In post","2022","Asian","Defence Equipment and Support","SEO/HEO","Male","130","125","36360","36020"
"In post","2022","Asian","Defence Equipment and Support","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Female","40","40","27680","27680"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Male","30","30","27600","27680"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Female","110","110","57050","53600"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Male","90","90","58060","56240"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Female","175","175","37340","38240"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Male","150","150","37570","36740"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Female","40","40","55110","51730"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","40","35","35280","34020"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","35","35","36120","34690"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","EO","Female","55","50","27090","26000"
"In post","2022","Asian","Department for Education (excl. agencies)","EO","Male","45","45","26080","25000"
"In post","2022","Asian","Department for Education (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","G6/G7","Female","105","105","55520","53420"
"In post","2022","Asian","Department for Education (excl. agencies)","G6/G7","Male","65","65","54720","53420"
"In post","2022","Asian","Department for Education (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
