"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Department for Transport (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","Female","230","[c]","22110","21260"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","Male","225","[c]","21800","21260"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","EO","Female","455","[c]","28730","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","EO","Male","375","[c]","28620","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","Male","40","[c]","36600","36650"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Actuary's Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Internal Audit Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Legal Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Government Property Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Health and Safety Executive","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","AA/AO","Female","80","[c]","21680","20970"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","AA/AO","Male","35","[c]","21740","20970"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Courts and Tribunals Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Crown Prosecution Service Inspectorate","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","AA/AO","Female","50","[c]","23470","22690"
"New entrant CS","2022","Asian","HM Prison and Probation Service","AA/AO","Male","95","[c]","25540","24950"
"New entrant CS","2022","Asian","HM Prison and Probation Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Prison and Probation Service","Unknown","Female","185","[c]","26850","24770"
"New entrant CS","2022","Asian","HM Prison and Probation Service","Unknown","Male","75","[c]","29580","24800"
"New entrant CS","2022","Asian","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","Female","235","[c]","21330","21250"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","Male","240","[c]","21360","21250"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","EO","Female","105","[c]","27300","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","EO","Male","175","[c]","27290","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
