"Status","Year","Function_of_post","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Department for Work and Pensions","Worcestershire CC","AA/AO","10","[c]","20690","20720"
"Leaver CS","2022","No function","Department for Work and Pensions","Worcestershire CC","EO","30","[c]","27520","27570"
"Leaver CS","2022","No function","Department for Work and Pensions","York","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions","York","EO","20","[c]","27450","27570"
"Leaver CS","2022","No function","Department for Work and Pensions","York","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department for Work and Pensions","York","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Barnet","AA/AO","30","[c]","23430","23780"
"Leaver CS","2022","No function","Department of Health and Social Care","Barnet","EO","15","[c]","27430","27020"
"Leaver CS","2022","No function","Department of Health and Social Care","Barnet","G6/G7","20","[c]","56740","53860"
"Leaver CS","2022","No function","Department of Health and Social Care","Barnet","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Barnet","SEO/HEO","40","[c]","37000","35420"
"Leaver CS","2022","No function","Department of Health and Social Care","Berkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Birmingham","AA/AO","15","[c]","20280","19880"
"Leaver CS","2022","No function","Department of Health and Social Care","Birmingham","EO","25","[c]","24420","23940"
"Leaver CS","2022","No function","Department of Health and Social Care","Birmingham","G6/G7","35","[c]","56020","53220"
"Leaver CS","2022","No function","Department of Health and Social Care","Birmingham","SCS level","10","[c]","103190","101430"
"Leaver CS","2022","No function","Department of Health and Social Care","Birmingham","SEO/HEO","40","[c]","36110","36330"
"Leaver CS","2022","No function","Department of Health and Social Care","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Bristol, City of","AA/AO","10","[c]","20260","19880"
"Leaver CS","2022","No function","Department of Health and Social Care","Bristol, City of","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Bristol, City of","G6/G7","15","[c]","51810","49100"
"Leaver CS","2022","No function","Department of Health and Social Care","Bristol, City of","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Bristol, City of","SEO/HEO","25","[c]","36940","36330"
"Leaver CS","2022","No function","Department of Health and Social Care","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Cambridgeshire CC","AA/AO","20","[c]","21730","21820"
"Leaver CS","2022","No function","Department of Health and Social Care","Cambridgeshire CC","EO","15","[c]","25690","25080"
"Leaver CS","2022","No function","Department of Health and Social Care","Cambridgeshire CC","G6/G7","40","[c]","57530","56220"
"Leaver CS","2022","No function","Department of Health and Social Care","Cambridgeshire CC","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Cambridgeshire CC","SEO/HEO","45","[c]","35740","36330"
"Leaver CS","2022","No function","Department of Health and Social Care","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","East Surrey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","East Surrey","G6/G7","15","[c]","62700","56950"
"Leaver CS","2022","No function","Department of Health and Social Care","East Surrey","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","East Surrey","SEO/HEO","20","[c]","40290","39730"
"Leaver CS","2022","No function","Department of Health and Social Care","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Gloucestershire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Heart of Essex","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Heart of Essex","SEO/HEO","15","[c]","39120","39380"
"Leaver CS","2022","No function","Department of Health and Social Care","Hertfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Hertfordshire CC","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Hertfordshire CC","G6/G7","15","[c]","62650","58420"
"Leaver CS","2022","No function","Department of Health and Social Care","Hertfordshire CC","SEO/HEO","30","[c]","35970","33090"
"Leaver CS","2022","No function","Department of Health and Social Care","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Lambeth","AA/AO","45","[c]","21000","19940"
"Leaver CS","2022","No function","Department of Health and Social Care","Lambeth","EO","75","[c]","25480","26570"
"Leaver CS","2022","No function","Department of Health and Social Care","Lambeth","G6/G7","150","[c]","56730","53860"
"Leaver CS","2022","No function","Department of Health and Social Care","Lambeth","SCS level","45","[c]","98900","98290"
"Leaver CS","2022","No function","Department of Health and Social Care","Lambeth","SEO/HEO","280","[c]","35540","36330"
"Leaver CS","2022","No function","Department of Health and Social Care","Leeds","AA/AO","30","[c]","20640","19880"
"Leaver CS","2022","No function","Department of Health and Social Care","Leeds","EO","90","[c]","25520","25080"
"Leaver CS","2022","No function","Department of Health and Social Care","Leeds","G6/G7","35","[c]","53350","50730"
"Leaver CS","2022","No function","Department of Health and Social Care","Leeds","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Leeds","SEO/HEO","105","[c]","35670","36330"
"Leaver CS","2022","No function","Department of Health and Social Care","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Leicestershire CC and Rutland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Leicestershire CC and Rutland","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Leicestershire CC and Rutland","SEO/HEO","20","[c]","39600","39650"
"Leaver CS","2022","No function","Department of Health and Social Care","Lewisham and Southwark","EO","30","[c]","26450","26880"
"Leaver CS","2022","No function","Department of Health and Social Care","Lewisham and Southwark","G6/G7","90","[c]","58220","54530"
"Leaver CS","2022","No function","Department of Health and Social Care","Lewisham and Southwark","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Lewisham and Southwark","SEO/HEO","55","[c]","39040","40070"
"Leaver CS","2022","No function","Department of Health and Social Care","Liverpool","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Liverpool","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Liverpool","SEO/HEO","15","[c]","39790","40060"
"Leaver CS","2022","No function","Department of Health and Social Care","Manchester","AA/AO","20","[c]","19730","19880"
"Leaver CS","2022","No function","Department of Health and Social Care","Manchester","EO","10","[c]","23400","23390"
"Leaver CS","2022","No function","Department of Health and Social Care","Manchester","G6/G7","10","[c]","56850","50390"
"Leaver CS","2022","No function","Department of Health and Social Care","Manchester","SCS level","10","[c]","100270","101430"
"Leaver CS","2022","No function","Department of Health and Social Care","Manchester","SEO/HEO","20","[c]","37150","37190"
"Leaver CS","2022","No function","Department of Health and Social Care","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Mid Kent","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Mid Kent","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Nottingham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Nottingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Oxfordshire CC","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Oxfordshire CC","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Oxfordshire CC","SEO/HEO","15","[c]","33440","31420"
"Leaver CS","2022","No function","Department of Health and Social Care","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Sheffield","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Staffordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Thurrock","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Tower Hamlets","EO","35","[c]","27930","27400"
"Leaver CS","2022","No function","Department of Health and Social Care","Tower Hamlets","G6/G7","40","[c]","60430","56310"
"Leaver CS","2022","No function","Department of Health and Social Care","Tower Hamlets","SCS level","35","[c]","89320","85900"
"Leaver CS","2022","No function","Department of Health and Social Care","Tower Hamlets","SEO/HEO","60","[c]","37440","34830"
"Leaver CS","2022","No function","Department of Health and Social Care","Tyneside","AA/AO","15","[c]","21200","20400"
"Leaver CS","2022","No function","Department of Health and Social Care","Tyneside","EO","20","[c]","24570","23940"
"Leaver CS","2022","No function","Department of Health and Social Care","Tyneside","G6/G7","40","[c]","56640","53220"
"Leaver CS","2022","No function","Department of Health and Social Care","Tyneside","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Tyneside","SEO/HEO","35","[c]","34950","35430"
"Leaver CS","2022","No function","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","West Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","West Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Westminster","EO","40","[c]","26260","27270"
"Leaver CS","2022","No function","Department of Health and Social Care","Westminster","G6/G7","110","[c]","56500","53360"
"Leaver CS","2022","No function","Department of Health and Social Care","Westminster","SCS level","35","[c]","94690","77600"
"Leaver CS","2022","No function","Department of Health and Social Care","Westminster","SEO/HEO","150","[c]","34800","32790"
"Leaver CS","2022","No function","Department of Health and Social Care","Westminster","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Wiltshire","AA/AO","55","[c]","19920","19630"
"Leaver CS","2022","No function","Department of Health and Social Care","Wiltshire","EO","25","[c]","24010","23390"
"Leaver CS","2022","No function","Department of Health and Social Care","Wiltshire","G6/G7","10","[c]","59870","57880"
"Leaver CS","2022","No function","Department of Health and Social Care","Wiltshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","Wiltshire","SEO/HEO","45","[c]","33680","32650"
"Leaver CS","2022","No function","Department of Health and Social Care","Wirral","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","York","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","York","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","York","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","York","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Department of Health and Social Care","York","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Barnet","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Belfast","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Bradford","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Central Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Dorset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","East Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Fermanagh and Omagh","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Newry, Mourne and Down","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Powys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Shropshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Somerset CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Westminster","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Westminster","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Food Standards Agency","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Foreign, Commonwealth and Development Office","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Coventry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Coventry","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Coventry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Croydon","AA/AO","10","[c]","25850","25850"
"Leaver CS","2022","No function","HM Land Registry","Croydon","EO","10","[c]","30600","30600"
"Leaver CS","2022","No function","HM Land Registry","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Dorset","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Dorset","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Dorset","SEO/HEO","10","[c]","36060","33840"
"Leaver CS","2022","No function","HM Land Registry","Durham","AA/AO","15","[c]","22600","22600"
"Leaver CS","2022","No function","HM Land Registry","Durham","EO","10","[c]","27130","27130"
"Leaver CS","2022","No function","HM Land Registry","Durham","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Gloucestershire CC","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Gloucestershire CC","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Leicester","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Leicester","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Mid Lancashire","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Mid Lancashire","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Mid Lancashire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Nottingham","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Nottingham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Nottingham","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Peterborough","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Plymouth","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Plymouth","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Plymouth","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Swansea","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Swansea","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Telford and Wrekin","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Telford and Wrekin","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Wirral","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Wirral","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Land Registry","Wirral","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Belfast","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Birmingham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Birmingham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","HM Revenue and Customs","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
