"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Communications","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","G6/G7","Heterosexual / straight","50","[c]","59820","58450"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","65","[c]","37040","36840"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SEO/HEO","Heterosexual / straight","50","[c]","37370","36920"
"Leaver Dept.","2022","40-49","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","G6/G7","Heterosexual / straight","35","[c]","56430","55740"
"Leaver Dept.","2022","40-49","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","SEO/HEO","Heterosexual / straight","50","[c]","36770","36540"
"Leaver Dept.","2022","40-49","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","AA/AO","Heterosexual / straight","240","[c]","21350","21260"
"Leaver Dept.","2022","40-49","No function","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","AA/AO","Undeclared","35","[c]","21520","21260"
"Leaver Dept.","2022","40-49","No function","AA/AO","Unknown","60","[c]","21530","21260"
"Leaver Dept.","2022","40-49","No function","EO","Heterosexual / straight","435","[c]","27270","27570"
"Leaver Dept.","2022","40-49","No function","EO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","EO","Undeclared","50","[c]","26930","27570"
"Leaver Dept.","2022","40-49","No function","EO","Unknown","100","[c]","27640","27570"
"Leaver Dept.","2022","40-49","No function","G6/G7","Heterosexual / straight","530","[c]","57760","54410"
"Leaver Dept.","2022","40-49","No function","G6/G7","LGBO","40","[c]","58940","57470"
"Leaver Dept.","2022","40-49","No function","G6/G7","Undeclared","125","[c]","56950","54700"
"Leaver Dept.","2022","40-49","No function","G6/G7","Unknown","200","[c]","58690","56340"
"Leaver Dept.","2022","40-49","No function","SCS level","Heterosexual / straight","140","[c]","91870","93570"
"Leaver Dept.","2022","40-49","No function","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","SCS level","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","SCS level","Unknown","35","[c]","95090","93240"
"Leaver Dept.","2022","40-49","No function","SEO/HEO","Heterosexual / straight","670","[c]","36260","36330"
"Leaver Dept.","2022","40-49","No function","SEO/HEO","LGBO","40","[c]","37060","38160"
"Leaver Dept.","2022","40-49","No function","SEO/HEO","Undeclared","120","[c]","36330","36750"
"Leaver Dept.","2022","40-49","No function","SEO/HEO","Unknown","210","[c]","37580","38330"
"Leaver Dept.","2022","40-49","No function","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","G6/G7","Heterosexual / straight","55","[c]","58850","57480"
"Leaver Dept.","2022","40-49","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SEO/HEO","Heterosexual / straight","65","[c]","36280","36700"
"Leaver Dept.","2022","40-49","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","Heterosexual / straight","35","[c]","22050","21680"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","Unknown","115","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","EO","Heterosexual / straight","100","[c]","26720","26640"
"Leaver Dept.","2022","40-49","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","EO","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","Heterosexual / straight","65","[c]","61790","60980"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","Heterosexual / straight","95","[c]","37370","35590"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
