"Status","Year","Function_of_post","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","Ministry of Justice (excl. agencies)","London","G7","10","10","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","London","SEO","20","20","42650","41750"
"In post","2022","Security","Ministry of Justice (excl. agencies)","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","London","AO","5","5","[c]","[c]"
"In post","2022","Security","National Crime Agency","London","EO","10","10","33620","32270"
"In post","2022","Security","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","London","HEO","10","5","[c]","[c]"
"In post","2022","Security","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Crime Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Savings and Investments","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Savings and Investments","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Savings and Investments","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","National Savings and Investments","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northern Ireland Office","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Office of Qualifications and Examinations Regulation","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Queen Elizabeth II Centre","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Registers of Scotland","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Registers of Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Registers of Scotland","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Serious Fraud Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","Serious Fraud Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Serious Fraud Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Submarine Delivery Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Submarine Delivery Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Submarine Delivery Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Submarine Delivery Agency","South West (England)","Unknown","30","30","36640","35980"
"In post","2022","Security","The Insolvency Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","The Insolvency Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","The Insolvency Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Debt Management Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Debt Management Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Hydrographic Office","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Hydrographic Office","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","Security","UK Hydrographic Office","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Hydrographic Office","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Hydrographic Office","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Space Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Space Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Space Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Space Agency","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Space Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","South East (England)","G7","5","5","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","South East (England)","HEO","20","20","30490","30210"
"In post","2022","Security","UK Statistics Authority","South East (England)","SEO","5","5","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Wales","G7","5","5","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","UK Statistics Authority","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Water Services Regulation Authority","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Scotland","AA","30","25","23160","23230"
"In post","2022","Unknown","Accountant in Bankruptcy","Scotland","EO","40","35","29390","30040"
"In post","2022","Unknown","Accountant in Bankruptcy","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Scotland","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Scotland","HEO","25","25","34530","36130"
"In post","2022","Unknown","Accountant in Bankruptcy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Accountant in Bankruptcy","Scotland","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Charity Commission","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","London","EO","15","10","28150","27760"
"In post","2022","Unknown","Crown Prosecution Service","London","G6","10","10","70990","70170"
"In post","2022","Unknown","Crown Prosecution Service","London","G7","30","25","57490","54760"
"In post","2022","Unknown","Crown Prosecution Service","London","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","London","SEO","10","10","40450","39750"
"In post","2022","Unknown","Crown Prosecution Service","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","North West (England)","G7","10","10","52770","50850"
"In post","2022","Unknown","Crown Prosecution Service","North West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","North West (England)","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South East (England)","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Wales","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","AO","10","10","21260","21260"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","EO","20","15","27420","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East of England","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East of England","EO","10","10","28560","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East of England","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East of England","HEO","15","10","34610","35120"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","East of England","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","AO","15","10","24860","25110"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","EO","75","70","31010","31060"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","G6","70","65","68780","66250"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","G7","125","120","55230","54070"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","HEO","145","140","37040","36650"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","SCS level","30","30","85350","78760"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","SEO","115","110","41440","40310"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","AO","20","20","21210","21260"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","EO","40","35","27460","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","G7","20","20","50130","49170"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","HEO","50","45","32630","31990"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","SEO","20","20","36290","35480"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","AO","35","35","21200","21260"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","EO","65","60","27360","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","G7","20","20","52380","49530"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","HEO","45","40","32650","31990"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","SEO","30","30","37000","35880"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","AO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","EO","25","20","27570","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","HEO","20","15","33110","33180"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Scotland","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","EO","20","15","28710","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","HEO","15","15","35100","34290"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South East (England)","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","EO","15","15","27570","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","EO","10","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Wales","AO","15","15","21200","21260"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Wales","EO","15","15","27460","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Wales","HEO","15","15","33410","34190"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Wales","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AO","15","15","21120","21260"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","30","30","27570","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","HEO","20","20","33020","32710"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AO","15","15","21200","21260"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","65","60","27520","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G6","25","25","63550","61600"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G7","90","85","50090","49170"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","HEO","110","105","32530","31990"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SEO","105","100","36610","35310"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","G6","20","20","66450","66230"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","G7","40","40","53410","53360"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","HEO","35","35","32760","32790"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","SCS level","15","15","85990","75120"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","SEO","30","30","41280","40650"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","10","10","24040","23690"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G7","20","20","51100","49530"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","HEO","10","10","29820","28970"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Disclosure Scotland","Scotland","AA","190","175","22240","23230"
"In post","2022","Unknown","Disclosure Scotland","Scotland","AO","25","25","25870","25930"
"In post","2022","Unknown","Disclosure Scotland","Scotland","EO","60","55","30030","30040"
"In post","2022","Unknown","Disclosure Scotland","Scotland","G6","5","5","[c]","[c]"
"In post","2022","Unknown","Disclosure Scotland","Scotland","G7","15","15","55920","53860"
"In post","2022","Unknown","Disclosure Scotland","Scotland","HEO","35","30","34650","35540"
"In post","2022","Unknown","Disclosure Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Disclosure Scotland","Scotland","SEO","30","25","45030","47240"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Wales","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Education Scotland","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education Scotland","Scotland","AA","30","25","22570","23230"
"In post","2022","Unknown","Education Scotland","Scotland","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Education Scotland","Scotland","EO","15","15","28990","28990"
"In post","2022","Unknown","Education Scotland","Scotland","G6","155","150","74080","77340"
"In post","2022","Unknown","Education Scotland","Scotland","G7","55","50","55890","57190"
"In post","2022","Unknown","Education Scotland","Scotland","HEO","20","20","34540","34600"
"In post","2022","Unknown","Education Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Education Scotland","Scotland","SEO","50","45","45980","47490"
"In post","2022","Unknown","FCDO Services","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","London","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","South East (England)","EO","5","5","[c]","[c]"
"In post","2022","Unknown","FCDO Services","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Scotland","AO","15","15","25010","24400"
"In post","2022","Unknown","Food Standards Scotland","Scotland","EO","95","90","28850","30040"
"In post","2022","Unknown","Food Standards Scotland","Scotland","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Scotland","G7","20","20","52830","53480"
"In post","2022","Unknown","Food Standards Scotland","Scotland","HEO","110","105","33020","31540"
"In post","2022","Unknown","Food Standards Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Scotland","Scotland","SEO","50","50","43400","40810"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","10","10","30200","30300"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6","20","20","68820","68200"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","G7","40","40","57330","56800"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","HEO","45","45","35600","37100"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","15","15","98790","96650"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO","15","15","45160","44230"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6","[c]","[c]","[c]","[c]"
