"Status","Year","Age","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Counter Fraud","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Eastern Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Merseyside","Liverpool","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Northumberland, and Tyne and Wear","Tyneside","10","10","[c]","[c]"
"In post","2022","16-19","Debt","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Yorkshire","Bradford","5","5","[c]","[c]"
"In post","2022","16-19","Debt","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon","Devon CC","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon","Plymouth","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","19730","19460"
"In post","2022","16-19","Finance","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Central Scotland","North Lanarkshire","10","5","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - West","Westminster","10","10","22560","21850"
"In post","2022","16-19","Legal","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","16-19","No function","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Derbyshire and Nottinghamshire","Nottingham","10","10","23010","23140"
"In post","2022","16-19","No function","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2022","16-19","No function","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","16-19","No function","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Anglia","Suffolk CC","10","10","[c]","[c]"
"In post","2022","16-19","No function","East Wales","Cardiff and Vale of Glamorgan","15","15","22460","21250"
"In post","2022","16-19","No function","East Wales","Flintshire and Wrexham","15","15","18060","17450"
"In post","2022","16-19","No function","East Wales","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2022","16-19","No function","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Eastern Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","16-19","No function","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","10","20850","20930"
"In post","2022","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","19920","20890"
"In post","2022","16-19","No function","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","16-19","No function","Greater Manchester","Greater Manchester South West","15","15","21190","21250"
"In post","2022","16-19","No function","Greater Manchester","Manchester","15","15","22510","22280"
"In post","2022","16-19","No function","Hampshire and Isle of Wight","Central Hampshire","5","5","[c]","[c]"
"In post","2022","16-19","No function","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Hampshire and Isle of Wight","South Hampshire","10","10","20250","19860"
"In post","2022","16-19","No function","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - West","Westminster","30","30","25490","25170"
"In post","2022","16-19","No function","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2022","16-19","No function","Kent","Medway","10","10","[c]","[c]"
"In post","2022","16-19","No function","Lancashire","Blackpool","10","10","23550","21260"
"In post","2022","16-19","No function","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Lancashire","Mid Lancashire","15","15","20660","21260"
"In post","2022","16-19","No function","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2022","16-19","No function","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","10","20930","20930"
"In post","2022","16-19","No function","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Merseyside","Liverpool","30","30","21760","21250"
"In post","2022","16-19","No function","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Northumberland, and Tyne and Wear","Sunderland","10","10","21250","21250"
"In post","2022","16-19","No function","Northumberland, and Tyne and Wear","Tyneside","25","25","21380","21260"
"In post","2022","16-19","No function","Outer London - East and North East","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","16-19","No function","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2022","16-19","No function","Outer London - West and North West","Barnet","5","5","[c]","[c]"
"In post","2022","16-19","No function","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Shropshire and Staffordshire","Staffordshire CC","10","10","21200","22490"
"In post","2022","16-19","No function","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","South Yorkshire","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2022","16-19","No function","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Southern Scotland","South Lanarkshire","10","10","[c]","[c]"
"In post","2022","16-19","No function","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2022","16-19","No function","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2022","16-19","No function","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Tees Valley and Durham","Durham","10","10","22150","22200"
"In post","2022","16-19","No function","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Central Scotland","Glasgow City","10","10","21300","21260"
"In post","2022","16-19","No function","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Midlands","Birmingham","20","20","22030","21260"
"In post","2022","16-19","No function","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Midlands","Wolverhampton","5","5","[c]","[c]"
"In post","2022","16-19","No function","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Wales and The Valleys","Swansea","80","65","19330","18310"
"In post","2022","16-19","No function","West Yorkshire","Bradford","15","10","21700","21250"
"In post","2022","16-19","No function","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","West Yorkshire","Leeds","25","25","21740","21250"
"In post","2022","16-19","No function","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Devon","Plymouth","10","10","18710","18030"
"In post","2022","16-19","Project Delivery","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","80","80","18410","18030"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","15","15","19130","16630"
"In post","2022","16-19","Property","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Eastern Scotland","Angus and Dundee City","5","5","[c]","[c]"
