"Status","Year","Disability","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Companies House","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Wales","Outside London","85","75","31760","24950"
"In post","2022","Declared disabled","Companies House","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","London","45","45","54170","52190"
"In post","2022","Declared disabled","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Outside London","35","30","24330","25120"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North West (England)","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Outside London","135","125","35620","30040"
"In post","2022","Declared disabled","Crown Prosecution Service","East Midlands (England)","Outside London","65","60","37060","33310"
"In post","2022","Declared disabled","Crown Prosecution Service","East of England","Outside London","55","50","40860","34480"
"In post","2022","Declared disabled","Crown Prosecution Service","London","London","205","190","46910","40800"
"In post","2022","Declared disabled","Crown Prosecution Service","North East (England)","Outside London","45","40","35820","28430"
"In post","2022","Declared disabled","Crown Prosecution Service","North West (England)","Outside London","130","120","39750","32050"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","South East (England)","Outside London","90","85","42550","39750"
"In post","2022","Declared disabled","Crown Prosecution Service","South West (England)","Outside London","40","35","38530","31090"
"In post","2022","Declared disabled","Crown Prosecution Service","Wales","Outside London","35","35","38630","36240"
"In post","2022","Declared disabled","Crown Prosecution Service","West Midlands (England)","Outside London","60","55","44040","48080"
"In post","2022","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Outside London","95","90","39280","33900"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Wales","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East of England","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Scotland","Outside London","35","35","29150","26130"
"In post","2022","Declared disabled","Defence Equipment and Support","South East (England)","Outside London","40","40","28110","26170"
"In post","2022","Declared disabled","Defence Equipment and Support","South West (England)","Outside London","875","840","36400","34000"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","South East (England)","Outside London","85","80","38920","38090"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","South West (England)","Outside London","165","160","40240","38070"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","London","500","490","48050","44360"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","London","150","145","47480","40510"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","London","190","180","48360","45250"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","North East (England)","Outside London","65","65","36270","36500"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","North West (England)","Outside London","90","90","38960","36500"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","West Midlands (England)","Outside London","50","50","38140","34680"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Yorkshire and The Humber","Outside London","120","115","38540","36500"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Outside London","30","30","37100","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","London","300","290","43430","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Outside London","60","60","39410","36460"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Outside London","45","40","38910","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Outside London","145","135","41000","36970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Outside London","35","30","41630","37420"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Outside London","95","90","38630","35900"
"In post","2022","Declared disabled","Department for International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","London","205","200","45650","39110"
"In post","2022","Declared disabled","Department for International Trade","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","London","240","235","44360","39600"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Outside London","45","45","37000","31950"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","London","London","170","165","49210","46710"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Outside London","910","790","25830","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","East of England","Outside London","880","775","28110","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","London","1575","1450","33420","31060"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","North East (England)","Outside London","1640","1425","26650","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","North West (England)","Outside London","3100","2740","26450","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Scotland","Outside London","1400","1215","25240","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","South East (England)","Outside London","1225","1075","27370","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","South West (England)","Outside London","1055","910","26060","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","85","75","31000","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Wales","Outside London","970","860","25990","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Outside London","1380","1200","26060","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Outside London","1570","1365","28440","27570"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","London","150","145","45730","40650"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Outside London","65","60","44860","49530"
"In post","2022","Declared disabled","Disclosure Scotland","Scotland","Outside London","35","30","28190","25930"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Wales","Outside London","645","530","24270","21840"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","East Midlands (England)","Outside London","80","75","32080","30230"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","East of England","Outside London","40","35","27770","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","London","London","45","45","31670","30780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","North East (England)","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","North West (England)","Outside London","40","40","27860","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Scotland","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","South East (England)","Outside London","60","55","29820","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","South West (England)","Outside London","55","50","30710","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Wales","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","West Midlands (England)","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Outside London","30","30","27020","26780"
"In post","2022","Declared disabled","Education and Skills Funding Agency","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","London","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","North West (England)","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","West Midlands (England)","Outside London","45","45","40200","36780"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Yorkshire and The Humber","Outside London","45","40","38390","36500"
"In post","2022","Declared disabled","Education Scotland","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
