"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","15","[c]","35770","34210"
"Leaver Dept.","2022","30-39","Debt","AA/AO","10","[c]","21130","21260"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","EO","30","[c]","27840","27570"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","G6/G7","60","[c]","55800","54700"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SEO/HEO","145","[c]","36340","36410"
"Leaver Dept.","2022","30-39","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","EO","20","[c]","26810","27010"
"Leaver Dept.","2022","30-39","Finance","G6/G7","40","[c]","58380","56480"
"Leaver Dept.","2022","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SEO/HEO","85","[c]","36170","35310"
"Leaver Dept.","2022","30-39","Grants Management","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","AA/AO","20","[c]","21450","21170"
"Leaver Dept.","2022","30-39","Human Resources","EO","55","[c]","27040","27570"
"Leaver Dept.","2022","30-39","Human Resources","G6/G7","50","[c]","58360","54730"
"Leaver Dept.","2022","30-39","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SEO/HEO","80","[c]","34520","33280"
"Leaver Dept.","2022","30-39","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","EO","10","[c]","26710","26970"
"Leaver Dept.","2022","30-39","Legal","G6/G7","45","[c]","57560","54760"
"Leaver Dept.","2022","30-39","Legal","SEO/HEO","10","[c]","34830","30820"
"Leaver Dept.","2022","30-39","No function","AA/AO","500","[c]","21390","21260"
"Leaver Dept.","2022","30-39","No function","EO","885","[c]","27220","27570"
"Leaver Dept.","2022","30-39","No function","G6/G7","940","[c]","56580","54650"
"Leaver Dept.","2022","30-39","No function","SCS level","105","[c]","82580","77930"
"Leaver Dept.","2022","30-39","No function","SEO/HEO","1615","[c]","35690","35590"
"Leaver Dept.","2022","30-39","No function","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","EO","20","[c]","23830","24840"
"Leaver Dept.","2022","30-39","Project Delivery","G6/G7","45","[c]","53550","53130"
"Leaver Dept.","2022","30-39","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SEO/HEO","105","[c]","36070","36740"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","SEO/HEO","20","[c]","35830","36500"
"Leaver Dept.","2022","30-39","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SEO/HEO","25","[c]","37170","37460"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","235","[c]","22070","21680"
"Leaver Dept.","2022","30-39","Unknown","EO","335","[c]","26320","25220"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","210","[c]","60700","57680"
"Leaver Dept.","2022","30-39","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","400","[c]","38370","37660"
"Leaver Dept.","2022","30-39","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","G6/G7","45","[c]","56880","54000"
"Leaver Dept.","2022","40-49","Analysis","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","SEO/HEO","25","[c]","37050","34950"
"Leaver Dept.","2022","40-49","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","G6/G7","45","[c]","58430","54700"
"Leaver Dept.","2022","40-49","Commercial","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SEO/HEO","40","[c]","37160","36570"
"Leaver Dept.","2022","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","G6/G7","50","[c]","59660","57440"
"Leaver Dept.","2022","40-49","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SEO/HEO","45","[c]","36840","37510"
"Leaver Dept.","2022","40-49","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","EO","25","[c]","27640","27570"
"Leaver Dept.","2022","40-49","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","SEO/HEO","15","[c]","38070","36650"
"Leaver Dept.","2022","40-49","Debt","AA/AO","10","[c]","20990","21260"
"Leaver Dept.","2022","40-49","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Debt","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","EO","15","[c]","27870","27570"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","G6/G7","80","[c]","59190","57960"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Digital, Data & Technology","SEO/HEO","115","[c]","38120","37910"
"Leaver Dept.","2022","40-49","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Finance","EO","20","[c]","25450","25130"
"Leaver Dept.","2022","40-49","Finance","G6/G7","50","[c]","58330","56950"
"Leaver Dept.","2022","40-49","Finance","SCS level","15","[c]","84410","76410"
"Leaver Dept.","2022","40-49","Finance","SEO/HEO","90","[c]","37240","36920"
"Leaver Dept.","2022","40-49","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","AA/AO","15","[c]","21840","21580"
"Leaver Dept.","2022","40-49","Human Resources","EO","35","[c]","27550","27150"
"Leaver Dept.","2022","40-49","Human Resources","G6/G7","50","[c]","56330","55220"
"Leaver Dept.","2022","40-49","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","SEO/HEO","60","[c]","37340","37050"
"Leaver Dept.","2022","40-49","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","EO","10","[c]","26700","27160"
"Leaver Dept.","2022","40-49","Legal","G6/G7","35","[c]","60460","59150"
"Leaver Dept.","2022","40-49","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","No function","AA/AO","345","[c]","21390","21260"
"Leaver Dept.","2022","40-49","No function","EO","610","[c]","27310","27570"
"Leaver Dept.","2022","40-49","No function","G6/G7","895","[c]","57950","54760"
"Leaver Dept.","2022","40-49","No function","SCS level","215","[c]","92230","93570"
"Leaver Dept.","2022","40-49","No function","SEO/HEO","1040","[c]","36580","36740"
"Leaver Dept.","2022","40-49","No function","Unknown","45","[c]","40830","39230"
"Leaver Dept.","2022","40-49","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","EO","15","[c]","25340","26120"
"Leaver Dept.","2022","40-49","Project Delivery","G6/G7","70","[c]","58350","57440"
"Leaver Dept.","2022","40-49","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Project Delivery","SEO/HEO","85","[c]","36620","36840"
"Leaver Dept.","2022","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","G6/G7","10","[c]","58070","56650"
"Leaver Dept.","2022","40-49","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Property","SEO/HEO","20","[c]","37890","38200"
"Leaver Dept.","2022","40-49","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","G6/G7","10","[c]","59130","54700"
"Leaver Dept.","2022","40-49","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Security","SEO/HEO","15","[c]","36980","36300"
"Leaver Dept.","2022","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA/AO","155","[c]","22210","21680"
"Leaver Dept.","2022","40-49","Unknown","EO","175","[c]","26790","26670"
"Leaver Dept.","2022","40-49","Unknown","G6/G7","165","[c]","61680","60830"
"Leaver Dept.","2022","40-49","Unknown","SCS level","45","[c]","93540","89830"
"Leaver Dept.","2022","40-49","Unknown","SEO/HEO","210","[c]","37630","37010"
"Leaver Dept.","2022","40-49","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","G6/G7","35","[c]","62740","61570"
"Leaver Dept.","2022","50-59","Commercial","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","SEO/HEO","40","[c]","39030","40470"
"Leaver Dept.","2022","50-59","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","G6/G7","30","[c]","59880","57440"
"Leaver Dept.","2022","50-59","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Communications","SEO/HEO","15","[c]","36260","36560"
"Leaver Dept.","2022","50-59","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","EO","15","[c]","28530","27570"
"Leaver Dept.","2022","50-59","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Counter Fraud","SEO/HEO","10","[c]","34580","32400"
"Leaver Dept.","2022","50-59","Debt","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","EO","10","[c]","27100","27540"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","G6/G7","35","[c]","58370","55470"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Digital, Data & Technology","SEO/HEO","60","[c]","36420","35730"
"Leaver Dept.","2022","50-59","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","EO","15","[c]","26620","26350"
"Leaver Dept.","2022","50-59","Finance","G6/G7","35","[c]","57560","56190"
"Leaver Dept.","2022","50-59","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","SEO/HEO","55","[c]","37940","37590"
"Leaver Dept.","2022","50-59","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Grants Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","EO","20","[c]","27260","27570"
"Leaver Dept.","2022","50-59","Human Resources","G6/G7","35","[c]","59220","60500"
"Leaver Dept.","2022","50-59","Human Resources","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Human Resources","SEO/HEO","55","[c]","37210","36330"
"Leaver Dept.","2022","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","G6/G7","15","[c]","69360","70590"
"Leaver Dept.","2022","50-59","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","No function","AA/AO","265","[c]","21390","21260"
"Leaver Dept.","2022","50-59","No function","EO","440","[c]","27340","27570"
"Leaver Dept.","2022","50-59","No function","G6/G7","675","[c]","59100","55930"
"Leaver Dept.","2022","50-59","No function","SCS level","205","[c]","109320","108080"
"Leaver Dept.","2022","50-59","No function","SEO/HEO","720","[c]","36690","36330"
"Leaver Dept.","2022","50-59","No function","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","EO","10","[c]","24900","24890"
"Leaver Dept.","2022","50-59","Project Delivery","G6/G7","30","[c]","56580","55640"
"Leaver Dept.","2022","50-59","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Project Delivery","SEO/HEO","65","[c]","37510","37370"
"Leaver Dept.","2022","50-59","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","G6/G7","15","[c]","61030","62420"
"Leaver Dept.","2022","50-59","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Property","SEO/HEO","20","[c]","36910","36780"
"Leaver Dept.","2022","50-59","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","115","[c]","21440","21620"
"Leaver Dept.","2022","50-59","Unknown","EO","125","[c]","27270","27370"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","85","[c]","62120","61180"
"Leaver Dept.","2022","50-59","Unknown","SCS level","20","[c]","89680","83880"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","115","[c]","36710","35720"
"Leaver Dept.","2022","50-59","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","No function","AA/AO","70","[c]","21220","21260"
"Leaver Dept.","2022","60-64","No function","EO","80","[c]","27120","27570"
"Leaver Dept.","2022","60-64","No function","G6/G7","125","[c]","62550","58800"
"Leaver Dept.","2022","60-64","No function","SCS level","65","[c]","120790","115790"
"Leaver Dept.","2022","60-64","No function","SEO/HEO","125","[c]","37230","36330"
"Leaver Dept.","2022","60-64","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data & Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","No function","AA/AO","35","[c]","21050","21390"
"Leaver Dept.","2022","65+","No function","EO","25","[c]","27820","27910"
"Leaver Dept.","2022","65+","No function","G6/G7","40","[c]","61490","58810"
"Leaver Dept.","2022","65+","No function","SCS level","25","[c]","115080","110680"
"Leaver Dept.","2022","65+","No function","SEO/HEO","45","[c]","36100","37040"
"Leaver Dept.","2022","65+","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Analysis","EO","15","[c]","25980","26250"
"New entrant CS","2022","16-19","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","AA/AO","10","[c]","22370","21250"
"New entrant CS","2022","16-19","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","AA/AO","15","[c]","22370","21260"
"New entrant CS","2022","16-19","Counter Fraud","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","AA/AO","25","[c]","21370","21250"
"New entrant CS","2022","16-19","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","AA/AO","15","[c]","18930","19380"
"New entrant CS","2022","16-19","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","EO","15","[c]","21100","19460"
"New entrant CS","2022","16-19","Grants Management","AA/AO","10","[c]","20590","21300"
"New entrant CS","2022","16-19","Human Resources","AA/AO","10","[c]","21210","21110"
"New entrant CS","2022","16-19","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","AA/AO","30","[c]","21110","20370"
"New entrant CS","2022","16-19","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","AA/AO","525","[c]","21530","21250"
"New entrant CS","2022","16-19","No function","EO","55","[c]","25530","25170"
"New entrant CS","2022","16-19","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","EO","55","[c]","17880","17140"
"New entrant CS","2022","16-19","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","AA/AO","95","[c]","21630","21260"
"New entrant CS","2022","16-19","Unknown","EO","25","[c]","26150","26060"
"New entrant CS","2022","16-19","Unknown","Unknown","20","[c]","16250","16190"
"New entrant CS","2022","20-29","Analysis","AA/AO","165","[c]","21750","21260"
