"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Human Resources","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Medicine","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Operational Delivery","AA/AO","95","[c]","21920","21260"
"Leaver Dept.","2022","Black","No function","Operational Delivery","EO","210","[c]","28180","27570"
"Leaver Dept.","2022","Black","No function","Operational Delivery","G6/G7","45","[c]","56400","52610"
"Leaver Dept.","2022","Black","No function","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Operational Delivery","SEO/HEO","140","[c]","35520","34600"
"Leaver Dept.","2022","Black","No function","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Other","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Policy","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Policy","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Policy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Science and Engineering","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Science and Engineering","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Science and Engineering","SEO/HEO","85","[c]","36710","38200"
"Leaver Dept.","2022","Black","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
