"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Security","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Operational Delivery","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Operational Delivery","EO","35","35","25820","25950"
"In post","2022","Undeclared","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Operational Delivery","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Human Resources","AA/AO","40","35","21630","21380"
"In post","2022","Undeclared","Human Resources","Human Resources","EO","50","50","28140","27570"
"In post","2022","Undeclared","Human Resources","Human Resources","G6/G7","35","35","59200","58100"
"In post","2022","Undeclared","Human Resources","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Human Resources","SEO/HEO","120","115","36880","35310"
"In post","2022","Undeclared","Human Resources","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Operational Delivery","EO","30","25","27970","27570"
"In post","2022","Undeclared","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Operational Delivery","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Tax","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Internal Audit","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Legal","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","Legal","G6/G7","165","150","61700","61890"
"In post","2022","Undeclared","Legal","Legal","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","Legal","SEO/HEO","35","30","43900","41750"
"In post","2022","Undeclared","Legal","Operational Delivery","AA/AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Legal","Operational Delivery","EO","30","30","28440","28430"
"In post","2022","Undeclared","Legal","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Other","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Tax","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Tax","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Economics","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Geography","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Geography","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Inspector of Education and Training","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","International Trade","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","No function","International Trade","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","International Trade","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Knowledge and Information Management","EO","15","10","[c]","[c]"
"In post","2022","Undeclared","No function","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Knowledge and Information Management","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Undeclared","No function","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Legal","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Legal","SEO/HEO","45","40","41920","44480"
"In post","2022","Undeclared","No function","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Medicine","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Medicine","SCS level","15","10","[c]","[c]"
"In post","2022","Undeclared","No function","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Operational Delivery","AA/AO","2890","2545","22880","21260"
"In post","2022","Undeclared","No function","Operational Delivery","EO","2745","2500","29030","27570"
"In post","2022","Undeclared","No function","Operational Delivery","G6/G7","200","195","59870","57510"
"In post","2022","Undeclared","No function","Operational Delivery","SCS level","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","Operational Delivery","SEO/HEO","1070","1010","38280","36480"
"In post","2022","Undeclared","No function","Operational Delivery","Unknown","455","415","31980","32040"
"In post","2022","Undeclared","No function","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Other","AA/AO","65","60","22290","21260"
"In post","2022","Undeclared","No function","Other","EO","145","135","28490","27570"
"In post","2022","Undeclared","No function","Other","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Other","SEO/HEO","45","40","36890","35930"
"In post","2022","Undeclared","No function","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Planning Inspectors","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Policy","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Policy","EO","60","60","29010","28000"
"In post","2022","Undeclared","No function","Policy","G6/G7","360","355","58330","57060"
"In post","2022","Undeclared","No function","Policy","SCS level","40","40","81420","76650"
"In post","2022","Undeclared","No function","Policy","SEO/HEO","330","325","37010","36500"
"In post","2022","Undeclared","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Psychology","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Psychology","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Science and Engineering","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","No function","Science and Engineering","EO","40","35","27200","27900"
"In post","2022","Undeclared","No function","Science and Engineering","G6/G7","195","185","54420","52470"
"In post","2022","Undeclared","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Science and Engineering","SEO/HEO","250","235","37650","38070"
"In post","2022","Undeclared","No function","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Tax","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","No function","Tax","EO","70","60","28700","28920"
"In post","2022","Undeclared","No function","Tax","G6/G7","130","125","60140","55410"
"In post","2022","Undeclared","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Tax","SEO/HEO","255","240","36960","35980"
"In post","2022","Undeclared","No function","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","G6/G7","40","40","65930","64500"
"In post","2022","Undeclared","No function","Unknown","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Unknown","SEO/HEO","60","60","36590","34550"
"In post","2022","Undeclared","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","Veterinarian","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","No function","Veterinarian","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Operational Delivery","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Operational Delivery","SEO/HEO","30","30","37230","36500"
"In post","2022","Undeclared","Project Delivery","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Other","EO","40","35","22610","22260"
"In post","2022","Undeclared","Project Delivery","Other","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Other","SEO/HEO","100","95","34050","33720"
"In post","2022","Undeclared","Project Delivery","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Policy","G6/G7","45","40","64330","63000"
"In post","2022","Undeclared","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Policy","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Project Delivery","AA/AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Project Delivery","EO","30","30","28020","27570"
"In post","2022","Undeclared","Project Delivery","Project Delivery","G6/G7","175","170","56640","55210"
"In post","2022","Undeclared","Project Delivery","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Project Delivery","SEO/HEO","320","305","38530","40000"
"In post","2022","Undeclared","Project Delivery","Project Delivery","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Science and Engineering","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Science and Engineering","G6/G7","30","30","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Science and Engineering","SEO/HEO","155","150","38430","39110"
"In post","2022","Undeclared","Project Delivery","Science and Engineering","Unknown","55","55","43800","43120"
"In post","2022","Undeclared","Project Delivery","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Tax","EO","15","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Tax","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Operational Delivery","AA/AO","40","30","22300","22040"
"In post","2022","Undeclared","Property","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Operational Delivery","SEO/HEO","30","30","36200","33740"
"In post","2022","Undeclared","Property","Other","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Other","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Property","AA/AO","70","65","22460","22040"
"In post","2022","Undeclared","Property","Property","EO","140","125","28020","27000"
"In post","2022","Undeclared","Property","Property","G6/G7","105","105","59770","58250"
"In post","2022","Undeclared","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Property","SEO/HEO","250","235","39030","38000"
"In post","2022","Undeclared","Property","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Intelligence Analysis","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Intelligence Analysis","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Intelligence Analysis","SEO/HEO","50","50","38030","37000"
"In post","2022","Undeclared","Security","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Security","AA/AO","210","205","29910","28250"
"In post","2022","Undeclared","Security","Security","EO","55","55","36820","34280"
"In post","2022","Undeclared","Security","Security","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Security","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Security","SEO/HEO","95","95","41030","40000"
"In post","2022","Undeclared","Security","Security","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","SEO/HEO","30","30","35710","34640"
"In post","2022","Undeclared","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Digital, Data and Technology","G6/G7","35","35","63470","62180"
"In post","2022","Undeclared","Unknown","Digital, Data and Technology","SEO/HEO","50","50","40640","41950"
"In post","2022","Undeclared","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","EO","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","SEO/HEO","80","80","38010","37090"
"In post","2022","Undeclared","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Human Resources","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Intelligence Analysis","EO","60","55","27870","27370"
"In post","2022","Undeclared","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Intelligence Analysis","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Legal","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Medicine","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Medicine","G6/G7","15","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Medicine","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Operational Delivery","AA/AO","240","210","22880","21680"
"In post","2022","Undeclared","Unknown","Operational Delivery","EO","775","705","27480","27370"
"In post","2022","Undeclared","Unknown","Operational Delivery","G6/G7","60","60","61270","61250"
"In post","2022","Undeclared","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Operational Delivery","SEO/HEO","425","405","35830","35070"
"In post","2022","Undeclared","Unknown","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Other","AA/AO","285","270","21400","21380"
"In post","2022","Undeclared","Unknown","Other","EO","140","135","28660","27550"
"In post","2022","Undeclared","Unknown","Other","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Other","SEO/HEO","140","135","38220","36460"
"In post","2022","Undeclared","Unknown","Other","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Policy","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Policy","EO","30","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Policy","G6/G7","100","100","61490","59730"
"In post","2022","Undeclared","Unknown","Policy","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Policy","SEO/HEO","135","135","39970","39930"
"In post","2022","Undeclared","Unknown","Project Delivery","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Project Delivery","G6/G7","40","40","60500","57680"
"In post","2022","Undeclared","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Project Delivery","SEO/HEO","40","40","38090","37460"
