"Status","Year","Age","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Cumbria","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","AO","Heterosexual / straight","55","[c]","21150","21260"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","40","[c]","27550","27570"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","40","[c]","27450","26310"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Derbyshire and Nottinghamshire","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","AA","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Devon","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","Unknown","Heterosexual / straight","35","[c]","30810","27360"
"New entrant CS","2022","50-59","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Dorset and Somerset","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","AO","Heterosexual / straight","45","[c]","22130","21260"
"New entrant CS","2022","50-59","East Anglia","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","EO","Heterosexual / straight","35","[c]","27460","27570"
"New entrant CS","2022","50-59","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","Unknown","Heterosexual / straight","60","[c]","26990","24800"
"New entrant CS","2022","50-59","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Anglia","Unknown","Unknown","35","[c]","29290","28030"
"New entrant CS","2022","50-59","East Wales","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","AO","Heterosexual / straight","65","[c]","21380","21260"
"New entrant CS","2022","50-59","East Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Wales","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","AA","Heterosexual / straight","35","[c]","21480","21050"
"New entrant CS","2022","50-59","Eastern Scotland","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","AA","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","AO","Heterosexual / straight","50","[c]","22110","21260"
"New entrant CS","2022","50-59","Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","AO","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","EO","Heterosexual / straight","50","[c]","27610","27230"
"New entrant CS","2022","50-59","Eastern Scotland","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","EO","Unknown","40","[c]","28240","27230"
"New entrant CS","2022","50-59","Eastern Scotland","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","HEO","Heterosexual / straight","35","[c]","32220","31540"
"New entrant CS","2022","50-59","Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","SEO","Unknown","30","[c]","40980","39660"
"New entrant CS","2022","50-59","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Essex","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Heterosexual / straight","35","[c]","22010","21260"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","40","[c]","26160","26240"
