"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","East of England","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Southend-on-Sea","SEO","10","10","[c]","[c]"
"In post","2022","Analysis","East of England","Suffolk CC","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Suffolk CC","AO","20","20","21080","21510"
"In post","2022","Analysis","East of England","Suffolk CC","EO","60","60","25300","25010"
"In post","2022","Analysis","East of England","Suffolk CC","G6","15","15","60980","59120"
"In post","2022","Analysis","East of England","Suffolk CC","G7","50","45","48980","48080"
"In post","2022","Analysis","East of England","Suffolk CC","HEO","95","90","29880","29750"
"In post","2022","Analysis","East of England","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East of England","Suffolk CC","SEO","90","85","37070","36580"
"In post","2022","Analysis","London","Barking & Dagenham and Havering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Barnet","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Camden and City of London","AO","5","5","[c]","[c]"
"In post","2022","Analysis","London","Camden and City of London","EO","20","20","28620","28230"
"In post","2022","Analysis","London","Camden and City of London","G6","105","90","92920","89720"
"In post","2022","Analysis","London","Camden and City of London","G7","30","30","59920","57250"
"In post","2022","Analysis","London","Camden and City of London","HEO","40","40","38360","36590"
"In post","2022","Analysis","London","Camden and City of London","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","London","Camden and City of London","SEO","20","20","48200","48450"
"In post","2022","Analysis","London","Croydon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Croydon","EO","5","5","[c]","[c]"
"In post","2022","Analysis","London","Croydon","G6","10","10","73300","74850"
"In post","2022","Analysis","London","Croydon","G7","15","15","61110","62120"
"In post","2022","Analysis","London","Croydon","HEO","15","15","36940","37610"
"In post","2022","Analysis","London","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Croydon","SEO","15","15","44920","43910"
"In post","2022","Analysis","London","Hackney and Newham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Hackney and Newham","EO","10","10","[c]","[c]"
"In post","2022","Analysis","London","Hackney and Newham","G6","5","5","[c]","[c]"
"In post","2022","Analysis","London","Hackney and Newham","G7","45","40","61050","62120"
"In post","2022","Analysis","London","Hackney and Newham","HEO","65","65","37720","37770"
"In post","2022","Analysis","London","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Hackney and Newham","SEO","40","35","43890","43810"
"In post","2022","Analysis","London","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Lambeth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Lewisham and Southwark","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Merton, Kingston upon Thames and Sutton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","London","Tower Hamlets","AO","5","5","[c]","[c]"
"In post","2022","Analysis","London","Tower Hamlets","EO","80","80","28670","28410"
"In post","2022","Analysis","London","Tower Hamlets","G6","80","75","72770","71740"
"In post","2022","Analysis","London","Tower Hamlets","G7","245","235","58570","59290"
"In post","2022","Analysis","London","Tower Hamlets","HEO","135","135","34720","34260"
"In post","2022","Analysis","London","Tower Hamlets","SCS level","35","35","99160","95700"
"In post","2022","Analysis","London","Tower Hamlets","SEO","140","140","43220","42010"
"In post","2022","Analysis","London","Westminster","AO","55","50","24580","24900"
"In post","2022","Analysis","London","Westminster","EO","190","185","28790","27850"
"In post","2022","Analysis","London","Westminster","G6","275","260","68480","66560"
"In post","2022","Analysis","London","Westminster","G7","810","780","56390","54760"
"In post","2022","Analysis","London","Westminster","HEO","780","770","35230","34710"
"In post","2022","Analysis","London","Westminster","SCS level","95","90","86570","78840"
"In post","2022","Analysis","London","Westminster","SEO","370","360","43320","42550"
"In post","2022","Analysis","North East (England)","Darlington","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Darlington","G7","5","5","[c]","[c]"
"In post","2022","Analysis","North East (England)","Darlington","HEO","15","15","30340","30710"
"In post","2022","Analysis","North East (England)","Darlington","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","North East (England)","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Sunderland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tyneside","AO","10","10","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tyneside","EO","10","10","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tyneside","G6","5","5","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tyneside","G7","45","45","53460","52150"
"In post","2022","Analysis","North East (England)","Tyneside","HEO","50","50","32430","31990"
"In post","2022","Analysis","North East (England)","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North East (England)","Tyneside","SEO","35","30","37440","36320"
"In post","2022","Analysis","North West (England)","Blackpool","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Cheshire East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Cumbria","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","East Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester North East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester South West","EO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester South West","G7","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester South West","HEO","10","10","[c]","[c]"
"In post","2022","Analysis","North West (England)","Greater Manchester South West","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","Liverpool","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Liverpool","EO","10","10","[c]","[c]"
"In post","2022","Analysis","North West (England)","Liverpool","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Liverpool","G7","25","25","55010","55210"
"In post","2022","Analysis","North West (England)","Liverpool","HEO","30","30","33230","33080"
"In post","2022","Analysis","North West (England)","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Liverpool","SEO","25","25","39870","40520"
"In post","2022","Analysis","North West (England)","Manchester","AO","10","10","21260","21260"
"In post","2022","Analysis","North West (England)","Manchester","EO","15","15","26530","26820"
"In post","2022","Analysis","North West (England)","Manchester","G6","10","10","66990","66610"
"In post","2022","Analysis","North West (England)","Manchester","G7","55","50","53490","55210"
"In post","2022","Analysis","North West (England)","Manchester","HEO","125","125","33150","33370"
"In post","2022","Analysis","North West (England)","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Manchester","SEO","65","65","40180","40520"
"In post","2022","Analysis","North West (England)","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Sefton","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Sefton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Sefton","G7","10","10","56540","57510"
"In post","2022","Analysis","North West (England)","Sefton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Sefton","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","North West (England)","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","West Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North West (England)","Wirral","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","City of Edinburgh","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","City of Edinburgh","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Scotland","City of Edinburgh","G6","10","10","83620","74760"
"In post","2022","Analysis","Scotland","City of Edinburgh","G7","15","15","55020","53530"
"In post","2022","Analysis","Scotland","City of Edinburgh","HEO","10","10","36810","37710"
"In post","2022","Analysis","Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","City of Edinburgh","SEO","20","20","42970","43640"
"In post","2022","Analysis","Scotland","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","East Ayrshire and North Ayrshire mainland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Glasgow City","EO","15","15","25750","24650"
"In post","2022","Analysis","Scotland","Glasgow City","G6","10","10","[c]","[c]"
"In post","2022","Analysis","Scotland","Glasgow City","G7","10","10","51090","46140"
"In post","2022","Analysis","Scotland","Glasgow City","HEO","20","20","33050","32410"
"In post","2022","Analysis","Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scotland","Glasgow City","SEO","15","15","38670","38500"
"In post","2022","Analysis","Scotland","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Berkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Buckinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Buckinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Buckinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Buckinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Central Hampshire","AO","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Central Hampshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Central Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Central Hampshire","G7","170","160","50590","47060"
"In post","2022","Analysis","South East (England)","Central Hampshire","HEO","105","105","30450","29230"
"In post","2022","Analysis","South East (England)","Central Hampshire","SEO","110","105","39370","38070"
"In post","2022","Analysis","South East (England)","East Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","East Sussex CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","East Sussex CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","East Sussex CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Kent Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Medway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Oxfordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Oxfordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Oxfordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Portsmouth","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Portsmouth","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Portsmouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","Portsmouth","HEO","5","5","[c]","[c]"
"In post","2022","Analysis","South East (England)","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","South Hampshire","AO","10","10","20010","19860"
"In post","2022","Analysis","South East (England)","South Hampshire","EO","55","50","24480","23880"
"In post","2022","Analysis","South East (England)","South Hampshire","G6","25","25","61900","60370"
"In post","2022","Analysis","South East (England)","South Hampshire","G7","95","90","51310","50210"
"In post","2022","Analysis","South East (England)","South Hampshire","HEO","185","175","30980","30710"
"In post","2022","Analysis","South East (England)","South Hampshire","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","South East (England)","South Hampshire","SEO","150","145","38340","38340"
"In post","2022","Analysis","South East (England)","West Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Surrey","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Surrey","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Sussex (South West)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South East (England)","West Sussex (South West)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","15","15","27540","27850"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","10","10","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","25","25","35090","36000"
"In post","2022","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","15","15","42700","43000"
"In post","2022","Analysis","South West (England)","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bristol, City of","EO","25","25","26100","25880"
"In post","2022","Analysis","South West (England)","Bristol, City of","G6","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bristol, City of","G7","25","25","55900","57150"
"In post","2022","Analysis","South West (England)","Bristol, City of","HEO","35","35","31960","32010"
"In post","2022","Analysis","South West (England)","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Bristol, City of","SEO","40","40","40180","39850"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon CC","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset","AO","10","10","21510","21510"
"In post","2022","Analysis","South West (England)","Dorset","EO","30","30","25180","25010"
"In post","2022","Analysis","South West (England)","Dorset","G6","10","10","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset","G7","15","15","49810","49510"
"In post","2022","Analysis","South West (England)","Dorset","HEO","40","35","29950","29750"
"In post","2022","Analysis","South West (England)","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Dorset","SEO","25","20","37450","36580"
"In post","2022","Analysis","South West (England)","Plymouth","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Torbay","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Wiltshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Wiltshire","AO","5","5","[c]","[c]"
"In post","2022","Analysis","South West (England)","Wiltshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South West (England)","Wiltshire","G7","35","30","50010","47010"
"In post","2022","Analysis","South West (England)","Wiltshire","HEO","40","40","30470","29230"
"In post","2022","Analysis","South West (England)","Wiltshire","SEO","45","45","39210","38070"
"In post","2022","Analysis","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","HEO","15","15","33810","35180"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Cardiff and Vale of Glamorgan","SEO","10","10","42530","43280"
"In post","2022","Analysis","Wales","Central Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Central Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Central Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Gwent Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","AO","55","55","20090","19860"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","EO","145","130","24660","23880"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","G6","50","50","61830","60940"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","G7","210","205","51400","50210"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","HEO","410","395","30900","30710"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","SCS level","15","15","80890","72160"
"In post","2022","Analysis","Wales","Monmouthshire and Newport","SEO","365","350","38300","38340"
"In post","2022","Analysis","Wales","Swansea","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","EO","10","10","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","G7","10","5","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","HEO","15","15","35460","33990"
"In post","2022","Analysis","West Midlands (England)","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Birmingham","SEO","15","15","46200","41630"
"In post","2022","Analysis","West Midlands (England)","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Coventry","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Coventry","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Staffordshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands (England)","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
