"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","HEO","Heterosexual / straight","120","[c]","31830","33000"
"New entrant CS","2022","Property","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","HEO","Unknown","60","[c]","30710","31000"
"New entrant CS","2022","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO","Heterosexual / straight","80","[c]","40450","40000"
"New entrant CS","2022","Property","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO","Unknown","35","[c]","42840","43790"
"New entrant CS","2022","Psychology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Heterosexual / straight","45","[c]","25240","24620"
"New entrant CS","2022","Psychology","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","HEO","Heterosexual / straight","50","[c]","28030","27700"
"New entrant CS","2022","Psychology","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA","Unknown","35","[c]","17290","17540"
"New entrant CS","2022","Science and Engineering","AO","Heterosexual / straight","100","[c]","21840","21300"
"New entrant CS","2022","Science and Engineering","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AO","Unknown","45","[c]","21390","21510"
"New entrant CS","2022","Science and Engineering","EO","Heterosexual / straight","205","[c]","26260","26370"
"New entrant CS","2022","Science and Engineering","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","EO","Unknown","100","[c]","21860","23260"
"New entrant CS","2022","Science and Engineering","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G7","Heterosexual / straight","75","[c]","52980","52500"
"New entrant CS","2022","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","G7","Unknown","35","[c]","50380","48970"
"New entrant CS","2022","Science and Engineering","HEO","Heterosexual / straight","315","[c]","31160","31370"
"New entrant CS","2022","Science and Engineering","HEO","LGBO","30","[c]","30000","29610"
"New entrant CS","2022","Science and Engineering","HEO","Undeclared","40","[c]","30510","30410"
"New entrant CS","2022","Science and Engineering","HEO","Unknown","150","[c]","28990","29230"
"New entrant CS","2022","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO","Heterosexual / straight","215","[c]","41480","40070"
"New entrant CS","2022","Science and Engineering","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","SEO","Unknown","50","[c]","40990","41650"
"New entrant CS","2022","Science and Engineering","Unknown","Heterosexual / straight","70","[c]","36770","33000"
"New entrant CS","2022","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA","Heterosexual / straight","105","[c]","23470","25000"
"New entrant CS","2022","Security","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AA","Unknown","105","[c]","23180","22630"
"New entrant CS","2022","Security","AO","Heterosexual / straight","135","[c]","26300","24180"
"New entrant CS","2022","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","AO","Unknown","115","[c]","26580","25040"
"New entrant CS","2022","Security","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HEO","Heterosexual / straight","40","[c]","33200","31990"
"New entrant CS","2022","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","EO","Unknown","30","[c]","32690","33650"
"New entrant CS","2022","Social Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","HEO","Heterosexual / straight","125","[c]","31820","30710"
"New entrant CS","2022","Social Research","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO","Heterosexual / straight","45","[c]","39790","38650"
"New entrant CS","2022","Social Research","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AA","Unknown","30","[c]","22060","22460"
"New entrant CS","2022","Statistics","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Heterosexual / straight","50","[c]","26870","26590"
"New entrant CS","2022","Statistics","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","HEO","Heterosexual / straight","105","[c]","32780","31990"
"New entrant CS","2022","Statistics","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Tax","AO","Heterosexual / straight","400","[c]","21250","21250"
"New entrant CS","2022","Tax","AO","LGBO","55","[c]","21250","21250"
"New entrant CS","2022","Tax","AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Tax","AO","Unknown","270","[c]","21250","21250"
"New entrant CS","2022","Tax","EO","Heterosexual / straight","630","[c]","26970","26590"
"New entrant CS","2022","Tax","EO","LGBO","75","[c]","27060","26590"
"New entrant CS","2022","Tax","EO","Undeclared","35","[c]","26900","26590"
"New entrant CS","2022","Tax","EO","Unknown","345","[c]","26980","26590"
"New entrant CS","2022","Tax","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","HEO","Heterosexual / straight","415","[c]","33840","33080"
"New entrant CS","2022","Tax","HEO","LGBO","45","[c]","33160","33080"
"New entrant CS","2022","Tax","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Tax","HEO","Unknown","210","[c]","33900","33080"
"New entrant CS","2022","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA","Heterosexual / straight","365","[c]","21390","21050"
"New entrant CS","2022","Unknown","AA","LGBO","55","[c]","21240","21050"
"New entrant CS","2022","Unknown","AA","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA","Unknown","305","[c]","21250","21050"
"New entrant CS","2022","Unknown","AO","Heterosexual / straight","550","[c]","22320","21260"
"New entrant CS","2022","Unknown","AO","LGBO","65","[c]","22210","21260"
"New entrant CS","2022","Unknown","AO","Undeclared","40","[c]","22310","21260"
"New entrant CS","2022","Unknown","AO","Unknown","990","[c]","22070","21260"
"New entrant CS","2022","Unknown","EO","Heterosexual / straight","1005","[c]","27250","27230"
"New entrant CS","2022","Unknown","EO","LGBO","145","[c]","27140","27230"
"New entrant CS","2022","Unknown","EO","Undeclared","80","[c]","26980","27230"
"New entrant CS","2022","Unknown","EO","Unknown","900","[c]","27380","27230"
"New entrant CS","2022","Unknown","G6","Heterosexual / straight","90","[c]","67370","65280"
"New entrant CS","2022","Unknown","G6","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6","Unknown","85","[c]","75090","70480"
"New entrant CS","2022","Unknown","G7","Heterosexual / straight","275","[c]","52970","52630"
"New entrant CS","2022","Unknown","G7","LGBO","30","[c]","53120","53480"
"New entrant CS","2022","Unknown","G7","Undeclared","35","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G7","Unknown","330","[c]","59510","57190"
"New entrant CS","2022","Unknown","HEO","Heterosexual / straight","605","[c]","32650","31990"
"New entrant CS","2022","Unknown","HEO","LGBO","95","[c]","32390","31540"
"New entrant CS","2022","Unknown","HEO","Undeclared","65","[c]","32620","32000"
"New entrant CS","2022","Unknown","HEO","Unknown","980","[c]","29780","28000"
"New entrant CS","2022","Unknown","SCS level","Heterosexual / straight","35","[c]","90810","85000"
"New entrant CS","2022","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS level","Unknown","45","[c]","109380","107500"
"New entrant CS","2022","Unknown","SEO","Heterosexual / straight","370","[c]","40270","39660"
"New entrant CS","2022","Unknown","SEO","LGBO","45","[c]","40420","39660"
"New entrant CS","2022","Unknown","SEO","Undeclared","40","[c]","40840","39660"
"New entrant CS","2022","Unknown","SEO","Unknown","240","[c]","40890","39660"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
