"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Public Health England","Operational Delivery","SEO","185","[c]","39720","40070"
"Leaver Dept.","2022","30-39","Public Health England","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","AO","35","[c]","21870","22270"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","EO","65","[c]","25570","25010"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","G7","75","[c]","52280","52610"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","HEO","155","[c]","31750","32050"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","Science and Engineering","SEO","180","[c]","39370","40060"
"Leaver Dept.","2022","30-39","Public Health England","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Queen Elizabeth II Centre","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Queen Elizabeth II Centre","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Queen Elizabeth II Centre","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Registers of Scotland","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Registers of Scotland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Royal Fleet Auxiliary","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Forestry","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Serious Fraud Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Serious Fraud Office","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Serious Fraud Office","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Serious Fraud Office","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Serious Fraud Office","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Serious Fraud Office","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Social Security Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Standards and Testing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Standards and Testing Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Standards and Testing Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Submarine Delivery Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Submarine Delivery Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Teaching Regulation Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Teaching Regulation Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Operational Delivery","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The Insolvency Service","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","The National Archives","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Transport Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Export Finance","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Export Finance","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Export Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Export Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Export Finance","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Health Security Agency","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Hydrographic Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Hydrographic Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Hydrographic Office","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Geography","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Statistics","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","UK Statistics Authority","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Valuation Office Agency","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Vehicle Certification Agency","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Vehicle Certification Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Vehicle Certification Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Vehicle Certification Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Government (excl. agencies)","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Revenue Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Revenue Authority","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Revenue Authority","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Revenue Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Welsh Revenue Authority","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Advisory, Conciliation and Arbitration Service","Operational Research","G7","[c]","[c]","[c]","[c]"
