"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","G7","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","SEO","15","15","48010","47750"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","EO","15","15","29520","29660"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","G7","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","HEO","45","45","37280","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","SEO","20","20","45490","44580"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","AO","35","30","20620","20240"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","EO","275","255","24660","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","G7","15","15","52820","51380"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","HEO","350","325","32320","30990"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","SEO","85","80","41020","39880"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","AO","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","EO","55","55","30260","31460"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","HEO","20","20","34700","34190"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","AO","655","610","21640","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","EO","585","555","25750","25100"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","G6","20","20","60960","61090"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","G7","50","50","49980","48990"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","HEO","305","290","30350","29690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outside London","SEO","185","175","37870","36970"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Outside London","HEO","15","15","29800","29180"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","AO","170","160","23690","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","EO","150","140","27650","27960"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","G6","15","15","64090","64040"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","G7","40","40","53130","52290"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","HEO","110","105","32790","32560"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","SEO","80","75","40110","39350"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outside London","EO","15","15","24970","24920"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outside London","G6","20","20","62040","61370"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outside London","G7","65","65","51980","53400"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outside London","HEO","10","10","30110","29550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outside London","SEO","205","190","40520","37480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","London","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","SEO","10","10","37300","37300"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","G6","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","G7","10","10","56500","56680"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","SEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","AO","105","100","24160","24490"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","EO","525","515","27690","27500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","G6","745","740","68900","66020"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","G7","1845","1815","56730","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","HEO","1895","1890","31870","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","SCS level","580","570","99780","93000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","SEO","670","660","41020","40600"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","AO","355","325","21140","21050"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","EO","355","330","25210","24920"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","G6","255","255","71780","65480"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","G7","690","680","56360","52630"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","HEO","915","895","31650","32000"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","SCS level","135","130","103720","95900"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","SEO","315","305","38530","37300"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","EO","30","30","26000","26570"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","G6","10","10","69440","64500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","G7","75","70","54150","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","HEO","300","300","30510","29250"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","SCS level","15","15","100010","86870"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","SEO","45","45","39370","40250"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","EO","15","15","25200","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","HEO","20","20","29950","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","SEO","15","15","37570","37280"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","G7","10","10","48910","48080"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","EO","10","10","24970","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","HEO","15","15","29320","29270"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","AO","30","30","21220","21510"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","EO","105","100","25290","25010"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","G6","20","20","61520","59680"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","G7","60","60","48890","48080"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","HEO","135","130","29860","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","SEO","110","105","37160","36580"
"In post","2022","Charity Commission","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","EO","10","10","25010","24440"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","HEO","15","15","29710","29160"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
